Tradename,License Number,Street Address,UBI,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateIssued,DayPhone,ManuallyCleaned,Source,slug,scrape,wmsite,address,city,email,street,st,dispensaryname,med_rec,zipcode,Wmaps_ManuallyCleaned,Wmaps_Source
GAIA INDUSTRIES,412232,17022 FROHNING RD,6032970000000000.0,,MONROE                  ,WA,SNOHOMISH,98272-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-05-04,4259714213,0,0,,,,,,,,,,,,,
GANJA BUDS,416824,15843 CASE RD SW STE A,6034730000000000.0,,ROCHESTER               ,WA,THURSTON,98579-9416,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-04-17,2063900382,0,0,,,,,,,,,,,,,
GANJA GODDESS,413558,3207 1ST AVE S  UNIT A,6030000000000000.0,UNIT A                   ,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-03,2066827220,0,0,ganja-goddess-seattle,184.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,GANJAGODDESSSODO@GMAIL.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S  UNIT A,6030000000000000.0,UNIT A                   ,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-03,2066827220,0,0,ganja-goddess-seattle,215.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,GANJAGODDESSSODO@GMAIL.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S  UNIT A,6030000000000000.0,UNIT A                   ,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-03,2066827220,0,0,ganja-goddess-seattle,242.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,INFO@GANJAGODDESSSEATTLE.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S  UNIT A,6030000000000000.0,UNIT A                   ,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-03,2066827220,0,0,ganja-goddess-seattle,245.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S.,Seattle,Washington 98134",Seattle,INFO@GANJAGODDESSSEATTLE.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S UNIT A,6030000000000000.0,,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-09-29,2066827220,0,0,ganja-goddess-seattle,184.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,GANJAGODDESSSODO@GMAIL.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S UNIT A,6030000000000000.0,,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-09-29,2066827220,0,0,ganja-goddess-seattle,215.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,GANJAGODDESSSODO@GMAIL.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S UNIT A,6030000000000000.0,,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-09-29,2066827220,0,0,ganja-goddess-seattle,242.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,INFO@GANJAGODDESSSEATTLE.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA GODDESS,413558,3207 1ST AVE S UNIT A,6030000000000000.0,,SEATTLE                 ,WA,KING,98134-1819,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-09-29,2066827220,0,0,ganja-goddess-seattle,245.0,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S.,Seattle,Washington 98134",Seattle,INFO@GANJAGODDESSSEATTLE.COM,3207 1st Ave S.,WA,GANJA GODDESS,recreational,98134,0.0,
GANJA VITA,415539,23441 NE STATE ROUTE 3,6030000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-06,2535143949,0,0,ganja-vita,154.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA,415539,23441 NE STATE ROUTE 3,6030000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-06,2535143949,0,0,ganja-vita,184.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA,415539,23441 NE STATE ROUTE 3,6030000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-06,2535143949,0,0,ganja-vita,215.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA,415539,23441 NE STATE ROUTE 3,6030000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-06,2535143949,0,0,ganja-vita,227.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA,415539,23441 NE STATE ROUTE 3,6030000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-06,2535143949,0,0,ganja-vita,242.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA,415539,23441 NE STATE ROUTE 3,6030000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-06,2535143949,0,0,ganja-vita,245.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3,Belfair,Washington 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA III LLC,421321,23441 NE STATE RT 3 STE B-2,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-8342,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,2535143949,0,0,ganja-vita,154.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA III LLC,421321,23441 NE STATE RT 3 STE B-2,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-8342,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,2535143949,0,0,ganja-vita,184.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA III LLC,421321,23441 NE STATE RT 3 STE B-2,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-8342,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,2535143949,0,0,ganja-vita,215.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA III LLC,421321,23441 NE STATE RT 3 STE B-2,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-8342,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,2535143949,0,0,ganja-vita,227.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA III LLC,421321,23441 NE STATE RT 3 STE B-2,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-8342,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,2535143949,0,0,ganja-vita,242.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3, Belfair, WA 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GANJA VITA III LLC,421321,23441 NE STATE RT 3 STE B-2,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-8342,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,2535143949,0,0,ganja-vita,245.0,https://weedmaps.com/dispensaries/ganja-vita,"23441 Ne State Route 3,Belfair,Washington 98528",Belfair,GANJAVITALLC@GMAIL.COM,23441 Ne State Route 3,WA,GANJA VITA,recreational,98528,0.0,
GARDEN OF WEEDEN,416739,8531 POSTMA RD STE G,6033580000000000.0,,MOXEE                   ,WA,YAKIMA,98936-9317,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-01-07,5033428849,0,0,,,,,,,,,,,,,
GARDENS ROYALE,416700,3625 E FERRY ST,6033550000000000.0,,SPOKANE                 ,WA,SPOKANE,99202-4629,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-31,5093892024,0,0,,,,,,,,,,,,,
GECKO GROWERS,412135,4263 12TH ST SE,6033470000000000.0,STE A                    ,EAST WENATCHEE          ,WA,DOUGLAS,98802-8724,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-08,5098819804,0,0,,,,,,,,,,,,,
GEM INDUSTRIES,415934,14840 RAINIER VIEW DR SE,6033590000000000.0,,YELM                    ,WA,THURSTON,98597-0000,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2017-07-11,2533812334,0,0,,,,,,,,,,,,,
GEM INDUSTRIES,418061,19861 RENTON MAPLE VALLEY,6033590000000000.0,STE 2                    ,MAPLE VALLEY            ,WA,KING,98038-8933,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2014-05-21,4254635187,0,0,,,,,,,,,,,,,
GENE'S GREEN ACERS,412907,521 S 1ST ST #A,6033490000000000.0,,SELAH                   ,WA,YAKIMA,98942-1603,MARIJUANA PROCESSOR,PENDING (ISSUED),2017-04-21,5098305179,0,0,,,,,,,,,,,,,
GENETICS 360,417321,1975 ALPINE WAY #6,6012240000000000.0,,BELLINGHAM              ,WA,WHATCOM,98226-0000,MARIJUANA PRODUCER TIER 1,PENDING (ISSUED),2017-06-15,3605507918,0,0,,,,,,,,,,,,,
GENSYS ONE,412593,35702 NW TOENJES RD STE 1,6033490000000000.0,,WOODLAND                ,WA,CLARK,98674-3721,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-11-29,5035238448,0,0,,,,,,,,,,,,,
GENSYS ONE II,412725,1005 INDUSTRIAL WAY STE B,6033490000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-1030,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2013-12-03,5035238448,0,0,,,,,,,,,,,,,
GENSYS ONE III,412726,1005 INDUSTRIAL WAY STE C,6033490000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-1030,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2013-12-03,5035238448,0,0,,,,,,,,,,,,,
GIGGLE BUSH,417361,986 E HAMPTON RD   STE A,6033600000000000.0,STE A                    ,LIND                    ,WA,ADAMS,99341-9725,MARIJUANA PRODUCER TIER 3,PENDING (ISSUED),2017-07-27,2533474080,0,0,,,,,,,,,,,,,
GIVING TREE,414381,18420 68TH AVE S #102,6010000000000000.0,,KENT                    ,WA,KING,98032-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-06,2067725773,0,0,,,,,,,,,,,,,
GLEN COVE,416830,272 N OTTO ST,6035050000000000.0,,PORT TOWNSEND           ,WA,JEFFERSON,98368-0000,MARIJUANA PRODUCER TIER 2,PENDING (NOT ISSUED),2014-01-03,3605366827,0,0,,,,,,,,,,,,,
GLENS PLANT FARM,412377,17447 PETERSON RD  STE 2,6034390000000000.0,,BURLINGTON              ,WA,SKAGIT,98233-3546,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2017-04-14,4253878227,0,0,,,,,,,,,,,,,
GLENS PLANT FARM,418910,26901 15TH AVE NE  BLDG 1,6034390000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-9176,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-09-23,4253878227,0,0,,,,,,,,,,,,,
GLG L.L.C.,412117,1578 MOORE ST STE B,6033450000000000.0,STE B                    ,SEDRO WOOLLEY           ,WA,SKAGIT,98284-7523,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2013-11-19,2067994427,0,0,,,,,,,,,,,,,
GLOBODYNE,414982,3223 PINE ST,6030000000000000.0,,EVERETT                 ,WA,SNOHOMISH,98201-4536,MARIJUANA RETAILER,CLOSED (PERMANENT),2015-10-30,4258793437,0,0,,,,,,,,,,,,,
GNARLEY DOG FARM,412113,26404 PIONEER WAY NW,6033440000000000.0,STE A                    ,POULSBO                 ,WA,KITSAP,98370-0000,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-02-09,3603014415,0,0,,,,,,,,,,,,,
GOAT GIRL CANNABIS,415736,154 STRING STREET RD SUITE A,6019870000000000.0,,CENTERVILLE             ,WA,KLICKITAT,98613-3508,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-06-14,5092503881,0,0,,,,,,,,,,,,,
GOATHOUSE,416837,2412 ANDERSON HILL RD SW STE A,6033920000000000.0,SUITE A                  ,PORT ORCHARD            ,WA,KITSAP,98367-9311,MARIJUANA PRODUCER TIER 1,ACTIVE (ISSUED),2017-06-15,3609082447,0,0,,,,,,,,,,,,,
GOATHOUSE,57238,2412 ANDERSON HILL RD SW,6033920000000000.0,,PORT ORCHARD            ,WA,KITSAP,98367-9311,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2017-05-12,3609082447,0,0,,,,,,,,,,,,,
GOING GREEN,413110,3214 NE 65TH ST,6034890000000000.0,,VANCOUVER               ,WA,CLARK,98663-1456,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-03-21,3606930510,0,0,,,,,,,,,,,,,
GOING GREEN,415185,503 W PROSPECT AVE,6030000000000000.0,,MOXEE                   ,WA,YAKIMA,98936-9810,MARIJUANA RETAILER,PENDING (NOT ISSUED),2014-01-03,5099610810,0,0,,,,,,,,,,,,,
GOLD BAR MARIJUANA,422168,16810 415TH AVE SE UNIT A2,6040000000000000.0,,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-08,2067553751,0,0,gold-bar-marijuana,154.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,RUSSIANWORM@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
GOLD BAR MARIJUANA,422168,16810 415TH AVE SE UNIT A2,6040000000000000.0,,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-08,2067553751,0,0,gold-bar-marijuana,184.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,GOLDBARMARIJUANA@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
GOLD BAR MARIJUANA,422168,16810 415TH AVE SE UNIT A2,6040000000000000.0,,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-08,2067553751,0,0,gold-bar-marijuana,215.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,GOLDBARMARIJUANA@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
GOLD BAR MARIJUANA,422168,16810 415TH AVE SE UNIT A2,6040000000000000.0,,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-08,2067553751,0,0,gold-bar-marijuana,227.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,GOLDBARMARIJUANA@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
GOLD BAR MARIJUANA,422168,16810 415TH AVE SE UNIT A2,6040000000000000.0,,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-08,2067553751,0,0,gold-bar-marijuana,242.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,GOLDBARMARIJUANA@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
GOLD BAR MARIJUANA,422168,16810 415TH AVE SE UNIT A2,6040000000000000.0,,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-08,2067553751,0,0,gold-bar-marijuana,245.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2,Gold Bar,Washington 98251",Gold Bar,GOLDBARMARIJUANA@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
GOLD CADDY,415709,3809 S 45TH ST,6032690000000000.0,,TACOMA                  ,WA,PIERCE,98409-2904,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-02-08,2069793177,0,0,,,,,,,,,,,,,
GOLD COAST GROWERS,415825,504 S ADAMS,6033540000000000.0,,HOQUIAM                 ,WA,GRAYS HARBOR,98550-3551,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-04-13,3603007111,0,0,,,,,,,,,,,,,
GOLDEN DISPENSARIES,414292,650 LLAMA LN,6030000000000000.0,,GOLDENDALE              ,WA,KLICKITAT,98620-9140,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-24,5097730700,0,0,golden-dispensaries,184.0,https://weedmaps.com/dispensaries/golden-dispensaries,"650 Llame Lane, Goldendale, Wa 98620",Goldendale,TBD,650 Llame Lane,WA,GOLDEN DISPENSARIES,recreational,98620,0.0,
GOLDEN GARDENS COMPANY,416500,10064 ENTIAT RIVER RD  UNIT A,6033610000000000.0,UNIT A                   ,ENTIAT                  ,WA,CHELAN,98822-0000,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2017-07-11,2068528620,0,0,,,,,,,,,,,,,
GOLDEN LEAF,416548,56603 N SR 225 NW,6026630000000000.0,,BENTON CITY             ,WA,BENTON,99320-9656,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-14,5094300260,0,0,,,,,,,,,,,,,
GOLDEN TREE,416107,2524 N MACHIAS RD,6034460000000000.0,,LAKE STEVENS            ,WA,SNOHOMISH,98258-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-10-05,4252203666,0,0,,,,,,,,,,,,,
GOOBIE'S DOOBIES,421953,28680 MAPLE VALLEY BLACK,6040000000000000.0,DIAMOND RD SE STE A      ,MAPLE VALLEY            ,WA,KING,98038-8193,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-01-31,2534595741,0,0,,,,,,,,,,,,,
GOOD TO GROW,414035,1725 OCEAN AVE,6032710000000000.0,STE 1                    ,RAYMOND                 ,WA,PACIFIC,98577-2813,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-28,3609345725,0,0,,,,,,,,,,,,,
GOOD TO GROW,420275,1150 COUNTY LINE RD,6032710000000000.0,BUILDING 1               ,GRAYLAND                ,WA,GRAYS HARBOR,98547-9604,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2016-10-12,3609345725,0,0,,,,,,,,,,,,,
GOOD WEED TERRAPONICS,417082,3969 SPRINGDALE HUNTERS RD,6034450000000000.0,,SPRINGDALE              ,WA,STEVENS,99173-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-01-03,4258707225,0,0,,,,,,,,,,,,,
GOODBUDS,415294,5384 NW K RD STE A,6020000000000000.0,,QUINCY                  ,WA,GRANT,98848-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-02-21,5093988843,0,0,goodbudstore,154.0,https://weedmaps.com/dispensaries/goodbudstore,"5384 Rd. K NW, Quincy, WA 98848",Quincy,GOODBUDSSTORE@GMAIL.COM,5384 Rd. K NW,WA,GOODBUDS,recreational,98848,0.0,
GOODBUDS,415294,5384 NW K RD STE A,6020000000000000.0,,QUINCY                  ,WA,GRANT,98848-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-02-21,5093988843,0,0,goodbudstore,184.0,https://weedmaps.com/dispensaries/goodbudstore,"5384 Rd. K NW, Quincy, WA 98848",Quincy,GOODBUDSSTORE@GMAIL.COM,5384 Rd. K NW,WA,GOODBUDS,recreational,98848,0.0,
GOODBUDS,415294,5384 NW K RD STE A,6020000000000000.0,,QUINCY                  ,WA,GRANT,98848-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-02-21,5093988843,0,0,goodbudstore,215.0,https://weedmaps.com/dispensaries/goodbudstore,"5384 Rd. K NW, Quincy, WA 98848",Quincy,GOODBUDSSTORE@GMAIL.COM,5384 Rd. K NW,WA,GOODBUDS,recreational,98848,0.0,
GOODIES,416514,7019 ROAD 9 NW,6033550000000000.0,STE G                    ,EPHRATA                 ,WA,GRANT,98823-9722,MARIJUANA PROCESSOR,CLOSED (PERMANENT),2017-06-30,3602220117,0,0,,,,,,,,,,,,,
GOODIES,425184,2916 STATE ST STE 303,6033550000000000.0,,EVERETT                 ,WA,SNOHOMISH,98201-3842,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-06-30,4253461004,0,0,,,,,,,,,,,,,
GORDON 4-M-J NATION,416301,15505 WEBBER CANYON RD STE C-1,6033650000000000.0,STE C-1                  ,BENTON CITY             ,WA,BENTON,99320-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-06-08,5099629770,0,0,,,,,,,,,,,,,
GORGE GROWN FARMS,416051,283 COURTNEY RD STE C,6033590000000000.0,,WHITE SALMON            ,WA,KLICKITAT,98672-8811,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-04-05,5414900988,0,0,,,,,,,,,,,,,
GORILLA GARDENS,416093,1084 OLD HIGHWAY 97,6035100000000000.0,,BREWSTER                ,WA,OKANOGAN,98812-9682,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-07-13,3525143120,0,0,,,,,,,,,,,,,
"GRANDMA'S GARDEN, LLC",413460,2916 STATE STREET,6033550000000000.0,STE J                    ,EVERETT                 ,WA,SNOHOMISH,98201-3842,MARIJUANA PRODUCER TIER 1,ACTIVE (ISSUED),2016-12-12,2067143332,0,0,,,,,,,,,,,,,
GRANT FARMER,423297,1209 HWY 281 SPUR STE F,6035070000000000.0,STE F                    ,QUINCY                  ,WA,GRANT,98848-0699,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-04-17,2067308667,0,0,,,,,,,,,,,,,
GRASS,414785,14343 15TH AVE NE,6030000000000000.0,,SEATTLE                 ,WA,KING,98125-3162,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-01-14,2066438576,0,0,,,,,,,,,,,,,
GRASS,415531,205 W STEWART RD,6030000000000000.0,SUITE 107                ,MOUNT VERNON            ,WA,SKAGIT,98273-5411,MARIJUANA RETAILER,CLOSED (PERMANENT),2016-12-20,3604738393,0,0,,,,,,,,,,,,,
GRASS ROOTZ,416658,5724 N SYCAMORE ST,6033620000000000.0,,SPOKANE                 ,WA,SPOKANE,99217-6507,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-05-10,5098791018,0,0,,,,,,,,,,,,,
GRASS VALLEY PRODUCTS,417003,26867 156TH PL SE,6033550000000000.0,,COVINGTON               ,WA,KING,98042-4209,MARIJUANA PRODUCER TIER 3,PENDING (NOT ISSUED),2014-01-03,2069736640,0,0,,,,,,,,,,,,,
GRASS VALLEY PRODUCTS,417103,130 CHESAW RD STE A,6033550000000000.0,SUITE A                  ,OROVILLE                ,WA,OKANOGAN,98844-0000,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-03-24,3609035502,0,0,,,,,,,,,,,,,
GRASSIN FARMS,414230,3660 LINDSAY RD SUITE 1M,6033580000000000.0,,EVERSON                 ,WA,WHATCOM,98247-9250,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-07-24,3603937212,0,0,,,,,,,,,,,,,
GRASSROOTS BAKE SHOPPE,412324,7104 254TH AVE NE,6010790000000000.0,,REDMOND                 ,WA,KING,98053-1996,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-01-04,2067130794,0,0,,,,,,,,,,,,,
GRASSROOTS PHARM,417303,2604 WILLAMETTE DR NE,6033590000000000.0,"STE A,B,C                ",LACEY                   ,WA,THURSTON,98516-0000,MARIJUANA PRODUCER TIER 3,PENDING (ISSUED),2017-06-08,4258030100,0,0,,,,,,,,,,,,,
GRATEFUL FARMS,412538,8 GOLD MINE SPUR E,6032490000000000.0,,RIVERSIDE               ,WA,OKANOGAN,98849-9693,MARIJUANA PRODUCER TIER 2,CLOSED (PERMANENT),2016-08-24,2533554133,0,0,,,,,,,,,,,,,
GRATEFUL FARMS,423648,8 GOLD MINE SPUR E,6032490000000000.0,,RIVERSIDE               ,WA,OKANOGAN,98849-9693,MARIJUANA PROCESSOR,CLOSED (PERMANENT),2016-10-03,2533554133,0,0,,,,,,,,,,,,,
GRAVITY THIEVES,421102,2916 STATE ST STE 302,6035800000000000.0,SUITE 302                ,EVERETT                 ,WA,SNOHOMISH,98201-3842,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-06-02,3608179001,0,0,,,,,,,,,,,,,
GRAYS HARBOR GREEN NURSERY,412216,186 E SATSOP RD,6033300000000000.0,STE A                    ,ELMA                    ,WA,GRAYS HARBOR,98541-9538,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2013-11-20,3608618200,0,0,,,,,,,,,,,,,
GREATER GREEN,416458,3303 S 35TH ST  STE B-8,6033590000000000.0,STE B-8                  ,TACOMA                  ,WA,PIERCE,98409-0000,MARIJUANA PRODUCER TIER 3,CLOSED (PERMANENT),2017-05-06,2539707581,0,0,,,,,,,,,,,,,
