License Number,Date,"Activity"" ",City Name,County Name
423291,05/01/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
422218,05/25/2018 12:00:00 AM,Marijuana Premises Check,KIRKLAND,KING
415094,04/30/2018 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
426039,04/23/2018 12:00:00 AM,Marijuana Premises Check,WALLA WALLA (CITY),WALLA WALLA
421005,04/16/2018 12:00:00 AM,Marijuana Premises Check,EVERETT,SNOHOMISH
422202,04/05/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,STEVENS
414508,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,YAKIMA,YAKIMA
413805,05/16/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,STEVENS
084130,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414823,04/11/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
425128,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,COWLITZ
413550,04/07/2018 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
421777,05/15/2018 12:00:00 AM,Marijuana Premises Check,BELLEVUE,KING
421507,04/13/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415216,04/20/2018 12:00:00 AM,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
422055,05/04/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
413994,04/05/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,FERRY
420400,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
422298,05/24/2018 12:00:00 AM,Marijuana Compliance Check-Sale,UNINCORPORATED AREAS,MASON
071368,05/24/2018 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
421738,04/13/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,OMAK,OKANOGAN
412099,05/14/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
425507,05/15/2018 12:00:00 AM,Marijuana Premises Check,REDMOND,KING
415410,04/26/2018 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
417174,05/14/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
416289,04/23/2018 12:00:00 AM,Marijuana Premises Check,EVERETT,SNOHOMISH
425584,04/05/2018 12:00:00 AM,Marijuana Premises Check,PULLMAN,WHITMAN
414060,04/10/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,MOUNT VERNON,SKAGIT
416039,04/20/2018 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
353928,04/14/2018 12:00:00 AM,Marijuana Premises Check,YAKIMA,YAKIMA
416626,05/30/2018 12:00:00 AM,Marijuana Premises Check,WOODLAND,COWLITZ
425686,05/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
420741,05/24/2018 12:00:00 AM,Marijuana Premises Check,BURIEN,KING
422442,04/28/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414298,05/15/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SEATTLE,KING
416334,05/04/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
415921,05/14/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
422329,05/31/2018 12:00:00 AM,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
422239,05/24/2018 12:00:00 AM,Marijuana Premises Check,EPHRATA,GRANT
356509,05/09/2018 12:00:00 AM,Marijuana Applicant Site Verification,KENT,KING
421141,05/15/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
423036,04/19/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
422097,04/04/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
415124,04/30/2018 12:00:00 AM,Marijuana Premises Check,SOUTH BEND,PACIFIC
413897,05/09/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,NORTH BONNEVILLE,SKAMANIA
413586,05/11/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
416387,05/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
422049,04/16/2018 12:00:00 AM,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
423784,04/04/2018 12:00:00 AM,Marijuana Premises Check,SHORELINE,KING
423784,04/04/2018 12:00:00 AM,Marijuana Premises Check,SHORELINE,KING
423784,04/04/2018 12:00:00 AM,Marijuana Premises Check,SHORELINE,KING
422363,05/24/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,GRANT
426125,05/15/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,BELLEVUE,KING
416285,05/24/2018 12:00:00 AM,Marijuana Premises Check,ANACORTES,SKAGIT
423700,05/01/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
425068,04/11/2018 12:00:00 AM,Marijuana Premises Check,BELLEVUE,KING
416367,04/20/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
423375,04/09/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
415762,05/31/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413086,04/19/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
416141,05/15/2018 12:00:00 AM,MARIJUANA INVENTORY AUDIT,UNINCORP. AREAS,GRANT
414733,05/17/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
422454,04/13/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,TONASKET,OKANOGAN
412855,05/16/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
422194,05/30/2018 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
413657,05/01/2018 12:00:00 AM,Marijuana Premises Check,CHEHALIS,LEWIS
414918,05/30/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
412784,04/17/2018 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
426199,05/30/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
420291,05/22/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SEATTLE,KING
421497,05/24/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,CLARK
415831,04/19/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415216,04/23/2018 12:00:00 AM,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
422109,05/03/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
421409,04/13/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
416424,05/24/2018 12:00:00 AM,Marijuana Premises Check,SOUTH BEND,PACIFIC
424327,04/11/2018 12:00:00 AM,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
421695,04/19/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,KING
420819,04/16/2018 12:00:00 AM,Marijuana Compliance Check-Sale,SEATTLE,KING
402039,05/10/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
412803,05/01/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
412037,05/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
417880,04/03/2018 12:00:00 AM,Marijuana Premises Check,PORT ORCHARD,KITSAP
424373,04/27/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
420894,04/02/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413952,04/26/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
422442,05/17/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
416150,05/14/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,GRANT
413893,05/03/2018 12:00:00 AM,Marijuana Premises Check,RENTON,KING
424751,04/27/2018 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
423096,04/17/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414449,04/14/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
415513,04/13/2018 12:00:00 AM,Marijuana Premises Check,LAKE FOREST PARK,KING
415513,04/13/2018 12:00:00 AM,Marijuana Premises Check,LAKE FOREST PARK,KING
414103,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,PIERCE
415523,04/13/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
423372,04/20/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
413700,05/24/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415203,05/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
413729,04/26/2018 12:00:00 AM,Marijuana Premises Check,FERNDALE,WHATCOM
420478,05/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
420478,04/27/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,MASON
422701,05/12/2018 12:00:00 AM,Marijuana Premises Check,SPRAGUE,LINCOLN
414864,05/24/2018 12:00:00 AM,Marijuana Premises Check,MOSES LAKE,GRANT
415523,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
414295,04/26/2018 12:00:00 AM,Marijuana Premises Check,DES MOINES,KING
422109,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
422298,05/18/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
415652,04/12/2018 12:00:00 AM,Marijuana Premises Check,KIRKLAND,KING
415921,05/29/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
415238,05/03/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
423203,05/12/2018 12:00:00 AM,Marijuana Premises Check,RITZVILLE,ADAMS
413737,04/09/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
421738,04/13/2018 12:00:00 AM,Marijuana Premises Check,OMAK,OKANOGAN
412286,04/13/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
423665,04/27/2018 12:00:00 AM,Marijuana Premises Check,WINTHROP,OKANOGAN
413428,05/02/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413994,04/05/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,FERRY
422049,04/24/2018 12:00:00 AM,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
415198,04/09/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
413632,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
424117,05/17/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
424599,04/23/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413700,05/14/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415124,05/24/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SOUTH BEND,PACIFIC
426443,05/12/2018 12:00:00 AM,Marijuana Premises Check,DAVENPORT,LINCOLN
414656,05/15/2018 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
414841,05/03/2018 12:00:00 AM,Marijuana Premises Check,RENTON,KING
426050,04/07/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415979,05/21/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
079720,04/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
084130,04/02/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412149,05/04/2018 12:00:00 AM,Marijuana Premises Check,RAYMOND,PACIFIC
414841,04/04/2018 12:00:00 AM,Marijuana Premises Check,RENTON,KING
414503,04/04/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,BREMERTON,KITSAP
412618,04/27/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
416702,04/03/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
422764,05/22/2018 12:00:00 AM,Marijuana Premises Check,CLARKSTON,ASOTIN
413870,04/03/2018 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
414740,04/19/2018 12:00:00 AM,Marijuana Premises Check,OMAK,OKANOGAN
422218,04/06/2018 12:00:00 AM,Marijuana Premises Check,KIRKLAND,KING
422049,04/25/2018 12:00:00 AM,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
414569,04/20/2018 12:00:00 AM,Marijuana Premises Check,SHORELINE,KING
414740,05/18/2018 12:00:00 AM,Marijuana Premises Check,OMAK,OKANOGAN
422764,05/22/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,CLARKSTON,ASOTIN
414664,04/16/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
410332,04/26/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
422278,05/02/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412969,05/18/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
412686,04/17/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
415010,04/25/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
422658,05/12/2018 12:00:00 AM,Marijuana Premises Check,RITZVILLE,ADAMS
413420,04/03/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
413870,04/26/2018 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
413819,05/10/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,ARLINGTON,SNOHOMISH
412626,04/17/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
423402,04/11/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413802,05/01/2018 12:00:00 AM,Marijuana Premises Check,TUMWATER,THURSTON
414680,05/03/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
421168,04/19/2018 12:00:00 AM,Marijuana Premises Check,SEQUIM,CLALLAM
413199,05/16/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
426050,04/18/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412071,04/12/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
414398,04/30/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412494,05/04/2018 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
412494,05/04/2018 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
414295,04/17/2018 12:00:00 AM,Marijuana Premises Check,DES MOINES,KING
417311,04/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
421335,04/27/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,THURSTON
425273,04/23/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,WALLA WALLA (CITY),WALLA WALLA
422792,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,KELSO,COWLITZ
414841,05/03/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,RENTON,KING
424747,04/17/2018 12:00:00 AM,Marijuana Premises Check,RENTON,KING
417880,04/03/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,PORT ORCHARD,KITSAP
425686,04/25/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414817,04/16/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
414918,05/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413570,04/16/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SEATTLE,KING
415132,04/16/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
082587,05/23/2018 12:00:00 AM,Marijuana Premises Check,MILLWOOD,SPOKANE
413805,04/07/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
415410,04/27/2018 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
423775,05/02/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
415303,05/24/2018 12:00:00 AM,Marijuana Premises Check,YAKIMA,YAKIMA
421708,05/15/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
417001,04/09/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,BENTON
423036,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
413519,04/16/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SEATTLE,KING
412618,04/13/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
426039,04/23/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,WALLA WALLA (CITY),WALLA WALLA
422978,05/30/2018 12:00:00 AM,Marijuana Premises Check,MOUNT VERNON,SKAGIT
421918,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
414002,04/27/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,LACEY,THURSTON
417643,04/05/2018 12:00:00 AM,Marijuana Premises Check,OAK HARBOR,ISLAND
421738,05/18/2018 12:00:00 AM,Marijuana Premises Check,OMAK,OKANOGAN
421826,04/23/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
413551,04/20/2018 12:00:00 AM,Marijuana Premises Check,CHEHALIS,LEWIS
422504,05/11/2018 12:00:00 AM,Marijuana Premises Check,CHENEY,SPOKANE
416102,05/17/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
424473,04/20/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
414735,05/16/2018 12:00:00 AM,Marijuana Premises Check,PORT ANGELES,CLALLAM
425584,04/27/2018 12:00:00 AM,Marijuana Premises Check,PULLMAN,WHITMAN
415410,05/18/2018 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
413529,05/11/2018 12:00:00 AM,Marijuana Compliance Check-Sale,BELLINGHAM,WHATCOM
415684,04/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
415343,05/24/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,MASON
421335,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413558,05/23/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
415229,04/17/2018 12:00:00 AM,Marijuana Premises Check,PORT ORCHARD,KITSAP
424473,04/25/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
413032,05/24/2018 12:00:00 AM,Marijuana Premises Check,ELLENSBURG,KITTITAS
421813,05/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
420661,04/11/2018 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
412076,04/18/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
423379,05/22/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SEATTLE,KING
414398,05/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413897,04/27/2018 12:00:00 AM,Marijuana Premises Check,NORTH BONNEVILLE,SKAMANIA
413897,04/27/2018 12:00:00 AM,Marijuana Premises Check,NORTH BONNEVILLE,SKAMANIA
414532,04/16/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,SEATTLE,KING
414731,04/20/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413363,04/04/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
422138,05/22/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,WHITMAN
412642,05/24/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
416796,04/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
421151,04/27/2018 12:00:00 AM,Marijuana Premises Check,PULLMAN,WHITMAN
424257,05/15/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
423224,04/21/2018 12:00:00 AM,Marijuana Premises Check,MOUNTLAKE TERRACE,SNOHOMISH
413692,05/15/2018 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
423885,05/21/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
412214,05/31/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
416282,04/03/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
412515,05/14/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
415238,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414812,05/24/2018 12:00:00 AM,Marijuana Premises Check,BAINBRIDGE ISLAND,KITSAP
415652,04/26/2018 12:00:00 AM,Marijuana Premises Check,KIRKLAND,KING
420478,04/25/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
422336,05/24/2018 12:00:00 AM,Marijuana Premises Check,YAKIMA,YAKIMA
415429,04/20/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415333,05/03/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
422930,04/21/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413843,05/02/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
415094,05/09/2018 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
414181,04/19/2018 12:00:00 AM,Marijuana Premises Check,SEQUIM,CLALLAM
414812,04/10/2018 12:00:00 AM,Marijuana Premises Check,BAINBRIDGE ISLAND,KITSAP
415238,05/03/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
353260,04/10/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
412280,04/19/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
421577,05/15/2018 12:00:00 AM,Marijuana Premises Check,REDMOND,KING
425493,04/09/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412401,04/04/2018 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
420934,04/30/2018 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
420934,04/30/2018 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
423885,05/04/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413897,05/01/2018 12:00:00 AM,Marijuana Premises Check,NORTH BONNEVILLE,SKAMANIA
414286,05/02/2018 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
084154,05/09/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
420520,05/03/2018 12:00:00 AM,Marijuana Applicant Site Verification,BONNEY LAKE,PIERCE
415343,04/12/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
415343,04/16/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
413732,04/20/2018 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
412452,05/30/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
416008,05/31/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
424751,04/20/2018 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
423372,04/25/2018 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
416289,05/09/2018 12:00:00 AM,Marijuana Premises Check,EVERETT,SNOHOMISH
413798,04/20/2018 12:00:00 AM,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
416144,05/24/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,GRANT
414280,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,COWLITZ
412138,04/13/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413407,05/24/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,MASON
422329,04/30/2018 12:00:00 AM,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
416646,05/01/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
425767,05/04/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413369,05/04/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413258,04/25/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,PIERCE
422166,05/14/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
412618,04/25/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
353260,05/31/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
414454,04/05/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
414539,04/19/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413407,04/12/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
414750,05/03/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
414211,05/22/2018 12:00:00 AM,Marijuana Premises Check,CLARKSTON,ASOTIN
412490,04/17/2018 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
426443,04/16/2018 12:00:00 AM,Marijuana Premises Check,DAVENPORT,LINCOLN
417279,04/19/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
414038,04/18/2018 12:00:00 AM,Marijuana Applicant Site Verification,SPOKANE (CITY),SPOKANE
413293,05/16/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
412066,04/18/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
412370,04/24/2018 12:00:00 AM,Marijuana Premises Check,MOUNT VERNON,SKAGIT
417388,05/30/2018 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
421359,04/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
421359,04/11/2018 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
422796,05/09/2018 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SKAGIT
