Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
DAYTON DELIGHT                               ,416357,6.03323E+15,6671 W SHELTON MATLOCK RD     ,STE B                    ,SHELTON                 ,WA,MASON,985848914,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131225,3608685006,0,0
DB3                                          ,412252,6.03344E+15,2415 AIRPORT WAY S            ,                         ,SEATTLE                 ,WA,KING,981342019,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170713,2537322869,0,0
DEEP FLOWER                                  ,416619,6.03386E+15,4 E MOUNTAIN VIEW ROAD        ,                         ,CAMANO ISLAND           ,WA,ISLAND,982820000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170512,2068772937,0,0
DEEP ROOTS FOODS                             ,417715,6.03351E+15,13115 WAGON WHEEL BUILDING A  ,                         ,RAINIER                 ,WA,THURSTON,985769636,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131123,3607530486,0,0
DEEPWATER BOTANICALS                         ,412154,6.03349E+15,5373 GUIDE MERIDIAN RD STE D3 ,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161201,3609204600,0,0
DELTA 9 GROWERS                              ,405661,6.03346E+15,851 CALIFORNIA WAY STE G      ,                         ,LONGVIEW                ,WA,COWLITZ,986321665,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170510,5302286974,0,0
DELTA#NINE                                   ,412747,6.03351E+15,7029 GUIDE MERIDIAN RD SUITE C,                         ,LYNDEN                  ,WA,WHATCOM,982649669,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160930,3607529494,0,0
DENDRITIC PRODUCTIONS                        ,416339,6.03353E+15,1209 ST PAUL ST BLDG 1        ,BLDG 1                   ,TACOMA                  ,WA,PIERCE,984212407,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170424,2069639381,0,0
DENDRO                                       ,412306,6.03349E+15,9327 UMPTANUM RD              ,                         ,ELLENSBURG              ,WA,KITTITAS,989268754,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161129,2063564937,0,0
DESERT VALLEY GROWERS                        ,412260,6.03346E+15,15783 FISK RD STE A           ,                         ,YAKIMA                  ,WA,YAKIMA,989088454,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160927,5099524334,0,0
DEWEY BEACH                                  ,412108,6.03341E+15,6740 NE BACON LN              ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170727,3609291236,0,0
DIAMOND SKY LLC                              ,416159,6.03495E+15,3163 GOLDIE RD                ,BLDG B STE 7             ,OAK HARBOR              ,WA,ISLAND,982772729,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170502,4252990017,0,0
DIAMOND TREE                                 ,416174,6.03552E+15,2524 N MACHIAS RD UNIT B      ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131224,2063216173,0,0
DID CROPS                                    ,425045,6.03358E+15,7182 RD 16 NE STE A2          ,                         ,MOSES LAKE              ,WA,GRANT,988379325,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170605,2535093665,0,0
DIESEL PROPAGATION                           ,416887,6.03361E+15,4260 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170210,2067558086,0,0
DINNER OUT                                   ,415747,6.03553E+15,3003 SOUTH TACOMA WAY         ,                         ,TACOMA                  ,WA,PIERCE,984090000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131220,3605568250,0,0
DISCOVERY                                    ,416103,6.03382E+15,409 LANE DE CHANTAL           ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983688815,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170724,3603559919,0,0
DNA GARDENS                                  ,413464,6.03355E+15,12720 278TH DR NE STE 1       ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,982528939,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161229,2069144645,0,0
DOC CROC                                     ,413948,6.0335E+15,9730 LATHROP INDUSTRIAL DR SW ,BLDG F                   ,OLYMPIA                 ,WA,THURSTON,985121064,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170412,4252076723,0,0
DOC CROC                                     ,414045,6.0335E+15,1132 NW STATE AVE STE C       ,STE C                    ,CHEHALIS                ,WA,LEWIS,985320000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170117,3604864860,0,0
DOCANDYETI'S                                 ,414041,6.03316E+15,2407 50TH AVE SW BUILDING 1   ,                         ,TUMWATER                ,WA,THURSTON,985128007,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170609,3607909241,0,0
DOGTOWN PIONEERS                             ,416538,6.03358E+15,4645 N SWENSON RD STE A       ,STE A                    ,CLAYTON                 ,WA,STEVENS,991109705,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170118,5092765659,0,0
DOMENICO FARMS                               ,416373,6.03349E+15,20801 NE 10TH AVE             ,                         ,RIDGEFIELD              ,WA,CLARK,986428167,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170130,3604508363,0,0
DOSE OIL                                     ,421098,6.03527E+15,1128 SW SPOKANE ST STE 105    ,                         ,SEATTLE                 ,WA,KING,981340000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20161007,9544947976,0,0
DOSE OIL                                     ,423842,6.03527E+15,2911 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981340000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170424,9544947976,0,0
DOUBLE DELICIOUS                             ,414462,6.03376E+15,3919 MALAGA ALCOA HWY         ,                         ,MALAGA                  ,WA,CHELAN,988280000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170303,2533813608,0,0
DOUBLE DUTCH                                 ,413084,6.03351E+15,351 W MERZ RD STE 1           ,STE 1                    ,SUNNYSIDE               ,WA,YAKIMA,989449418,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170302,5098376539,0,0
DOWNTOWN CANNABIS COMPANY                    ,412075,6.03312E+15,898 VALENTINE AVE SE          ,                         ,PACIFIC                 ,WA,PIERCE,980472100,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20150928,4258290836,0,0
DOWNTOWN CANNABIS COMPANY                    ,420213,6.03312E+15,612 S ALASKA ST               ,                         ,SEATTLE                 ,WA,KING,981081727,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170628,4258290836,0,0
DRAGON HIGH                                  ,412239,6.03319E+15,532 132ND ST SW               ,                         ,EVERETT                 ,WA,SNOHOMISH,982047318,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170519,2083403971,0,0
DRAGONLEAF                                   ,412080,6.03326E+15,491 TELEGRAPH LN #A           ,                         ,FRIDAY HARBOR           ,WA,SAN JUAN,982509560,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170609,4255333589,0,0
DREAM CATCHER                                ,415898,6.03359E+15,10011 BLOMBERG ST SW STE A    ,                         ,OLYMPIA                 ,WA,THURSTON,985121026,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131220,5309179957,0,0
DREAM CATCHER                                ,416466,6.03359E+15,10011 BLOMBERG ST SW STE B    ,                         ,OLYMPIA                 ,WA,THURSTON,985121026,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131225,5309179957,0,0
DREAM CATCHER                                ,416527,6.03499E+15,84 HANSON RD                  ,                         ,HUMPTULIPS              ,WA,GRAYS HARBOR,985520000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170512,5309179957,0,0
DREAM CITY                                   ,415970,6.03334E+15,192 W FREDERICKS ST           ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983680000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170417,5204002345,0,0
DREAMIN GREEN FARMS                          ,415693,6.03348E+15,2009 W JOHANSEN RD STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992080000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170427,5094682080,0,0
DREAMIN GREEN FARMS                          ,424829,6.03348E+15,267 SALMON CREEK RD LOT C     ,                         ,OKANOGAN                ,WA,OKANOGAN,988408244,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170512,5099396454,0,0
DRIFTBOAT                                    ,416551,6.03191E+15,18101 E EUCLID AVE            ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992161748,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170522,5094659482,0,0
DRIFTWOOD FARMS GREENBLUFF                   ,412442,6.03349E+15,19510 N SANDS RD  STE A       ,                         ,SPOKANE                 ,WA,SPOKANE,990050000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161201,5099935810,0,0
DUKE'S HILL CANNA                            ,412017,6.00435E+15,5675 BROOKINGS RD             ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982848924,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161206,3608547685,0,0
DUTCH BROTHERS                               ,412246,6.03341E+15,505 S LANDER ST STE 2         ,                         ,SEATTLE                 ,WA,KING,981341921,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161117,2068988797,0,0
DYNAMIC HARVEST                              ,416393,6.03353E+15,13513 NE 126TH PL STE B       ,                         ,KIRKLAND                ,WA,KING,980340000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170718,2062275929,0,0
E & B GROWERS                                ,412449,6.03501E+15,71 AMBUSH GROVE LOOP STE B    ,STE B                    ,USK                     ,WA,PEND OREILLE,991804900,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170323,5096716815,0,0
E'CLAIRE CHOCOLATES                          ,412734,6.03354E+15,9530 AURORA AVE N             ,STE 203                  ,SEATTLE                 ,WA,KING,981030000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131204,9034411992,0,0
EAGLE TREE FARMS                             ,422190,6.02987E+15,1410 IOWA ST STE 101          ,STE 101                  ,BELLINGHAM              ,WA,WHATCOM,982294710,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170504,3603935507,0,0
EARTH RISING FARM                            ,412819,6.03355E+15,214 BATES RD STE A            ,                         ,WHITE SALMON            ,WA,KLICKITAT,986728504,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160902,5094933341,0,0
EARTHCRAFT FARMS                             ,412781,6.03512E+15,126 NEWMAN CREEK RD UNIT 4    ,                         ,ELMA                    ,WA,GRAYS HARBOR,985419536,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170708,5098401201,0,0
EAST MOUNTAIN BUD                            ,412691,6.03483E+15,920 288TH ST NE               ,STE A                    ,STANWOOD                ,WA,SNOHOMISH,982929485,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170608,3607081216,0,0
EASTERN GATE                                 ,412568,6.03353E+15,6507 W ALDERBROOK LANE        ,                         ,SPOKANE                 ,WA,SPOKANE,992240000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161202,2678086250,0,0
EASTERN WASHINGTON CANNABIS PRODUCTS         ,415953,6.02696E+15,5990 INDEPENDENCE RD STE B    ,                         ,SUNNYSIDE               ,WA,YAKIMA,989449798,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170302,5098377476,0,0
EASY GROWING                                 ,415869,6.03616E+15,26425 S RUPP ROAD STE 8       ,                         ,CHENEY                  ,WA,SPOKANE,990040000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170512,4258940845,0,0
ECC                                          ,417148,6.03349E+15,3601 W MARGINAL WAY SW #10    ,#10                      ,SEATTLE                 ,WA,KING,981061142,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161205,2533323777,0,0
ECO VENTURES                                 ,416366,6.03334E+15,202 CANNON BALL ROAD   STE 2  ,                         ,PORT ANGELES            ,WA,CLALLAM,98363,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131225,4258255454,0,0
ECO VENTURES                                 ,416853,6.03334E+15,17931 59TH AVE NE BLDG 2 STE A,                         ,ARLINGTON               ,WA,SNOHOMISH,982236352,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161115,4258255454,0,0
EDISON AGRICULTURE                           ,416560,6.03358E+15,8531 POSTMA RD STE D          ,                         ,MOXEE                   ,WA,YAKIMA,989369317,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161111,2062268621,0,0
EL REY DE LA KUSH                            ,412536,6.03508E+15,"4499 ROAD L NE, SUITE B       ",                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160308,5092648399,0,0
EL REY DE LA KUSH                            ,422324,6.03508E+15,3145 MAIN ST                  ,                         ,MONITOR                 ,WA,CHELAN,988369800,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170510,5092648399,0,0
ELECTRIC BLUES                               ,417580,6.03339E+15,3431 AIRPORT ROAD STE C       ,SUITE C                  ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170626,5095928219,0,0
ELECTRIC BLUES                               ,425163,6.03339E+15,6256 FRECHMAN HILLS RD W STE B,                         ,ROYAL CITY              ,WA,GRANT,993579612,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170626,5095928219,0,0
ELEMENT                                      ,416326,6.03346E+15,1063 S POINT ROAD             ,                         ,PORT LUDLOW             ,WA,JEFFERSON,983659294,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131224,4259415373,0,0
ELEMENT                                      ,419287,6.03346E+15,1199 W CUNNINGHAM RD P        ,STE P                    ,OTHELLO                 ,WA,ADAMS,993440000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170426,4259415373,0,0
ELEMENTAL BOTANICALS                         ,416419,6.03356E+15,5735 RD L SE                  ,STE A                    ,MOSES LAKE              ,WA,GRANT,988379087,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170223,2067969948,0,0
ELEVEN WINDOW VENTURES                       ,412304,6.03349E+15,5805 E SHARP AVE STE C5       ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992120955,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161123,5092164025,0,0
EMERALD CITY GROWERS                         ,416433,6.03358E+15,3525 HOEHNE AVE               ,                         ,LONGVIEW                ,WA,COWLITZ,986329385,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170628,2069208316,0,0
EMERALD CITY INDUSTRIES                      ,416721,6.03358E+15,23887 S FRONTAGE RD E         ,UNIT 1                   ,WARDEN                  ,WA,GRANT,988579314,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170726,2068185113,0,0
EMERALD CITY ORGANICS                        ,416315,6.03317E+15,1128 SW SPOKANE ST            ,                         ,SEATTLE                 ,WA,KING,981341128,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160802,2065792126,0,0
EMERALD CITY ORGANICS                        ,417411,6.0345E+15,3303 S 35TH ST STE A-2        ,STE A-2                  ,TACOMA                  ,WA,PIERCE,984094723,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170627,2536401935,0,0
EMERALD EVOLUTION                            ,412392,6.03324E+15,9019 MOLLY LN STE C           ,                         ,ANACORTES               ,WA,SKAGIT,982219345,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161103,4802510637,0,0
EMERALD FARMS PRODUCTION                     ,416440,6.03359E+15,213 W GREEN VALLEY RD         ,                         ,OAK HARBOR              ,WA,ISLAND,982770000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131225,4257619955,0,0
EMERALD FLASH                                ,416223,6.03357E+15,4 DRYWATER RD   UNIT 1        ,UNIT 1                   ,OKANOGAN                ,WA,OKANOGAN,988409719,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170626,3603280152,0,0
EMERALD FLASH                                ,418406,6.03357E+15,4 DRYWATER RD UNIT 2          ,                         ,OKANOGAN                ,WA,OKANOGAN,988409719,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160803,2067800182,0,0
EMERALD JANE'S                               ,412148,6.03348E+15,10722 LAKE CITY WAY NE        ,                         ,SEATTLE                 ,WA,KING,981256714,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161129,2065795542,0,0
EMERALD MOUNTAIN                             ,413176,6.03114E+15,9730 LATHROP INDUSTRIAL DR SW ,STE C1                   ,OLYMPIA                 ,WA,THURSTON,985121064,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170504,2536914103,0,0
EMERALD PEAKS                                ,416198,6.03358E+15,11463 RAINIER AVE S   STE B   ,STE B                    ,SEATTLE                 ,WA,KING,981780000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170404,4197773257,0,0
EMERALD PEAKS GARDEN                         ,414464,6.03461E+15,225 NORTH SILVA ST.           ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170713,2069635184,0,0
EMERALD SEA OF GREEN                         ,413198,6.03356E+15,23097 BAIRD SPRINGS RD        ,                         ,QUINCY                  ,WA,GRANT,988489637,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170608,4254428891,0,0
EMERALD TWIST                                ,414323,6.03282E+15,459 BRENTWOOD RD              ,STE D                    ,GOLDENDALE              ,WA,KLICKITAT,986202813,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170404,5037064544,0,0
EMERALD ZONE                                 ,416414,6.03356E+15,7521 POSTMA RD                ,UNIT G                   ,MOXEE                   ,WA,YAKIMA,989369706,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170214,2539831428,0,0
EMPIRE                                       ,414024,6.03491E+15,2 & 4 COW TRAIL ROAD          ,                         ,TONASKET                ,WA,OKANOGAN,988550000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170608,2064095472,0,0
EMPIRE                                       ,421485,6.03491E+15,6481 PORTAL WAY    UNIT B     ,UNIT B                   ,FERNDALE                ,WA,WHATCOM,982480000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170607,2064095547,0,0
EMPYREAL CANNABIS                            ,415969,6.03327E+15,3303 S 35TH ST UNIT B20       ,UNIT B20                 ,TACOMA                  ,WA,PIERCE,984094701,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20161110,2533810634,0,0
ERBACCE WHOLESALE                            ,413867,6.03353E+15,3402 C ST NE                  ,UNIT 208                 ,AUBURN                  ,WA,KING,980021728,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170614,2064276037,0,0
ERHART CANNABIS CO                           ,412828,6.03448E+15,186 CHEROKEE RD               ,STE F                    ,OMAK                    ,WA,OKANOGAN,988410000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161227,3603054465,0,0
ESSENTIAL FLOWER                             ,414233,6.03401E+15,1509 SOUTH CRITCHFIELD RD     ,                         ,PORT ANGELES            ,WA,CLALLAM,983639507,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170530,3604521078,0,0
ETHOS EXTRACTS                               ,416334,6.03352E+15,22277 STOTTLEMEYER RD NE      ,                         ,POULSBO                 ,WA,KITSAP,983708957,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170130,3605363122,0,0
ETTA'S HERBALS                               ,416608,6.03351E+15,5602 WA 270                   ,STE D                    ,PULLMAN                 ,WA,WHITMAN,991638708,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170324,5099495773,0,0
EVER GREEN                                   ,414289,6.03489E+15,2917 NE 65TH ST               ,STE H                    ,VANCOUVER               ,WA,CLARK,986630000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170227,3607198195,0,0
EVERBRIGHTGREEN                              ,417353,6.03359E+15,9326 NEPPEL ROAD NE           ,SUITE B                  ,MOSES LAKE              ,WA,GRANT,988377514,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20140107,4252230571,0,0
EVERGREEN AGRICULTURE                        ,416303,6.03359E+15,17117 E MACMAHAN RD STE A     ,                         ,SPOKANE                 ,WA,SPOKANE,992179404,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170608,5099283866,0,0
EVERGREEN EXTRACTS                           ,412071,6.03294E+15,4863 S SWENSON RD #A          ,                         ,DEER PARK               ,WA,STEVENS,990069407,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131119,2533359770,0,0
EVERGREEN EXTRACTS                           ,416534,6.03361E+15,8753 STATE HIGHWAY 303        ,                         ,BREMERTON               ,WA,KITSAP,983118785,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131227,3604341674,0,0
EVERGREEN FOREST                             ,417496,6.03358E+15,166 BENSON CREEK RD STE F     ,                         ,TWISP                   ,WA,OKANOGAN,988569605,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161013,2066311906,0,0
EVERGREEN GARDENS                            ,416543,6.03444E+15,2200 N RIVER RD               ,                         ,COSMOPOLIS              ,WA,GRAYS HARBOR,985379720,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),        ,3609426133,0,0
EVERGREEN GROPRO                             ,416412,6.03355E+15,50 W WESTFIELD CT UNIT C      ,                         ,SHELTON                 ,WA,MASON,985840000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170105,3602804085,0,0
EVERGREEN HERBAL                             ,78256,6.03271E+15,3922 6TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981085201,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170727,2065968600,0,0
EVERGREEN HERBAL                             ,412229,6.03271E+15,923 S BAYVIEW ST   STE 200    ,STE 200                  ,SEATTLE                 ,WA,KING,981342023,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170419,2065968600,0,0
EVERGREEN HERBAL                             ,420689,6.03271E+15,1199 W CUNNINGHAM RD M        ,STE M                    ,OTHELLO                 ,WA,ADAMS,993440000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170630,3104334149,0,0
EVERGREEN HERBAL                             ,425183,6.03271E+15,111 SARGISON LOOP             ,                         ,SHELTON                 ,WA,MASON,985843744,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170630,2065968600,0,0
EVERGREEN HYDRO FARMS                        ,418524,6.03359E+15,3169 B GOLDIE RD              ,                         ,OAK HARBOR              ,WA,ISLAND,982772732,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170302,4258704355,0,0
EVERGREEN LEAF FARMS                         ,412848,6.03351E+15,2800 DOWNS RD NORTH           ,                         ,RITZVILLE               ,WA,LINCOLN,991699916,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131206,5099306992,0,0
EVERGREEN NIRVANA                            ,412263,6.03346E+15,3053 RIGGS RD                 ,STE B                    ,TOUCHET                 ,WA,WALLA WALLA,993600000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170601,5099544887,0,0
EVERGREEN PRODUCTION                         ,412815,6.03355E+15,"100 MAIN ST SUITES 10, 2B & 1 ","STE 10, STE 2B & STE 1   ",MONITOR                 ,WA,CHELAN,988369800,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161115,5098818949,0,0
EVERGREEN PRODUCTION                         ,416601,6.0335E+15,2870 OCEAN AVE BLDG 1         ,                         ,RAYMOND           412902,WA,PACIFIC,985774926,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161201,2068185054,0,0
EVERGRIN                                     ,416891,6.03361E+15,421 CHESAW RD                 ,UNIT C1-C2               ,OROVILLE                ,WA,OKANOGAN,988449641,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170609,3609888972,0,0
EVERGRIN                                     ,421796,6.03361E+15,8972 FROST RD STE B           ,                         ,SUMAS                   ,WA,WHATCOM,982958612,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170412,3609888972,0,0
EVERGROW NORTHWEST                           ,416804,6.03405E+15,1027 85TH AVE SW              ,                         ,TUMWATER                ,WA,THURSTON,985015704,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170516,3605617263,0,0
EVERI GREENE                                 ,412840,6.03353E+15,1632 300TH ST NE              ,SUITE B                  ,STANWOOD                ,WA,SNOHOMISH,982929629,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160818,4254461878,0,0
EVIL SPIRITS PRODUCTION                      ,413470,6.03356E+15,669 N RICHARDS RD             ,STE D                    ,RITZVILLE               ,WA,ADAMS,991690000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131217,2532096578,0,0
EVOLUTION DESIGN CONCEPTS                    ,415942,6.03085E+15,30356 HIGHWAY 243 S           ,                         ,MATTAWA                 ,WA,GRANT,993498257,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170526,4254784999,0,0
EXILE                                        ,412702,6.03351E+15,695 ITALIAN CREEK RD STE A    ,                         ,KALAMA                  ,WA,COWLITZ,986259676,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131128,3602612506,0,0
EXOTIC FARMS                                 ,415932,6.03359E+15,7651 HIGHWAY 291              ,                         ,FORD                    ,WA,STEVENS,990310000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161215,5099994976,0,0
EXPERIENCE ORGANICS                          ,412072,6.03296E+15,46415 E BADGER RD   STE A     ,STE A                    ,BENTON CITY             ,WA,BENTON,993200000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170309,4258900275,0,0
F & D MANAGEMENT                             ,417174,6.03351E+15,3303 S 35TH ST STE B-12       ,STE B-12                 ,TACOMA                  ,WA,PIERCE,984094726,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170601,2534957869,0,0
F.O.L GENETICS                               ,412069,6.04012E+15,2327 W COMMODORE WAY          ,                         ,SEATTLE                 ,WA,KING,981991271,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170720,2066694092,0,0
FAIRWINDS MANUFACTURING                      ,414286,6.02261E+15,5913 NE 127TH AVE STE 300     ,                         ,VANCOUVER               ,WA,CLARK,986825889,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161208,3609034619,0,0
FALES GROWERS                                ,413857,6.03354E+15,3163 GOLDIE RD BLDG C         ,                         ,OAK HARBOR              ,WA,ISLAND,982772734,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170504,4252735009,0,0
FANTASY FARMS                                ,417525,6.03354E+15,1220 W BALLARD RD STE B       ,                         ,SPOKANE                 ,WA,SPOKANE,992088202,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160429,5094671905,0,0
FANTASY FARMS LLC                            ,413858,6.03354E+15,1220 W BALLARD RD             ,STE A & B                ,SPOKANE                 ,WA,SPOKANE,992088202,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161201,5094671905,0,0
FAR WEST ENTERPRISE                          ,416696,6.03355E+15,1111 NORTH 98TH ST. STE 2     ,                         ,SEATTLE                 ,WA,KING,98103,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20140101,2066731984,0,0
FAR WEST ENTERPRISE                          ,419496,6.03355E+15,15015 AURORA AVE N   STE 21   ,                         ,SHORELINE               ,WA,KING,981336134,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160615,2066731984,0,0
