Current Medical Endorsed Retailers,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
License Number,UBI,Tradename,Privilege,Status,Med Privilege Code,Termination Code,Street Address,Suite Rm,City,State,County,Zip Code,Date Created,Day Phone,Email
414918,6.03565E+15,GREEN LEAF                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3435 BIRCH BAY LYNDEN RD      ,                         ,CUSTER                  ,WA,WHATCOM,982409507,20160606,3603032860,SKJLINSE@MSN.COM
414755,6.0336E+15,GREEN LIFE CANNABIS                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3012 GS CENTER RD STE A       ,                         ,WENATCHEE               ,WA,CHELAN,988019116,20190725,2817260614,DOUG@GREENLIFECANNABIS.COM
413798,6.03351E+15,GREEN OUTFITTERS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,668 OCEAN SHORES BLVD NW      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,20160107,4252684391,RYANKUNKEL425@LIVE.COM
422103,6.04163E+15,GREEN ROOM OH INC.                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1640 NE GOLDIE ST STE B       ,                         ,OAK HARBOR              ,WA,ISLAND,982774835,20180306,2065048629,SIMONTESFU206@GMAIL.COM
413801,6.03476E+15,GREEN STOP CANNABIS                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,7466 MT BAKER HWY             ,                         ,MAPLE FALLS             ,WA,WHATCOM,982660000,20151203,3607468734,green_stop@outlook.com
425068,6.04305E+15,GREEN THEORY                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1940 124TH AVE NE STE A-101   ,                         ,BELLEVUE                ,WA,KING,980052130,20181128,2069921911,MOLLYHONIG@GMAIL.COM
421777,6.04305E+15,GREEN THEORY FACTORIA                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,12827 SE 40TH PL              ,                         ,BELLEVUE                ,WA,KING,980061232,20181128,2069921911,MOLLY@HIGHERLEAF.COM
81400,6.04097E+15,GREEN TIKI CANNABIS                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8208 NE STATE HIGHWAY 104     ,STE 101                  ,KINGSTON                ,WA,KITSAP,983460000,20171120,3607101577,greentikicannabiscompany@gmail.com
420785,6.04219E+15,GREEN TOKEN TACOMA CANNABIS                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,5917 N 26TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984072359,20180514,2532675428,STACY.PERCIVAL@YAHOO.COM
410273,6.03303E+15,GREEN2GO                                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,214307 E SR 397               ,                         ,KENNEWICK               ,WA,BENTON,993377198,20171117,5095917100,G2GMEDS@GMAIL.COM
410273,6.03303E+15,GREEN2GO                                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,214610 E SR 397 STE B         ,                         ,KENNEWICK               ,WA,BENTON,993377199,20171117,5095917100,G2GMEDS@GMAIL.COM
422655,6.03303E+15,GREEN2GO TOKIO                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2008 N DURRY RD UNIT 2        ,                         ,SPRAGUE                 ,WA,ADAMS,990329621,20161114,5095917100,G2GMEDS@GMAIL.COM
414356,6.03351E+15,GREENFIELD COMPANY CANNABIS MERCANTILE       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,728 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032012,20151009,2069621025,MEPLEMMONS@GMAIL.COM
415112,6.03359E+15,GREENLIGHT                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,10309 E TRENT AVE             ,                         ,MILLWOOD                ,WA,SPOKANE,992064514,20160621,5094752821,sonny@greenlightspokane.com
413428,6.01996E+15,GREENWORKS N.W.                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,315 N 105TH ST                ,                         ,SEATTLE                 ,WA,KING,981330000,20160614,2064925132,ZACHPETERSON88@GMAIL.COM
415124,6.0336E+15,GROWERS OUTLET                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,613 MONTANA AVE STE 2         ,                         ,SOUTH BEND              ,WA,PACIFIC,985860000,20151009,3608758222,Growersoutlet1@gmail.com
354876,6.03516E+15,HAPPY TIME                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1315 N 1ST ST                 ,                         ,YAKIMA                  ,WA,YAKIMA,989011801,20171212,5094802097,jcampos5483@yahoo.com
415333,6.03191E+15,HAVE A HEART                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,12833 MARTIN LUTHER KING JR   ,WAY S                    ,SEATTLE                 ,WA,KING,981783513,20160107,2062618206,ROBYN@HAVEAHEARTCC.COM
402039,6.03285E+15,HERB'S HOUSE                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,716 NW 65TH ST                ,                         ,SEATTLE                 ,WA,KING,981175049,20151011,2065577388,SHARONJACOBSON@HOTMAIL.COM
421918,6.03319E+15,HERBAL ACCESS RETAIL                         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8962 BEAVER VALLEY RD         ,                         ,CHIMACUM                ,WA,JEFFERSON,983250000,20160420,2068543538,SALES@HERBALACCESS.COM
411970,6.02484E+15,HERBAL E SCENTS                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,120 NE CANNING DR             ,                         ,COLVILLE                ,WA,STEVENS,991142004,20170209,5096844420,herbalescents@gmail.com
413683,6.0349E+15,HERBAL NATION                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,19302 BOTHELL EVERETT HWY     ,                         ,BOTHELL                 ,WA,SNOHOMISH,980127113,20180306,4254861111,1HERBALNATION@GMAIL.COM
427457,6.03583E+15,HERBAN MARKET                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3965 BETHEL RD SE STE 3       ,                         ,PORT ORCHARD            ,WA,KITSAP,983661915,20180925,3608133644,INFO@WEEDKITSAP.COM
413570,6.04303E+15,HERBN ELEMENTS                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11013 LAKE CITY WAY NE        ,                         ,SEATTLE                 ,WA,KING,981250000,20190102,4029269892,MVINING@HERBNELEMENTS.COM
429699,6.0335E+15,HIGH END MARKET PLACE                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1924 BROADWAY ST SUITE A      ,                         ,VANCOUVER               ,WA,CLARK,986633380,20191231,3606953612,HIGHENDMARKETPLACE@GMAIL.COM
413534,6.03353E+15,HIGH SOCIETY                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8630 S MARCH POINT RD         ,                         ,ANACORTES               ,WA,SKAGIT,982213412,20151012,3606610168,DRJASONKITZMAN@GMAIL.COM
412940,6.04133E+15,HIGH SOCIETY TACOMA                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3111 S PINE ST                ,                         ,TACOMA                  ,WA,PIERCE,984094711,20181105,3603023121,DRJASONKITZMAN@GMAIL.COM
420894,6.04431E+15,"HIGH TIDE COMPANIES, LLC                     ",MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11325 HIGHWAY 99              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044816,20191009,0,Abright1983@gmail.com
421702,6.03404E+15,HIGH-5 CANNABIS                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6511 NE 137TH AVE             ,                         ,VANCOUVER               ,WA,CLARK,986825948,20160510,3605714568,JBRITT@HIGH5CANNABIS.COM
423000,6.03344E+15,HIGHER LEAF MARIJUANA BELLEVUE               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3079 156TH AVE SE             ,                         ,BELLEVUE                ,WA,KING,980076526,20160728,4258706335,INFO@HIGHERLEAF.COM
422218,6.03414E+15,HIGHER LEAF MARIJUANA BOUTIQUE               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,12525 WILLOWS RD NE STE 10    ,                         ,KIRKLAND                ,WA,KING,980348735,20160301,4258205967,MOLLY@HIGHERLEAF.COM
413427,6.02763E+15,HWY 420                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11493 CLEAR CREEK RD          ,                         ,SILVERDALE              ,WA,KITSAP,983839657,20170227,3604408671,annette@hwy420.xyz
413843,6.03406E+15,HWY 420                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1110 CHARLESTON BEACH RD W    ,                         ,BREMERTON               ,WA,KITSAP,983124504,20151011,3609323182,CHERYL@HWY420.XYZ
425498,6.04371E+15,HYPEHERBALLY                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,14702 HIGHWAY 99              ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980875522,20190712,4252809482,HYPEHERBALLY@GMAIL.COM
413727,6.0335E+15,ISLAND HERB                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,5565 VANBARR PLACE UNIT F     ,                         ,FREELAND                ,WA,ISLAND,982490000,20160506,3603312898,INFO@WHIDBEYISLANDHERB.COM
423203,6.03581E+15,IT IS LIT                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1611 S SMITTYS BLVD  STE B    ,STE B                    ,RITZVILLE               ,WA,ADAMS,991692264,20200320,5096600497,I90GREENHOUSE@GMAIL.COM
417643,6.03322E+15,KALEAFA                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,33858 SR 20 STE 102           ,                         ,OAK HARBOR              ,WA,ISLAND,982772664,20160212,3606822420,ILONA@KALEAFAWA.COM
429441,6.03586E+15,KALEAFA                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,25960 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,981980000,20200623,0,strawberryfieldsllc@gmail.com
421168,6.03554E+15,KARMA CANNABIS                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,131 RIVER RD   STE A          ,                         ,SEQUIM                  ,WA,CLALLAM,983829804,20160218,3604606641,KARMACANNABISLLC@YAHOO.COM
429212,6.0413E+15,KINDLEBERGER LLC                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,230 NE JUNIPER ST STE 100     ,                         ,ISSAQUAH                ,WA,KING,980272519,20200310,2063355857,CLIFF@NORTHSHOREWA.COM
425925,6.03577E+15,KING CRONIC                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1110 E YELM AVE STE C         ,                         ,YELM                    ,WA,THURSTON,985977690,20171204,3609676056,KINGCRONICGROUP@GMAIL.COM
421359,6.03561E+15,KITSAP CANNABIS 2                            ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,1762 VILLAGE LN SE            ,                         ,PORT ORCHARD            ,WA,KITSAP,983662644,20160322,3608658092,WESTSOUNDQUALITY@HOTMAIL.COM
421876,6.04072E+15,KUSH KLUB                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,17547 15TH AVE NE             ,                         ,SHORELINE               ,WA,KING,981553801,20171214,2067691282,BTAHOLDINGSLLC@GMAIL.COM
421630,6.03304E+15,KUSH POINTE                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11811 MUKILTEO SPEEDWAY       ,UNIT 111                 ,MUKILTEO                ,WA,SNOHOMISH,982755442,20160624,2065795394,GARRETT88@GMAIL.COM
415287,6.02709E+15,KUSHMAN                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11110 MUKILTEO SPEEDWAY       ,SUITE 102                ,MUKILTEO                ,WA,SNOHOMISH,982755450,20180123,4254441575,TO@MYESTORE.COM
421552,6.02709E+15,KUSHMAN                                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,15804 HIGHWAY 99 UNIT A       ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871426,20180123,4254441575,TO@MYESTORE.COM
414520,6.03347E+15,KUSHMART                                     ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,6309 EVERGREEN WAY STE C      ,                         ,EVERETT                 ,WA,SNOHOMISH,982034559,20151013,2067691282,HENOK.ABRAHA@GMAIL.COM
416102,6.03554E+15,KUSHMART SOUTH EVERETT                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,13220 HWY 99 S                ,                         ,EVERETT                 ,WA,SNOHOMISH,982045424,20160311,4255820088,DAVIDJAMESAHL@YAHOO.COM
415509,6.03359E+15,LAST STOP POT SHOP                           ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,"41711 STATE ROUTE 2, #1       ",                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,20200527,3602178951,LASTSTOPPOTSHOP@MAIL.COM
417880,6.03357E+15,LEGAL MARIJUANA SUPERSTORE                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3610 BETHEL RD SE             ,SUITE 100                ,PORT ORCHARD            ,WA,KITSAP,983670000,20151230,3603401009,PATWATERS55@GMAIL.COM
413544,6.03354E+15,LONGVIEW FREEDOM MARKET                      ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,971 14TH AVE STE 110          ,                         ,LONGVIEW                ,WA,COWLITZ,986324049,20151104,3602617055,THEFREEDOMMARKET420@GMAIL.COM
414963,6.03359E+15,LUCID                                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,4820 YELM HWY SE SUITE D      ,                         ,LACEY                   ,WA,THURSTON,985033402,20151009,5304010839,NANCY@LUCID-ORGANICS.COM
415429,6.03359E+15,LUCID                                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,7294 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165533,20151009,5304010839,OLIKALANI@GMAIL.COM
420497,6.03573E+15,LUCID CANNABIS COMPANY                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11414 N. NEWPORT HWY          ,                         ,SPOKANE                 ,WA,SPOKANE,992181616,20160617,2532269284,OLYMPIARECSTORE@YAHOO.COM
422442,6.03351E+15,LUCKY LEAF                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1111 W 1ST AVE STE A          ,                         ,SPOKANE                 ,WA,SPOKANE,992014005,20160315,5095194248,INFO@LUCKYLEAF.CO
420819,6.04408E+15,LUX POT SHOP                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,4465 FREMONT AVE N            ,                         ,SEATTLE                 ,WA,KING,981037225,20190712,2067193162,SHEAPHYNES@GMAIL.COM
414876,6.03357E+15,MAIN STREET MARIJUANA                        ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2314 MAIN ST                  ,                         ,VANCOUVER               ,WA,CLARK,986602642,20200320,3606063260,AHAMIDE@GMAIL.COM
421805,6.03572E+15,MAIN STREET MARIJUANA EAST                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,16219 SE 12TH ST STE 104      ,                         ,VANCOUVER               ,WA,CLARK,986838905,20200320,3606063260,AHAMIDE@GMAIL.COM
421789,6.03572E+15,MAIN STREET MARIJUANA LONGVIEW               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,945 WASHINGTON WAY STE 121    ,                         ,LONGVIEW                ,WA,COWLITZ,986324059,20200320,3606063260,AHAMIDE@GMAIL.COM
413414,6.0343E+15,MARGIES'S POT SHOP LLC                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,405 E STEUBEN ST              ,                         ,BINGEN                  ,WA,KLICKITAT,986050000,20160606,5099699824,MARGIESPOTSHOP@GMAIL.COM
426895,6.03587E+15,MARIJUANA CLUB 99                            ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,12631 HWY 99 STE A            ,                         ,EVERETT                 ,WA,SNOHOMISH,982040000,20180605,4252688875,MARIJUANACLUB99HOLLY@GMAIL.COM
420400,6.03336E+15,MARIJUANA MART                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,530 7TH AVE STE D             ,                         ,LONGVIEW                ,WA,COWLITZ,986320000,20190409,3607891364,MIKE@MARIJUANAMARTWA.COM
428846,6.03352E+15,MARIJUANA MART                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6230 197TH SW AVE             ,                         ,ROCHESTER               ,WA,THURSTON,985790000,20190709,3608587188,MIKE@MARIJUANAMART.COM
420889,6.03064E+15,MARLEY 420                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,16204 SE 272ND ST  STE 1      ,STE 1                    ,COVINGTON               ,WA,KING,980428213,20160728,2067147733,MARLEY555@COMCAST.NET; GAGEV@COMCAST.NET
424311,6.03623E+15,MARY MART INC                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3002 6TH AVE STE 100          ,                         ,TACOMA                  ,WA,PIERCE,984066203,20180629,2539614231,253MARYMART@GMAIL.COM
414735,6.02151E+15,MISTER BUDS                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,536 MARINE DR STE B           ,                         ,PORT ANGELES            ,WA,CLALLAM,983632230,20151010,3607971966,MALIKATWATER@YAHOO.COM
415314,6.03456E+15,MJ'S POT SHOP                                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1335 SE BISHOP BLVD           ,                         ,PULLMAN                 ,WA,WHITMAN,991636408,20160613,5093321011,MJPOTSHOP@GMAIL.COM
424751,6.03405E+15,MR. BILLS OF BUCKLEY                         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,29393 STATE ROUTE 410 E STE D ,                         ,BUCKLEY                 ,WA,PIERCE,983219424,20170414,3607617540,MRBILLSOFBUCKLEY@GMAIL.COM
424190,6.03412E+15,MR. DOOBEES                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1410 40TH ST                  ,                         ,SEAVIEW                 ,WA,PACIFIC,986442037,20161215,3608758016,MRDOOBEES@GMAIL.COM
413930,6.03359E+15,MUFFYS POT SHOP                              ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,3134 E HIGHWAY 101 SUITE A    ,                         ,PORT ANGELES            ,WA,CLALLAM,983629074,20151009,3608082532,WEEDRUS01@GMAIL.COM
423390,6.03415E+15,NATURAL BLESSING CANNABIS                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,17024 PACIFIC AVE S           ,STE B                    ,SPANAWAY                ,WA,PIERCE,983874940,20170324,2534333961,NATURALBLESSINGS3014102@GMAIL.COM
414181,6.03356E+15,NATURE'S GIFTS                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,755 W WASHINGTON ST STE C     ,                         ,SEQUIM                  ,WA,CLALLAM,983823272,20160614,3607971993,EMANON@CRUZIO.COM
421562,6.0413E+15,NATURES RECREATIONAL CENTER                  ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,3833 PACIFIC AVE STE 3-C      ,                         ,TACOMA                  ,WA,PIERCE,984187897,20180326,2535721500,JAY@NOTGUILTY.COM.BZ
413732,6.03352E+15,NEW VANSTERDAM                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,6515 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986617455,20190404,5033417097,JAMES@NEWVANSTERDAM.COM
421698,6.03572E+15,NEXT STEPS                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2804 E 30TH AVE               ,                         ,SPOKANE                 ,WA,SPOKANE,992234782,20160426,5202508988,NEXTSTEPSJOSH@GMAIL.COM
415658,6.03189E+15,NIMBIN FARM                                  ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,10859 1ST AVE S STE A         ,                         ,SEATTLE                 ,WA,KING,981681309,20151014,2532617600,JASMELSANGHA@GMAIL.COM
422329,6.03359E+15,NIRVANA CANNABIS COMPANY                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,930 1/2 VALLEY MALL PKWY      ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988024402,20191028,5098082361,DIANNA@MGSCPA.COM
424951,6.03359E+15,NIRVANA CANNABIS COMPANY                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,4950 ARENA RD                 ,                         ,RICHLAND                ,WA,BENTON,993527857,20170518,5098082391,DIANNA@MGSCPA.COM
427666,6.03359E+15,NIRVANA CANNABIS COMPANY                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,24713 E WELLESLEY AVE         ,                         ,OTIS ORCHARDS           ,WA,SPOKANE,990279709,20181107,5098082361,DIANNA@MGSCPA.COM
413407,6.0335E+15,NORTH BAY MARIJUANA                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,211 E NORTH BAY RD            ,STE B                    ,ALLYN                   ,WA,MASON,985240000,20151013,3608014269,STARTRECKIE@YAHOO.COM
423492,6.03228E+15,NORTHWEST CANNABIS CONNECTION                ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,11522 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,983734360,20160729,2532920444,MWCCCANYON@GMAIL.COM
428760,6.03351E+15,NXNW RETAIL LLC / CANNABIS AND GLASS         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,25101 E APPLEWAY AVE          ,                         ,LIBERTY LAKE            ,WA,SPOKANE,990190000,20200324,5093096974,INFO@CANNABISANDGLASS.COM
82587,6.03351E+15,NXNW RETAIL LLC/CANNABIS & GLASS             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,9403 E TRENT AVE              ,                         ,MILLWOOD                ,WA,SPOKANE,992064218,20180601,5093096974,info@cannabisandglass.com
428942,6.03351E+15,OCEAN GREENS                                 ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,10524 AURORA AVE N            ,                         ,SEATTLE                 ,WA,KING,981338812,20190718,2062299893,OCEANGREENSRE@GMAIL.COM
427769,6.03277E+15,OLYMPIA WEED COMPANY                         ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,401 93RD AVE SE               ,                         ,OLYMPIA                 ,WA,THURSTON,985019701,20181129,3609156071,NORTHWESTCOLLECTIVES@GMAIL.COM
414656,6.03357E+15,PACIFIC CANNABIS COMPANY                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,625 N CALLOW AVE              ,                         ,BREMERTON               ,WA,KITSAP,983123903,20151012,3606162014,INFO@PACCANCO.COM
414812,6.03351E+15,PAPER AND LEAF                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,8040 NE DAY RD W BLDG 3 STE 1 ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981100000,20151010,2067807814,ACCOUNTS@PAPERANDLEAF.COM
413809,6.03354E+15,PONDER                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,2413 E UNION ST               ,                         ,SEATTLE                 ,WA,KING,981223045,20151010,2064202180,JOHN@PONDER4U.COM
414574,6.03321E+15,PRC                                          ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,18729 FIR ISLAND RD STE C     ,                         ,MOUNT VERNON            ,WA,SKAGIT,982738159,20151009,3604456221,WA221INC@OUTLOOK.COM
415238,6.04002E+15,PUFF N CHILL LLC                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,15919 HWY 99                  ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871427,20170103,4252437082,INFO@PUFFNCHILL.COM
423224,6.03358E+15,RAINIER CANNABIS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,22002 64TH AVE W STE 2A       ,SUITE 2A                 ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980432547,20170314,4252100546,AMCANNAWEEDCO@GMAIL.COM
429044,6.03604E+15,RENGAR LLC                                   ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,4204 RUSSELL RD STE M         ,                         ,MUKILTEO                ,WA,SNOHOMISH,982755424,20190806,2083403970,RENGARLLC@OUTLOOK.COM
415132,6.03417E+15,ROYAL'S CANNABIS                             ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,7115 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992086507,20151113,5099954896,INFO@ROYALSCANNABIS.COM
426888,6.03358E+15,SAGE SHOP                                    ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,309 N MAIN ST                 ,                         ,OMAK                    ,WA,OKANOGAN,988419745,20180604,5093225286,montana.dutton@gmail.com
413739,6.03354E+15,SATIVA SISTERS                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,10525 E TRENT AVE STE 1       ,                         ,SPOKANE                 ,WA,SPOKANE,992064516,20151009,2086603909,DAHENRICHS@YAHOO.COM
422764,6.03589E+15,SATIVA SISTERS II                            ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,712 5TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032632,20160824,2062350635,KBERRETH@BERRETHSMITH.COM
414664,6.03349E+15,SATORI                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,9301 N DIVISION ST STE B-C    ,                         ,SPOKANE                 ,WA,SPOKANE,992181254,20160104,5099947051,MIKE@MDPCPA.COM
421616,6.03356E+15,SATORI                                       ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,100 E MAPLE ST STE A          ,                         ,BELLINGHAM              ,WA,WHATCOM,982255006,20160516,2064191102,QUINN@SATORIMJ.COM
421708,6.03551E+15,SATORI FREMONT                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,316 N 36TH ST STE B           ,                         ,SEATTLE                 ,WA,KING,981038953,20180430,5099947051,SATORIMJ@GMAIL.COM
428107,6.03585E+15,SAVAGE THC                                   ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,4426 WILLIAMS VALLEY RD STE B ,                         ,CLAYTON                 ,WA,STEVENS,991109745,20190222,5099992989,SAVAGETHC@GMAIL.COM
353260,6.04469E+15,SEA CHANGE CANNABIS                          ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,282332 HIGHWAY 101 STE 2      ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983688700,20191002,3603020973,NICOLE@IDEALCANNABIS.NET
414731,6.03358E+15,SEATTLE TONICS                               ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,12059 AURORA AVE N            ,                         ,SEATTLE                 ,WA,KING,981338249,20151016,2063636000,INFO@SEATTLETONICS.COM
413519,6.03352E+15,SEATTLE TREES COLLECTIVE                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,10532 GREENWOOD AVE N         ,                         ,SEATTLE                 ,WA,KING,981338721,20160209,2533208712,INNAT420@GMAIL.COM
413994,6.02484E+15,SECRET HERB SHOP                             ,MARIJUANA RETAILER       ,PENDING (ISSUED),395,  ,2 COLUMBIA DR                 ,STE A                    ,KETTLE FALLS            ,WA,FERRY,991419461,20180102,5096844420,HERBALESCENTS@GMAIL.COM
426677,6.04253E+15,SHELTON CANNABIS COMPANY                     ,MARIJUANA RETAILER       ,ACTIVE (ISSUED),395,  ,1065 SE STATE ROUTE 3         ,                         ,SHELTON                 ,WA,MASON,985849195,20180703,4044063054,GOAMOFO@GMAIL.COM
