Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
CARSON UNLIMITED                             ,415764,6.03262E+15,13055 ROAD 2 NE UNIT 1        ,UNIT 1                   ,MOSES LAKE              ,WA,GRANT,988379468,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170207,2067861526,0,0
CASCADE CANNABIS RESOURCE                    ,415912,6.03357E+15,2310 WEST SUTTON RD STE D1    ,D1                       ,OTHELLO                 ,WA,ADAMS,993440000,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131220,2538613367,0,0
CASCADE CROPS                                ,412077,6.03323E+15,6671 W SHELTON MATLOCK RD     ,                         ,SHELTON                 ,WA,MASON,985848914,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170127,3608685006,0,0
CASCADE GROWERS                              ,412180,6.0335E+15,166 BENSON CREEK DR STE E     ,                         ,TWISP                   ,WA,OKANOGAN,988569605,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161202,6465810377,0,0
CASCADE HERBALS                              ,416289,6.04125E+15,4020 34TH AVE NE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982018672,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),        ,3607078553,0,0
CASCADIA                                     ,412349,6.03316E+15,7741 ARAB DR SE SUITE C       ,                         ,TUMWATER                ,WA,THURSTON,985016970,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170721,3603011842,0,0
CASCADIA CANNABIS COMPANY                    ,416324,6.03464E+15,16810 415TH AVE SE            ,BLD B SUITE 3            ,GOLD BAR                ,WA,SNOHOMISH,982510000,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170502,2067775481,0,0
CASCADIA GARDENS                             ,412964,6.0335E+15,5373 GUIDE MERIDIAN STE F5    ,STE F5                   ,BELLINGHAM              ,WA,WHATCOM,982267418,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170414,4253743732,0,0
CASUAL CANNABIS                              ,416032,6.03493E+15,3332 MT BAKER HWY             ,STE A                    ,BELLINGHAM              ,WA,WHATCOM,982267500,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170406,3602011127,0,0
CBN SYSTEMS                                  ,416269,6.01891E+15,15505 WEBBER CANYON RD        ,STE B                    ,BENTON CITY             ,WA,BENTON,993200000,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170302,3606911556,0,0
CE GARDENS                                   ,412207,6.02806E+15,1501 E PORTLAND AVE           ,                         ,TACOMA                  ,WA,PIERCE,984212801,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170120,2069402021,0,0
CE GROUP                                     ,412623,6.03277E+15,4165 HANNEGAN RD              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269196,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170524,7738585118,0,0
CEDAR CREEK CANNABIS                         ,415971,6.03568E+15,5717 NE 121ST AVE             ,                         ,VANCOUVER               ,WA,CLARK,986826284,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161206,3605139691,0,0
CELESTEVA                                    ,413626,6.03357E+15,50 W. WESTERFIELD CT UNIT D   ,                         ,SHELTON                 ,WA,MASON,985840000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161121,2539851520,0,0
CELSS MICRO FARMS                            ,417394,6.03306E+15,68705 N 132 PR NE             ,                         ,BENTON CITY             ,WA,BENTON,993208761,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170718,5095393998,0,0
CERTIFIED GREEN                              ,413036,6.03508E+15,15906 E SPRAGUE   BLDG B      ,BLDG B                   ,SPOKANE VALLEY          ,WA,SPOKANE,990370000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170526,5096802002,0,0
CHENEY HYDROPONICS                           ,412858,6.0334E+15,1618 WILLOW ST                ,                         ,CHENEY                  ,WA,SPOKANE,994040000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170302,5094990595,0,0
CHESHIRE CREEK                               ,412248,6.03342E+15,356 MOSES COULEE ROAD         ,                         ,WATERVILLE              ,WA,DOUGLAS,988580000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161021,5097317141,0,0
CHILIWIST CREEK FARM                         ,413657,6.03357E+15,1132 NW STATE AVE STE A       ,STE A                    ,CHEHALIS                ,WA,LEWIS,985321829,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170504,2068528980,0,0
CHIPPER GARDENS                              ,412622,6.03293E+15,8618 99TH AVE NE STE A        ,STE A                    ,ARLINGTON               ,WA,SNOHOMISH,982236205,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170613,3603634493,0,0
CHRONIC SITUATION                            ,413957,6.00591E+15,3605 E ROWAN AVE              ,                         ,SPOKANE                 ,WA,SPOKANE,992176665,MARIJUANA PRODUCER TIER 1          ,CLOSED (PERMANENT),20160503,5098502407,0,0
CINC-O-DOS                                   ,412566,6.03483E+15,30334 SE 26TH STREET STE C    ,STE C                    ,FALL CITY               ,WA,KING,980247600,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170418,2533709804,0,0
CINC-O-DOS LLC                               ,57578,6.03483E+15,1802 BIRCHFIELD RD            ,                         ,YAKIMA                  ,WA,YAKIMA,989019577,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),20170623,2069995555,0,0
CLANDESTINE CONSULTING                       ,414039,6.04026E+15,5410 SAXON RD STE A           ,                         ,ACME                    ,WA,WHATCOM,982200000,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170510,3607393848,0,0
CLARITY FARMS                                ,412901,6.03345E+15,17595 177TH AVE SE            ,                         ,MONROE                  ,WA,SNOHOMISH,982720000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170320,2068162997,0,0
CLARITY FARMS                                ,419114,6.03345E+15,17595 177TH AVE SE STE B      ,                         ,MONROE                  ,WA,KING,982720000,MARIJUANA PRODUCER TIER 3          ,CLOSED (PERMANENT),20150528,2068162997,0,0
CLARITY FARMS                                ,419690,6.03345E+15,1199 W CUNNINGHAM RD STE A1   ,                         ,OTHELLO                 ,WA,ADAMS,993440000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161103,2532522383,0,0
CLEMANS MOUNTAIN CANNABIS                    ,414199,6.03503E+15,159003 W JOHNSON RD           ,                         ,PROSSER                 ,WA,BENTON,993509225,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170519,5093070123,0,0
CLEO                                         ,412627,6.03349E+15,17731 59TH AVE NE BLDG 16  #B ,                         ,ARLINGTON               ,WA,SNOHOMISH,982236446,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170110,4256775203,0,0
CLINICAL CANNABIS CLUB                       ,423849,6.03353E+15,2000 ROZA DR                  ,                         ,ZILLAH                  ,WA,YAKIMA,989539361,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170403,2069728577,0,0
CLOUD 9 CANNABIS RESEARCH                    ,415750,6.03489E+15,38818 N HATCH RD SUITE C      ,                         ,DEER PARK               ,WA,SPOKANE,990069107,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170331,5092767717,0,0
CLOUD 9 FARMS                                ,412704,6.03425E+15,207 DOUGLAS ST                ,                         ,KELSO                   ,WA,COWLITZ,986261405,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170708,3607511805,0,0
CLOUD 9 GOOD BUDZ                            ,414898,6.03027E+15,23051 US 195                  ,                         ,PULLMAN                 ,WA,WHITMAN,991638878,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),        ,2534952202,0,0
CLOUD BUD                                    ,412129,6.03348E+15,20241 269TH AVE SE STE A      ,                         ,MAPLE VALLEY            ,WA,KING,980388824,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170725,4254137961,0,0
CLOUDY FARMS                                 ,417349,6.03359E+15,23930 OSO LOOP RD             ,STE F                    ,ARLINGTON               ,WA,SNOHOMISH,982230000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170327,4253270066,0,0
CLOVIS POINT CANNABIS                        ,415859,6.03357E+15,4639 NUMBER TWO CANYON STE A  ,                         ,WENATCHEE               ,WA,CHELAN,988012398,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),20131220,3605809641,0,0
CMJ GROWERS                                  ,416055,6.03359E+15,5898 MT BAKER HWY B           ,                         ,DEMING                  ,WA,WHATCOM,982449585,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170711,2066128971,0,0
COASTAL ENTERPRISES                          ,412408,6.03351E+15,2450 6TH AVE S #104           ,                         ,SEATTLE                 ,WA,KING,981342029,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161208,2062183420,0,0
COASTAL GROWERS                              ,412203,6.03495E+15,24 STRINGTOWN ROAD STE 1      ,                         ,ILWACO                  ,WA,PACIFIC,986240000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170206,5036863948,0,0
COLUMBIA GROWN                               ,419454,6.03356E+15,99 GREENACRES RD              ,LOT C                    ,RIVERSIDE               ,WA,OKANOGAN,988499625,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170408,5097600582,0,0
COLUMBIA RIVER CANNABIS                      ,413089,6.03343E+15,886 HIGHLAND ORCHARD RD NE #A ,STE A                    ,BRIDGEPORT              ,WA,DOUGLAS,988139758,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170130,5096863462,0,0
CONNECTIONS ASSOCIATES                       ,416354,6.03316E+15,4521 N GARRY RD               ,SUITE 3                  ,OTIS ORCHARDS           ,WA,SPOKANE,990279370,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161219,5093621903,0,0
CONSCIOUS CANNABIS                           ,419271,6.03359E+15,1120 FAIRCHILD ST             ,STE D                    ,MEDICAL LAKE            ,WA,SPOKANE,990228778,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170330,5099513022,0,0
CONSCIOUS FAMILY FARMS                       ,413431,6.03358E+15,8109 E BRATT RD   STE A       ,STE A                    ,FAIRFIELD               ,WA,SPOKANE,990129654,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170628,3603037327,0,0
CONTENDER GARDENS                            ,413169,6.03353E+15,7023 N JULIA ST               ,                         ,SPOKANE                 ,WA,SPOKANE,992170000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170711,2066017585,0,0
CONTINENTAL HOLDINGS III                     ,416006,6.03359E+15,12 COW TRAIL RD               ,                         ,TONASKET                ,WA,OKANOGAN,988550000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170128,2066043002,0,0
"COOKIE CUTTER FARMS, LLC                     ",412698,6.04043E+15,23410 HIDDEN VALLEY RD STE A  ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,982523600,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170113,2532312995,0,0
COPELAND'S CANNABIS FARM                     ,412099,6.03343E+15,3650 & 1/2 FAIRVIEW CANYON RD ,                         ,MONITOR                 ,WA,CHELAN,988360000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20161026,5096791590,0,0
COPPERHEAD CANNABIS                          ,412271,6.0335E+15,34117 140TH ST SE             ,SUITE A                  ,SULTAN                  ,WA,SNOHOMISH,982947621,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170615,3603481092,0,0
COPPERHEAD FARM                              ,412078,6.03325E+15,105 MILL ST                   ,                         ,PRESCOTT                ,WA,WALLA WALLA,993489762,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20160902,5414102718,0,0
CORDUS                                       ,417379,6.03357E+15,56005 N THOMAS RD STE A       ,                         ,BENTON CITY             ,WA,BENTON,993207632,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161118,4254224414,0,0
COUGAR MOUNTAIN GREENS                       ,417064,6.03363E+15,1874 BATUM RD N  STE 100      ,STE 100                  ,ODESSA                  ,WA,ADAMS,991590000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170216,2063130722,0,0
COUNTRY GARDENS 502                          ,412131,6.03348E+15,310 BROKEN J LANE STE A       ,                         ,NEWPORT                 ,WA,PEND OREILLE,991566005,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170727,5096715893,0,0
COUNTRY HILLS BLUE                           ,412411,6.03352E+15,1454 E HEMMI RD               ,STE A                    ,EVERSON                 ,WA,WHATCOM,982479768,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170131,3603981484,0,0
COVINGTON MEADOWS                            ,412665,6.00562E+15,9326 NEPPEL RD NE SUITE A     ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170608,2068194526,0,0
COWLITZ COUNTY CANNABIS CULTIVATION          ,416502,6.03435E+15,1445 INDUSTRIAL WAY UNIT 19B  ,                         ,LONGVIEW                ,WA,COWLITZ,986321033,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170530,3609574956,0,0
COWLITZ COUNTY CANNABIS CULTIVATION          ,424996,6.03435E+15,4224 DEER CREEK RD UNIT D     ,                         ,VALLEY                  ,WA,STEVENS,991819755,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),        ,3609574956,0,0
CPNL                                         ,412063,6.03269E+15,3512 AIRPORT WAY S            ,                         ,SEATTLE                 ,WA,KING,981342120,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170301,2065120226,0,0
CRAB LAB PRODUCTIONS                         ,416290,6.03175E+15,7531 POSTMA RD STE F          ,STE F                    ,MOXEE                   ,WA,YAKIMA,989363905,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),20131224,2063105229,0,0
CRAFT CANNABIS                               ,414027,6.03563E+15,41305 N GRIFFIN RD STE D      ,STE D                    ,GRANDVIEW               ,WA,BENTON,989309688,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170406,2063721289,0,0
CRESCENT VALLEY FARMS                        ,417482,6.02696E+15,830 HIGHWAY 7                 ,SUITE A                  ,TONASKET                ,WA,OKANOGAN,988550000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170304,2538584837,0,0
CRESCOMAX                                    ,412396,6.03343E+15,6101 NE 127TH AVE SUITE 400   ,                         ,VANCOUVER               ,WA,CLARK,986821912,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170119,5039277688,0,0
CRIMSONEYE FARMS                             ,412588,6.03351E+15,39110 N GROVE RD SUITE A      ,STE A                    ,DEER PARK               ,WA,SPOKANE,990069528,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170207,5097703806,0,0
CROP CIRCLE CO                               ,412105,6.03467E+15,6212 NE 152ND AVE             ,UNIT C                   ,VANCOUVER               ,WA,CLARK,986825109,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170627,3602415443,0,0
CRUSHER WEED                                 ,416992,6.03351E+15,4110 MAIN STREET              ,                         ,UNION GAP               ,WA,YAKIMA,989032043,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170130,5099301126,0,0
CULTIVAR FARMS                               ,417095,6.03349E+15,3300 6TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981040000,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170504,2067793623,0,0
CULTURED ELEMENTS                            ,416788,6.0345E+15,13120 W MEADOW LAKE RD        ,STE A                    ,CHENEY                  ,WA,SPOKANE,990049034,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170630,4254424595,0,0
CURATIVE                                     ,415740,6.03457E+15,19 BOX CANYON RD              ,                         ,ORONDO                  ,WA,DOUGLAS,988430000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170714,5093861880,0,0
CURIOUS VENTURES                             ,416675,6.03273E+15,9622 AURORA AVE NORTH   STE C ,STE C                    ,SEATTLE                 ,WA,KING,981033221,MARIJUANA PRODUCER TIER 1          ,PENDING (ISSUED),20170526,2066180266,0,0
CUSTOM CULTIVATORS                           ,412172,6.0335E+15,186-A CHEROKEE ROAD           ,                         ,OMAK                    ,WA,OKANOGAN,988410000,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170623,3609913913,0,0
CUSTOM CULTIVATORS                           ,416581,6.0335E+15,186 CHEROKEE RD STE D         ,                         ,OMAK                    ,WA,OKANOGAN,988419476,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170623,3609913913,0,0
D & L ENTERPRISES                            ,416400,6.03354E+15,24625 S. RUPP ROAD #4         ,                         ,CHENEY                  ,WA,SPOKANE,990040000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161031,5093899492,0,0
D&M GREEN HOUSE 420                          ,417262,6.00534E+15,20 CANDLEWOOD LN              ,                         ,EASTSOUND               ,WA,SAN JUAN,982459461,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170105,3602982853,0,0
D&S FARMS                                    ,412831,6.03352E+15,806 UTE AVE E                 ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988029334,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161108,5097410986,0,0
DA VINCI                                     ,415796,6.03335E+15,1504 STATE ROUTE 105          ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985209525,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170209,4253756344,0,0
DA VINCI,425401,6.03335E+15,7220 201ST ST NE,,ARLINGTON,WA,SNOHOMISH,982237477,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20180626,4253756344,1,https://data.lcb.wa.gov/Licensing/Licensed-Businesses/u3zh-ri66
DAB NW                                       ,416333,6.0335E+15,23921 SOFIE ROAD              ,                         ,MONROE                  ,WA,SNOHOMISH,982727225,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170602,4253597905,0,0
DANDELION FARMS                              ,417155,6.03454E+15,4807 N REBECCA ST SUITE A     ,                         ,SPOKANE                 ,WA,SPOKANE,992176751,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170731,5092794729,0,0
DANK DYNASTY                                 ,416282,6.03073E+15,9268 SOREN RD                 ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982849089,MARIJUANA PRODUCER TIER 1          ,CLOSED (PERMANENT),20160624,3608566455,0,0
DANK INC.                                    ,416677,6.03244E+15,212 N GALES ST STE A          ,                         ,PORT ANGELES            ,WA,CLALLAM,983628731,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161021,2065010879,0,0
DARING FARMS                                 ,415881,6.03388E+15,1250 W SCHREIBER RD           ,                         ,KETTLE FALLS            ,WA,STEVENS,991415032,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170615,5096754229,0,0
DARLING GROWERS                              ,412717,6.03514E+15,14617 STATE ROUTE 530 NE STE A,STE A                    ,ARLINGTON               ,WA,SNOHOMISH,982235357,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170130,5039018525,0,0
DARLING GROWERS                              ,424381,6.03514E+15,3900 BAY RD                   ,                         ,FERNDALE                ,WA,WHATCOM,982489694,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170728,5039018525,0,0
DAWN STAR                                    ,415847,6.03356E+15,432 S MASSACHUSETTS ST        ,                         ,SEATTLE                 ,WA,KING,981341517,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170327,2068492554,0,0
DAY DREAM FARM                               ,413011,6.03178E+15,28011 NE 4TH PL STE 2         ,                         ,REDMOND                 ,WA,KING,980539000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170204,4252899509,0,0
DAYANDNIGHT                                  ,412049,6.03121E+15,11407 67TH AVE NE             ,                         ,ARLINGTON               ,WA,SNOHOMISH,982238802,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170516,2069099667,0,0
DAYTON ELTON HAMMACK                         ,413214,6.03455E+15,3008 29TH AVE SW STE B        ,                         ,TUMWATER                ,WA,THURSTON,985126101,MARIJUANA PRODUCER TIER 1          ,CLOSED (PERMANENT),20161107,3605625016,0,0
DB3                                          ,412252,6.03344E+15,2415 AIRPORT WAY S            ,                         ,SEATTLE                 ,WA,KING,981342019,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170713,2537322869,0,0
DEEP FLOWER                                  ,416619,6.03386E+15,4 E MOUNTAIN VIEW ROAD        ,                         ,CAMANO ISLAND           ,WA,ISLAND,982820000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170512,2068772937,0,0
DEEPWATER BOTANICALS                         ,412154,6.03349E+15,5373 GUIDE MERIDIAN RD STE D3 ,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161201,3609204600,0,0
DELTA 9 GROWERS                              ,405661,6.03346E+15,851 CALIFORNIA WAY STE G      ,                         ,LONGVIEW                ,WA,COWLITZ,986321665,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170510,5302286974,0,0
DELTA#NINE                                   ,412747,6.03351E+15,7029 GUIDE MERIDIAN RD SUITE C,                         ,LYNDEN                  ,WA,WHATCOM,982649669,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20160930,3607529494,0,0
DENDRITIC PRODUCTIONS                        ,416339,6.03353E+15,1209 ST PAUL ST BLDG 1        ,BLDG 1                   ,TACOMA                  ,WA,PIERCE,984212407,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170424,2069639381,0,0
DENDRO                                       ,412306,6.03349E+15,9327 UMPTANUM RD              ,                         ,ELLENSBURG              ,WA,KITTITAS,989268754,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161129,2063564937,0,0
DENNIS FARM                                  ,416625,6.03507E+15,89301 N 134 PRNW STE A        ,                         ,PROSSER                 ,WA,BENTON,993500000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170601,5097813011,0,0
DESERT VALLEY GROWERS                        ,412260,6.03346E+15,15783 FISK RD STE A           ,                         ,YAKIMA                  ,WA,YAKIMA,989088454,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20160927,5099524334,0,0
DEVIL'S KETTLE INDUSTRIES                    ,412866,6.041E+15,19 CASEYS RANCH RD            ,                         ,DANVILLE                ,WA,FERRY,991219707,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20170324,4253272377,0,0
DEWEY BEACH                                  ,412108,6.03341E+15,6740 NE BACON LN              ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170727,3609291236,0,0
DIAMOND SKY LLC                              ,416159,6.03495E+15,3163 GOLDIE RD                ,BLDG B STE 7             ,OAK HARBOR              ,WA,ISLAND,982772729,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170502,4252990017,0,0
DIAMOND TREE                                 ,416174,6.03552E+15,2524 N MACHIAS RD UNIT B      ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131224,2063216173,0,0
DID CROPS                                    ,413452,6.03358E+15,7835 HWY 283 SUITE B          ,STE B                    ,EPHRATA                 ,WA,GRANT,988230000,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170605,3603406758,0,0
DID CROPS                                    ,425045,6.03358E+15,7182 RD 16 NE STE A2          ,                         ,MOSES LAKE              ,WA,GRANT,988379325,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170605,2535093665,0,0
DIESEL PROPAGATION                           ,416887,6.03361E+15,4260 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170210,2067558086,0,0
DINNER OUT                                   ,415747,6.03553E+15,3003 SOUTH TACOMA WAY         ,                         ,TACOMA                  ,WA,PIERCE,984090000,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131220,3605568250,0,0
DISCOVERY                                    ,416103,6.03382E+15,409 LANE DE CHANTAL           ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983688815,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170724,3603559919,0,0
DLH RANCH                                    ,412839,6.03353E+15,2915 288TH ST E SUITE 3       ,                         ,ROY                     ,WA,PIERCE,985808559,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170523,2538206399,0,0
DNA GARDENS                                  ,413464,6.03355E+15,12720 278TH DR NE STE 1       ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,982528939,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161229,2069144645,0,0
DOC CROC                                     ,413948,6.0335E+15,9730 LATHROP INDUSTRIAL DR SW ,BLDG F                   ,OLYMPIA                 ,WA,THURSTON,985121064,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170412,4252076723,0,0
DOCANDYETI'S                                 ,414041,6.03316E+15,2407 50TH AVE SW BUILDING 1   ,                         ,TUMWATER                ,WA,THURSTON,985128007,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170609,3607909241,0,0
DOGTOWN PIONEERS                             ,416538,6.03358E+15,4645 N SWENSON RD STE A       ,STE A                    ,CLAYTON                 ,WA,STEVENS,991109705,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170118,5092765659,0,0
DOMENICO FARMS                               ,416373,6.03349E+15,20801 NE 10TH AVE             ,                         ,RIDGEFIELD              ,WA,CLARK,986428167,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170130,3604508363,0,0
DOUBLE DELICIOUS                             ,414462,6.03376E+15,3919 MALAGA ALCOA HWY         ,                         ,MALAGA                  ,WA,CHELAN,988280000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170303,2533813608,0,0
DOUBLE DUTCH                                 ,413084,6.03351E+15,351 W MERZ RD STE 1           ,STE 1                    ,SUNNYSIDE               ,WA,YAKIMA,989449418,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170302,5098376539,0,0
DOWNTOWN CANNABIS COMPANY                    ,412075,6.03312E+15,898 VALENTINE AVE SE          ,                         ,PACIFIC                 ,WA,PIERCE,980472100,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20150928,4258290836,0,0
DOWNTOWN CANNABIS COMPANY                    ,420213,6.03312E+15,612 S ALASKA ST               ,                         ,SEATTLE                 ,WA,KING,981081727,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170628,4258290836,0,0
DRAGON HIGH                                  ,412239,6.03319E+15,532 132ND ST SW               ,                         ,EVERETT                 ,WA,SNOHOMISH,982047318,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170519,2083403971,0,0
