scrape,wmsite,address,city,email,street,st,dateaccess,dispensaryname,slug,med_rec,zipcode,ManuallyCleaned,Source
245,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street,Spokane,Washington 99224",Spokane,a420store@gmail.com,1515 South Lewis Street,WA,6/23/19,420 Friendly,420-friendly,recreational,99224,0,
101,http://weedmaps.com/dispensaries/cannabis-central,"1516 W University Way, Ellensburg, WA 98926",Ellensburg,rob@ellensburgapothecary.com,1516 W University Way,WA,11/21/15,Cannabis Central,,recreational,98926,0,
184,https://weedmaps.com/dispensaries/gypsy-greens,"1570 N National Ave Suite 105, Chehalis, WA 98532",Chehalis,gypsygreens@outlook.com,1570 N National Ave Suite 105,WA,5/27/17,Gypsy Greens Chehalis,,recreational,98532,0,
215,https://weedmaps.com/dispensaries/gypsy-greens,"1570 N National Ave Suite 105, Chehalis, WA 98532",Chehalis,gypsygreens@outlook.com,1570 N National Ave Suite 105,WA,11/25/17,Gypsy Greens Chehalis,,recreational,98532,0,
227,https://weedmaps.com/dispensaries/gypsy-greens,"1570 N National Ave Suite 105, Chehalis, WA 98532",Chehalis,gypsygreens@outlook.com,1570 N National Ave Suite 105,WA,5/26/18,Gypsy Greens Chehalis,gypsy-greens,recreational,98532,0,
242,https://weedmaps.com/dispensaries/gypsy-greens,"1570 N National Ave Suite 105, Chehalis, WA 98532",Chehalis,gypsygreens@outlook.com,1570 N National Ave Suite 105,WA,12/16/18,Gypsy Greens Chehalis,gypsy-greens,recreational,98532,0,
245,https://weedmaps.com/dispensaries/gypsy-greens,"1570 N National Ave Suite 105,Chehalis,Washington 98532",Chehalis,gypsygreens@outlook.com,1570 N National Ave Suite 105,WA,6/23/19,Gypsy Greens Chehalis,gypsy-greens,recreational,98532,0,
154,https://weedmaps.com/dispensaries/kushman-s,"15804 Hwy 99 Unit A, Lynnwood, WA 98087",Lynnwood,vkushman@outlook.com,15804 Hwy 99 Unit A,WA,11/25/16,Kushman's,,recreational,98087,0,
215,https://weedmaps.com/dispensaries/kushman-s,"15804 Hwy 99 Unit A, Lynnwood, WA 98087",Lynnwood,vkushman@outlook.com,15804 Hwy 99 Unit A,WA,11/25/17,Kushman's,,recreational,98087,0,
227,https://weedmaps.com/dispensaries/kushman-s,"15804 Hwy 99 Unit A, Lynnwood, WA 98087",Lynnwood,vkushman@outlook.com,15804 Hwy 99 Unit A,WA,5/26/18,Kushman's,kushman-s,recreational,98087,0,
242,https://weedmaps.com/dispensaries/kushman-s,"15804 Hwy 99 Unit A, Lynnwood, WA 98087",Lynnwood,vkushman@outlook.com,15804 Hwy 99 Unit A,WA,12/16/18,Kushman's,kushman-s,recreational,98087,0,
245,https://weedmaps.com/dispensaries/kushman-s,"15804 Hwy 99 Unit A,Lynnwood,Washington 98087",Lynnwood,vkushman@outlook.com,15804 Hwy 99 Unit A,WA,6/23/19,Kushman's,kushman-s,recreational,98087,0,
184,https://weedmaps.com/dispensaries/agate-dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",Poulsbo,Info@AgateDreams.com,15915B State HWY 305 NE,WA,5/27/17,Agate Dreams,,recreational,98370,0,
101,http://weedmaps.com/dispensaries/high-on-99,"15919 Hwy 99, Lynnwood, WA 98087",Lynnwood,info@highon99.com,15919 Hwy 99,WA,11/22/15,High On 99,,recreational,98087,0,
215,https://weedmaps.com/dispensaries/high-on-99,"15919 Hwy 99, Lynnwood, WA 98087",Lynnwood,puffnchill.mj@gmail.com,15919 Hwy 99,WA,11/25/17,Puff N Chill,,recreational,98087,0,
227,https://weedmaps.com/dispensaries/high-on-99,"15919 Hwy 99, Lynnwood, WA 98087",Lynnwood,puffnchill.mj@gmail.com,15919 Hwy 99,WA,5/26/18,Puff N Chill,high-on-99,recreational,98087,0,
242,https://weedmaps.com/dispensaries/high-on-99,"15919 Hwy 99, Lynnwood, WA 98087",Lynnwood,puffnchill.mj@gmail.com,15919 Hwy 99,WA,12/16/18,Puff N Chill,high-on-99,recreational,98087,0,
245,https://weedmaps.com/dispensaries/high-on-99,"15919 Hwy 99,Lynnwood,Washington 98087",Lynnwood,puffnchill.mj@gmail.com,15919 Hwy 99,WA,6/23/19,Puff N Chill,high-on-99,recreational,98087,0,
154,https://weedmaps.com/dispensaries/white-rabbit-cannabis,"15928 Highway 99 S., Lynnwood, WA. 98087",Lynnwood,whiterabbitretailers@gmail.com,15928 Highway 99 S.,WA,11/25/16,White Rabbit Cannabis,,recreational,98087,0,
184,https://weedmaps.com/dispensaries/white-rabbit-cannabis,"15928 Highway 99 S., Lynnwood, WA. 98087",Lynnwood,whiterabbitretailers@gmail.com,15928 Highway 99 S.,WA,5/27/17,White Rabbit Cannabis,,recreational,98087,0,
215,https://weedmaps.com/dispensaries/white-rabbit-cannabis,"15928 Highway 99 S., Lynnwood, WA. 98087",Lynnwood,whiterabbitretailers@gmail.com,15928 Highway 99 S.,WA,11/25/17,White Rabbit Cannabis,,recreational,98087,0,
227,https://weedmaps.com/dispensaries/white-rabbit-cannabis,"15928 Highway 99 S., Lynnwood, WA. 98087",Lynnwood,whiterabbitretailers@gmail.com,15928 Highway 99 S.,WA,5/26/18,White Rabbit Cannabis,white-rabbit-cannabis,recreational,98087,0,
242,https://weedmaps.com/dispensaries/white-rabbit-cannabis,"15928 Highway 99 S., Lynnwood, WA. 98087",Lynnwood,whiterabbitretailers@gmail.com,15928 Highway 99 S.,WA,12/16/18,White Rabbit Cannabis,white-rabbit-cannabis,recreational,98087,0,
245,https://weedmaps.com/dispensaries/white-rabbit-cannabis,"15928 Highway 99 S.,Lynnwood,Washington 98087",Lynnwood,whiterabbitretailers@gmail.com,15928 Highway 99 S.,WA,6/23/19,White Rabbit Cannabis,white-rabbit-cannabis,recreational,98087,0,
227,https://weedmaps.com/dispensaries/always-greener-downtown,"15937 Redmond Way, Redmond, WA 98052",Redmond,info@thegrassisalways.com,15937 Redmond Way,WA,5/26/18,Always Greener Downtown,always-greener-downtown,recreational,98052,0,
242,https://weedmaps.com/dispensaries/always-greener-downtown,"15937 Redmond Way, Redmond, WA 98052",Redmond,info@thegrassisalways.com,15937 Redmond Way,WA,12/16/18,Always Greener Downtown,always-greener-downtown,recreational,98052,0,
245,https://weedmaps.com/dispensaries/always-greener-downtown,"15937 Redmond Way,Redmond,Washington 98052",Redmond,info@thegrassisalways.com,15937 Redmond Way,WA,6/23/19,Always Greener Downtown,always-greener-downtown,recreational,98052,0,
184,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B, Seattle, WA 98133",Seattle,agreenertodayrec@gmail.com,16053 Aurora Ave N Suite B,WA,5/27/17,A Greener Today Marijuana Shoreline,,recreational,98133,0,
215,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B, Seattle, WA 98133",Seattle,agreenertodayrec@gmail.com,16053 Aurora Ave N Suite B,WA,11/25/17,A Greener Today Marijuana Shoreline,,recreational,98133,0,
242,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B, Seattle, WA 98133",Seattle,info@agreenertoday.com,16053 Aurora Ave N Suite B,WA,12/16/18,A Greener Today Marijuana Shoreline,a-greener-today-north,recreational,98133,0,
245,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B,Seattle,Washington 98133",Seattle,info@agreenertoday.com,16053 Aurora Ave N Suite B,WA,6/23/19,A Greener Today Marijuana Shoreline,a-greener-today-north,recreational,98133,0,
215,https://weedmaps.com/dispensaries/yakima-weed-company,"1606 Fruitvale Blvd, Yakima, WA 98902",Yakima,yakima502@gmail.com,1606 Fruitvale Blvd,WA,11/25/17,Yakima Weed Company,,recreational,98902,0,
227,https://weedmaps.com/dispensaries/yakima-weed-company,"1606 Fruitvale Blvd, Yakima, WA 98902",Yakima,yakimaweedco@gmail.com,1606 Fruitvale Blvd,WA,5/26/18,Yakima Weed Company,yakima-weed-company,recreational,98902,0,
242,https://weedmaps.com/dispensaries/yakima-weed-company,"1606 Fruitvale Blvd, Yakima, WA 98902",Yakima,yakimaweedco@gmail.com,1606 Fruitvale Blvd,WA,12/16/18,Yakima Weed Company,yakima-weed-company,recreational,98902,0,
245,https://weedmaps.com/dispensaries/yakima-weed-company,"1606 Fruitvale Blvd,Yakima,Washington 98902",Yakima,yakimaweedco@gmail.com,1606 Fruitvale Blvd,WA,6/23/19,Yakima Weed Company,yakima-weed-company,recreational,98902,0,
227,https://weedmaps.com/dispensaries/i-90-green-house,"1611 Smitty's Blvd Suite B, Ritzville, Wa 99169",Ritzville,i90greenhouse@gmail.com,1611 Smitty's Blvd Suite B,WA,5/26/18,I-90 Green House,i-90-green-house,recreational,99169,0,
242,https://weedmaps.com/dispensaries/i-90-green-house,"1611 Smitty's Blvd Suite B, Ritzville, Wa 99169",Ritzville,i90greenhouse@gmail.com,1611 Smitty's Blvd Suite B,WA,12/16/18,I-90 Green House,i-90-green-house,recreational,99169,0,
245,https://weedmaps.com/dispensaries/i-90-green-house,"1611 Smitty's Blvd Suite B,Ritzville,Washington 99169",Ritzville,i90greenhouse@gmail.com,1611 Smitty's Blvd Suite B,WA,6/23/19,I-90 Green House,i-90-green-house,recreational,99169,0,
184,https://weedmaps.com/dispensaries/2020-solutions-ephrata,"1615 Basin St SW, Ephrata, WA 98832",Ephrata,info@i502solutions.com,1615 Basin St SW,WA,5/27/17,2020 Solutions - Ephrata,,recreational,98832,0,
215,https://weedmaps.com/dispensaries/2020-solutions-ephrata,"1615 Basin St SW, Ephrata, WA 98832",Ephrata,info@i502solutions.com,1615 Basin St SW,WA,11/25/17,2020 Solutions - Ephrata,,recreational,98832,0,
227,https://weedmaps.com/dispensaries/2020-solutions-ephrata,"1615 Basin St SW, Ephrata, WA 98832",Ephrata,info@i502solutions.com,1615 Basin St SW,WA,5/26/18,2020 Solutions - Ephrata,2020-solutions-ephrata,recreational,98832,0,
242,https://weedmaps.com/dispensaries/2020-solutions-ephrata,"1615 Basin St SW, Ephrata, WA 98832",Ephrata,info@i502solutions.com,1615 Basin St SW,WA,12/16/18,2020 Solutions - Ephrata,2020-solutions-ephrata,recreational,98832,0,
245,https://weedmaps.com/dispensaries/2020-solutions-ephrata,"1615 Basin St SW,Ephrata,Washington 98832",Ephrata,info@i502solutions.com,1615 Basin St SW,WA,6/23/19,2020 Solutions - Ephrata,2020-solutions-ephrata,recreational,98832,0,
154,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,marley777@comcast.net,16204 SE 272nd St,WA,11/25/16,Marley 420 Recreational Covington,,recreational,98042,0,
184,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,marley777@comcast.net,16204 SE 272nd St,WA,5/27/17,Marley 420 Recreational Covington,,recreational,98042,0,
215,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,marley777@comcast.net,16204 SE 272nd St,WA,11/25/17,Marley 420 Recreational Covington,,recreational,98042,0,
227,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,marley777@comcast.net,16204 SE 272nd St,WA,5/26/18,Marley 420 Recreational Covington,marley-420-recreational-marijuana,recreational,98042,0,
242,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,marley777@comcast.net,16204 SE 272nd St,WA,12/16/18,Marley 420 Recreational Covington,marley-420-recreational-marijuana,recreational,98042,0,
245,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St,Covington,Washington 98042",Covington,marley777@comcast.net,16204 SE 272nd St,WA,6/23/19,Marley 420 Recreational Covington,marley-420-recreational-marijuana,recreational,98042,0,
184,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,potshopinfo@gmail.com,1628 Dexter Ave N,WA,5/27/17,Pot Shop Seattle,,recreational,98109,0,
215,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,potshopinfo@gmail.com,1628 Dexter Ave N,WA,11/25/17,Pot Shop Seattle,,recreational,98109,0,
227,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,potshopinfo@gmail.com,1628 Dexter Ave N,WA,5/26/18,Pot Shop Seattle,pot-shop-seattle,recreational,98109,0,
242,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,potshopinfo@gmail.com,1628 Dexter Ave N,WA,12/16/18,Pot Shop Seattle,pot-shop-seattle,recreational,98109,0,
245,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N,Seattle,Washington 98109",Seattle,potshopinfo@gmail.com,1628 Dexter Ave N,WA,6/23/19,Pot Shop Seattle,pot-shop-seattle,recreational,98109,0,
154,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,russianworm@gmail.com,16810 415 Ave SE Unit A2,WA,11/25/16,Gold Bar Marijuana,,recreational,98251,0,
184,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,Goldbarmarijuana@gmail.com,16810 415 Ave SE Unit A2,WA,5/27/17,Gold Bar Marijuana,,recreational,98251,0,
215,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,Goldbarmarijuana@gmail.com,16810 415 Ave SE Unit A2,WA,11/25/17,Gold Bar Marijuana,,recreational,98251,0,
227,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,Goldbarmarijuana@gmail.com,16810 415 Ave SE Unit A2,WA,5/26/18,Gold Bar Marijuana,gold-bar-marijuana,recreational,98251,0,
242,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,Goldbarmarijuana@gmail.com,16810 415 Ave SE Unit A2,WA,12/16/18,Gold Bar Marijuana,gold-bar-marijuana,recreational,98251,0,
245,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2,Gold Bar,Washington 98251",Gold Bar,Goldbarmarijuana@gmail.com,16810 415 Ave SE Unit A2,WA,6/23/19,Gold Bar Marijuana,gold-bar-marijuana,recreational,98251,0,
101,http://weedmaps.com/dispensaries/smokane,"17 North Ralph Street, Spokane, WA 99202",Spokane,customerservice@smokane502.com,17 North Ralph Street,WA,11/21/15,Smokane,,recreational,99202,0,
127,http://weedmaps.com/dispensaries/smokane,"17 North Ralph Street, Spokane, WA 99202",Spokane,customerservice@smokane502.com,17 North Ralph Street,WA,5/22/16,Smokane,,recreational,99202,0,
154,https://weedmaps.com/dispensaries/smokane,"17 North Ralph Street, Spokane, WA 99202",Spokane,customerservice@smokane502.com,17 North Ralph Street,WA,11/25/16,Smokane,,recreational,99202,0,
184,https://weedmaps.com/dispensaries/smokane,"17 North Ralph Street, Spokane, WA 99202",Spokane,customerservice@smokane502.com,17 North Ralph Street,WA,5/27/17,Smokane,,recreational,99202,0,
154,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,thepotzone@gmail.com,1703 SE Sedgwick Rd #113,WA,11/25/16,Pot Zone,,recreational,98366,0,
184,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,thepotzone@gmail.com,1703 SE Sedgwick Rd #113,WA,5/27/17,Pot Zone,,recreational,98366,0,
215,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,thepotzone@gmail.com,1703 SE Sedgwick Rd #113,WA,11/25/17,Pot Zone,,recreational,98366,0,
227,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,thepotzone@gmail.com,1703 SE Sedgwick Rd #113,WA,5/26/18,Pot Zone,pot-zone,recreational,98366,0,
242,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,thepotzone@gmail.com,1703 SE Sedgwick Rd #113,WA,12/16/18,Pot Zone,pot-zone,recreational,98366,0,
245,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113,Port Orchard,Washington 98366",Port Orchard,thepotzone@gmail.com,1703 SE Sedgwick Rd #113,WA,6/23/19,Pot Zone,pot-zone,recreational,98366,0,
154,https://weedmaps.com/dispensaries/sweet-relief-vancouver,"1717 NE Andresen Rd (NOT ANDERSON ROAD), Vancouver, WA 98661",Vancouver,ehallock.law@gmail.com,1717 NE Andresen Rd (NOT ANDERSON ROAD),WA,11/25/16,Sweet Relief - Vancouver,,recreational,98661,0,
101,http://weedmaps.com/dispensaries/dockside-cannabis-sodo,"1728 4th Ave S, Seattle, WA 98134",Seattle,info@docksidecannabis.com,1728 4th Ave S,WA,11/22/15,Dockside Cannabis - SODO,,recreational,98134,0,
127,http://weedmaps.com/dispensaries/dockside-cannabis-sodo,"1728 4th Ave S, Seattle, WA 98134",Seattle,info@docksidecannabis.com,1728 4th Ave S,WA,5/22/16,Dockside Cannabis - SODO,,recreational,98134,0,
154,https://weedmaps.com/dispensaries/dockside-cannabis-sodo,"1728 4th Ave S, Seattle, WA 98134",Seattle,info@docksidecannabis.com,1728 4th Ave S,WA,11/25/16,Dockside Cannabis - SODO,,recreational,98134,0,
184,https://weedmaps.com/dispensaries/dockside-cannabis-sodo,"1728 4th Ave S, Seattle, WA 98134",Seattle,info@docksidecannabis.com,1728 4th Ave S,WA,5/27/17,Dockside Cannabis - SODO,,recreational,98134,0,
215,https://weedmaps.com/dispensaries/dockside-cannabis-sodo,"1728 4th Ave S, Seattle, WA 98134",Seattle,info@docksidecannabis.com,1728 4th Ave S,WA,11/25/17,Dockside Cannabis - SODO,,recreational,98134,0,
227,https://weedmaps.com/dispensaries/dockside-cannabis-sodo,"1728 4th Ave S, Seattle, WA 98134",Seattle,info@docksidecannabis.com,1728 4th Ave S,WA,5/26/18,Dockside Cannabis - SODO,dockside-cannabis-sodo,recreational,98134,0,
101,http://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE #202, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE #202,WA,11/21/15,365 Recreational Cannabis - Seattle,,recreational,98155,0,
127,http://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE #202, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE #202,WA,5/22/16,365 Recreational Cannabis - Seattle,,recreational,98155,0,
154,https://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE Unit B, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE Unit B,WA,11/25/16,365 Recreational Cannabis - Seattle,,recreational,98155,0,
184,https://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE Unit B, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE Unit B,WA,5/27/17,365 Recreational Cannabis - Seattle,,recreational,98155,0,
215,https://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE Unit B, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE Unit B,WA,11/25/17,365 Recreational Cannabis - Seattle,,recreational,98155,0,
227,https://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE Unit B, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE Unit B,WA,5/26/18,365 Recreational Cannabis - Seattle,365-recreational-cannabis,recreational,98155,0,
242,https://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE Unit B, Shoreline, WA 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE Unit B,WA,12/16/18,365 Recreational Cannabis - Seattle,365-recreational-cannabis,recreational,98155,0,
245,https://weedmaps.com/dispensaries/365-recreational-cannabis,"17517 15th Ave NE Unit B,Shoreline,Washington 98155",Shoreline,recreational365@yahoo.com,17517 15th Ave NE Unit B,WA,6/23/19,365 Recreational Cannabis - Seattle,365-recreational-cannabis,recreational,98155,0,
215,https://weedmaps.com/dispensaries/rainier-cannabis,"17547 15th Ave NE, Shoreline, WA 98155",Shoreline,askrainier@gmail.com,17547 15th Ave NE,WA,11/25/17,Kush Klub,,recreational,98155,0,
227,https://weedmaps.com/dispensaries/rainier-cannabis,"17547 15th Ave NE, Shoreline, WA 98155",Shoreline,askrainier@gmail.com,17547 15th Ave NE,WA,5/26/18,Kush Klub,rainier-cannabis,recreational,98155,0,
242,https://weedmaps.com/dispensaries/kush-klub-2,"17547 15th Ave NE, Shoreline, WA 98155",Shoreline,kushklubshoreline@gmail.com,17547 15th Ave NE,WA,12/16/18,Kush Klub,kush-klub-2,recreational,98155,0,
245,https://weedmaps.com/dispensaries/kush-klub-2,"17547 15th Ave NE,Shoreline,Washington 98155",Shoreline,kushklubshoreline@gmail.com,17547 15th Ave NE,WA,6/23/19,Kush Klub,kush-klub-2,recreational,98155,0,
184,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,"1762 Village Lane Southeast, Port Orchard, WA 98366",Port Orchard,westsoundquality@hotmail.com,1762 Village Lane Southeast,WA,5/27/17,A Recreational Marijuana Store,,recreational,98366,0,
184,https://weedmaps.com/dispensaries/kush21-burien-s-first-pot-shop,"17730 Ambaum BLV. S, Seattle, WA 98148",Seattle,rcburien@gmail.com,17730 Ambaum BLV. S,WA,5/27/17,Kush 21 - Burien's First Pot Shop,,recreational,98148,0,
215,https://weedmaps.com/dispensaries/kush21-burien-s-first-pot-shop,"17730 Ambaum BLV. S, Seattle, WA 98148",Seattle,rcburien@gmail.com,17730 Ambaum BLV. S,WA,11/25/17,Kush 21 - Burien's First Pot Shop,,recreational,98148,0,
227,https://weedmaps.com/dispensaries/kush21-burien-s-first-pot-shop,"17730 Ambaum Blvd. S, Seattle, WA 98148",Seattle,rcburien@gmail.com,17730 Ambaum Blvd. S,WA,5/26/18,Kush 21 - Burien's First Pot Shop,kush21-burien-s-first-pot-shop,recreational,98148,0,
242,https://weedmaps.com/dispensaries/kush21-burien-s-first-pot-shop,"17730 Ambaum Blvd. S, Seattle, WA 98148",Seattle,rcburien@gmail.com,17730 Ambaum Blvd. S,WA,12/15/18,Kush21 - Burien's First Pot Shop,kush21-burien-s-first-pot-shop,recreational,98148,0,
245,https://weedmaps.com/dispensaries/kush21-burien-s-first-pot-shop,"17730 Ambaum Blvd. S,Seattle,Washington 98148",Seattle,rcburien@gmail.com,17730 Ambaum Blvd. S,WA,6/22/19,Kush21 - Burien's First Pot Shop,kush21-burien-s-first-pot-shop,recreational,98148,0,
184,https://weedmaps.com/dispensaries/cannazone-mount-vernon,"17905 Memorial HWY, Mount Vernon, WA 98273",Mount Vernon,cannazonemtvernon@gmail.com ,17905 Memorial HWY,WA,5/27/17,Cannazone Mount Vernon ,,recreational,98273,0,
215,https://weedmaps.com/dispensaries/cannazone-mount-vernon,"17905 Memorial HWY, Mount Vernon, WA 98273",Mount Vernon,cannazonemtvernon@gmail.com ,17905 Memorial HWY,WA,11/25/17,Cannazone Mount Vernon,,recreational,98273,0,
227,https://weedmaps.com/dispensaries/cannazone-mount-vernon,"17905 Memorial HWY, Mount Vernon, WA 98273",Mount Vernon,cannazonemtvernon@gmail.com,17905 Memorial HWY,WA,5/26/18,Cannazone Mount Vernon,cannazone-mount-vernon,recreational,98273,0,
242,https://weedmaps.com/dispensaries/cannazone-mount-vernon,"17905 Memorial HWY, Mount Vernon, WA 98273",Mount Vernon,cannazonemtvernon@gmail.com,17905 Memorial HWY,WA,12/16/18,Cannazone Mount Vernon,cannazone-mount-vernon,recreational,98273,0,
245,https://weedmaps.com/dispensaries/cannazone-mount-vernon,"17905 Memorial Hwy,Mount Vernon,Washington 98273",Mount Vernon,cannazonemtvernon@gmail.com,17905 Memorial Hwy,WA,6/23/19,Cannazone Mount Vernon,cannazone-mount-vernon,recreational,98273,0,
242,https://weedmaps.com/dispensaries/the-kushery-recreational,"18026 State Route 9 SE, STE A, Snohomish, Washington 98296",Snohomish,thekushery502@mail.com,"18026 State Route 9 SE, STE A",WA,12/16/18,The Kushery - Clearview,the-kushery-recreational,recreational,98296,0,
245,https://weedmaps.com/dispensaries/the-kushery-recreational,"18026 State Route 9 SE, STE A,Snohomish,Washington 98296",Snohomish,thekushery502@mail.com,"18026 State Route 9 SE, STE A",WA,6/23/19,The Kushery - Clearview,the-kushery-recreational,recreational,98296,0,
127,http://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B, Bellevue, WA 98005",Bellevue,ganjabuds@noveltreestore.com,1817 130th Ave NE Suite B,WA,5/22/16,The Novel Tree,,recreational,98005,0,
154,https://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B, Bellevue, WA 98005",Bellevue,ganjabuds@noveltreestore.com,1817 130th Ave NE Suite B,WA,11/25/16,The Novel Tree,,recreational,98005,0,
184,https://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B, Bellevue, WA 98005",Bellevue,ganjabuds@noveltreestore.com,1817 130th Ave NE Suite B,WA,5/27/17,The Novel Tree,,recreational,98005,0,
215,https://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B, Bellevue, WA 98005",Bellevue,ganjabuds@noveltreestore.com,1817 130th Ave NE Suite B,WA,11/25/17,The Novel Tree,,recreational,98005,0,
227,https://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B, Bellevue, WA 98005",Bellevue,ganjabuds@noveltreestore.com,1817 130th Ave NE Suite B,WA,5/26/18,The Novel Tree,the-novel-tree,recreational,98005,0,
242,https://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B, Bellevue, WA 98005",Bellevue,ganjabuds@noveltreestore.com,1817 130th Ave NE Suite B,WA,12/16/18,The Novel Tree,the-novel-tree,hybrid,98005,0,
245,https://weedmaps.com/dispensaries/the-novel-tree,"1817 130th Ave NE Suite B,Bellevue,Washington 98005",Bellevue,ganjabuds@novel-tree.com,1817 130th Ave NE Suite B,WA,6/23/19,The Novel Tree,the-novel-tree,hybrid,98005,0,
101,http://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,11/22/15,High Society - Recreational,,recreational,98201,0,
127,http://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,5/23/16,High Society - Recreational,,recreational,98201,0,
154,https://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,11/25/16,High Society - Recreational,,recreational,98201,0,
184,https://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,5/27/17,High Society - Recreational,,recreational,98201,0,
215,https://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,11/25/17,High Society - Recreational,,recreational,98201,0,
227,https://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,5/26/18,High Society - Recreational,high-society-everett,recreational,98201,0,
