scrape,wmsite,dispensaryname,address,street,city,zipcode,email,phone,dateaccess,med_rec,ManuallyCleaned,Source
187,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/a-bud-leaf,A Bud and Leaf,"421 Lilly Road, SE, Olympia, WA 98501","421 Lilly Road, SE",Olympia,98501,abudandleaf@gmail.com,360-456-1225,9/30/17,recreational,0,
177,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Shoreline *** Opening Soon ***,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Shoreline *** Opening Soon ***,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Shoreline *** Opening Soon ***,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Shoreline *** Opening Soon ***,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-257-0894,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/a-greener-today-north,A Greener Today Marijuana Shoreline,"16053 Aurora Ave N Suite B, Seattle, WA 98133",16053 Aurora Ave N Suite B,Seattle,98133,agreenertodayrec@gmail.com,206-801- 7756,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/a-greener-today-recreational-21,A Greener Today - Seattle - Recreational 21+ ,"10522 Lake City Way NE C103, Seattle, WA 98125",10522 Lake City Way NE C103,Seattle,98125,agreenertodayrec@gmail.com,(206) 687-7877,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/a-greener-today-recreational-21,A Greener Today - Seattle - Recreational 21+ ,"10522 Lake City Way NE C103, Seattle, WA 98125",10522 Lake City Way NE C103,Seattle,98125,agreenertodayrec@gmail.com,(206) 687-7877,11/12/16,recreational,0,
177,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,eugene@agreenertoday.com,206-257-0894,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,eugene@agreenertoday.com,206-257-0894,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,eugene@agreenertoday.com,206-257-0894,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,eugene@agreenertoday.com,206-257-0894,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/a-greener-today-seattle,A Greener Today Marijuana Seattle,"5209 MLK Jr Way South, Seattle, WA 98118",5209 MLK Jr Way South,Seattle,98118,info@agreenertoday.com,206-687-7877,9/30/17,recreational,0,
173,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/a-recreational-marijuana-store,A Recreational Marijuana Store,"1762 Village Lane Southeast, Port Orchard, WA 98366",1762 Village Lane Southeast,Port Orchard,98366,westsoundquality@hotmail.com,(360) 813-3369,9/2/17,recreational,0,
173,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/agate-dreams,Agate Dreams,"15915B State HWY 305 NE, Poulsbo, WA 98370",15915B State HWY 305 NE,Poulsbo,98370,Info@AgateDreams.com,3605981315,9/2/17,recreational,0,
179,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/altitude,Altitude - Recreational,"260 Merlot Dr., Prosser, WA 99350",260 Merlot Dr.,Prosser,99350,altitudehi2014@gmail.com,509-786-4200,9/2/17,recreational,0,
