Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
THE GREEN GALLERY                            ,421481,6.04E+15,16409 SE RENTON ISSAQUAH RD   ,STE B                    ,RENTON                  ,WA,KING,980598312,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151209,2063047448,0,0
GOLD BAR MARIJUANA                           ,422168,6.04E+15,16810 415TH AVE SE UNIT A2    ,                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161108,2067553751,0,0
SWEET GREEN'S NW OF CHEHLAIS                 ,422300,6.04E+15,1685 N NATIONAL AVE STE B     ,                         ,CHEHALIS                ,WA,LEWIS,985322212,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160305,8182332099,0,0
COVINGTON HOLISTIC MEDICINE                  ,421555,6.03E+15,16908 SE 269TH PLACE          ,#102 BUILDING J          ,COVINGTON               ,WA,KING,980425468,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160728,2067147733,0,0
SKAGIT 419                                   ,421063,6.04E+15,16915 STATE ROUTE 20          ,                         ,MOUNT VERNON            ,WA,SKAGIT,982736922,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,3608409814,0,0
SMOKANE                                      ,414101,6.03E+15,17 N RALPH ST STE 102         ,                         ,SPOKANE                 ,WA,SPOKANE,992024826,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170104,2069100199,0,0
THE FORBIDDEN FLOWER                         ,413903,6.03E+15,1701 NW MARKET ST             ,                         ,SEATTLE                 ,WA,KING,981075225,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131220,2062350635,0,0
NATURAL BLESSINGS LLC                        ,423390,6.03E+15,17024 PACIFIC AVE S           ,STE B                    ,SPANAWAY                ,WA,PIERCE,983874940,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170606,2066817241,0,0
POT ZONE                                     ,415229,6.03E+15,1703 SE SEDGWICK RD           ,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,983669599,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161123,2533127280,0,0
THE FIRE HOUSE                               ,400772,6.04E+15,1714 CANYON RD                ,                         ,ELLENSBURG              ,WA,KITTITAS,989269739,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170314,3607910112,0,0
BUD HUT                                      ,421568,6.04E+15,1717 NE ANDRESEN RD           ,                         ,VANCOUVER               ,WA,CLARK,986616890,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170207,4257896996,0,0
DOCKSIDE CANNABIS                            ,414174,6.03E+15,1728 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981340000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161212,2062236292,0,0
ONE LOVE COLLECTIVE                          ,421910,6.03E+15,17376 W MAIN ST               ,STE C                    ,MONROE                  ,WA,SNOHOMISH,982721938,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170522,2062278088,0,0
ORIGINS CANNABIS                             ,421432,6.04E+15,17376 W MAIN ST               ,STE B                    ,MONROE                  ,WA,SNOHOMISH,982721938,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170327,2065511309,0,0
KITSAP CANNABIS                              ,422468,6.04E+15,1739 VILLAGE LN SE            ,                         ,PORT ORCHARD            ,WA,KITSAP,983662643,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161129,3608658092,0,0
HASH WAY RECREATIONAL                        ,422057,6.04E+15,17410 ASH WAY SUITE 4         ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980377907,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170217,5097270110,0,0
365 RECREATIONAL CANNABIS                    ,423784,6.03E+15,17517 15TH AVE NE #B          ,                         ,SHORELINE               ,WA,KING,981553801,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170713,4259194183,0,0
365 RECREATIONAL CANNABIS                    ,413310,6.03E+15,17517 15TH AVE NE STE 202     ,                         ,SHORELINE               ,WA,KING,981553801,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160926,2065577778,0,0
KUSHKLUB                                     ,421876,6.04E+15,17547 15TH AVE NE             ,                         ,SHORELINE               ,WA,KING,981553801,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20170126,2066968327,0,0
KITSAP CANNABIS 2                            ,421359,6.04E+15,1762 VILLAGE LN SE            ,                         ,PORT ORCHARD            ,WA,KITSAP,983662644,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161223,3608658092,0,0
"J.G.S., LLC.                                 ",422747,6.04E+15,17631 160TH ST SE STE B       ,                         ,MONROE                  ,WA,SNOHOMISH,982721903,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,4256337515,0,0
LIVING WELL ENTERPRISES                      ,420741,6.03E+15,17730 AMBAUM BLVD S UNIT E    ,                         ,BURIEN                  ,WA,KING,981481785,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170508,2062612916,0,0
FWEEDOM CANNABIS                             ,415032,6.03E+15,17869 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733270,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170317,2063515121,0,0
CANNAZONE                                    ,424599,6.03E+15,17905 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170316,8602092288,0,0
MOUNT VERNON CANNABIS                        ,422796,6.04E+15,17929 STATE ROUTE 536         ,STE B                    ,MOUNT VERNON            ,WA,SKAGIT,982733216,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161231,2068908368,0,0
CANNAZONE                                    ,78001,6.03E+15,17940 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170316,8602092288,0,0
THE KUSHERY                                  ,415517,6.03E+15,18026 STATE ROUTE 9 SE STE 2  ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982965330,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,3608633256,0,0
THE NOVEL TREE                               ,414983,6.03E+15,1817 130TH AVE NE SUITE B & C ,                         ,BELLEVUE                ,WA,KING,980052225,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170424,3609301700,0,0
CM&N ENTERPRISES                             ,422527,6.04E+15,1821 SE 192ND AVE             ,                         ,VANCOUVER               ,WA,CLARK,986070000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170422,5416109508,0,0
HIGH SOCIETY                                 ,414430,6.03E+15,1824 BROADWAY                 ,                         ,EVERETT                 ,WA,SNOHOMISH,982012349,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161118,2063071651,0,0
THE JOINT                                    ,413677,6.04E+15,1840 JAMES ST                 ,                         ,BELLINGHAM              ,WA,WHATCOM,982254623,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170208,3602200439,0,0
GIVING TREE                                  ,414381,6.01E+15,18420 68TH AVE S #102         ,                         ,KENT                    ,WA,KING,980320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170106,2067725773,0,0
GREEN SOLUTION PLACE                         ,422504,6.03E+15,1845 1ST ST                   ,                         ,CHENEY                  ,WA,SPOKANE,990041966,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161117,2539732476,0,0
GREEN STATION 1                              ,414506,6.02E+15,18451 DES MOINES MEMORIAL STEB,                         ,SEATAC                  ,WA,KING,981481965,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2062413760,0,0
WHIDBEY ISLAND CANNABIS CO.                  ,423993,6.03E+15,1860 SCOTT RD                 ,                         ,FREELAND                ,WA,ISLAND,982499430,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161220,3603216151,0,0
PUGET SOUND CANNABIS COMPANY                 ,422526,6.04E+15,"18601 HIGHWAY 99, SUITE 200   ",                         ,LYNNWOOD                ,WA,SNOHOMISH,980374576,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161108,2066607221,0,0
FREELAND CANNABIS COMPANY                    ,422777,6.04E+15,18646 SR 525                  ,STE B                    ,FREELAND                ,WA,ISLAND,982498752,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170328,4255126880,0,0
PRC                                          ,414574,6.03E+15,18729 FIR ISLAND RD STE C     ,                         ,MOUNT VERNON            ,WA,SKAGIT,982738159,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170616,3604456221,0,0
"HEAVY HAULERS DIGGIN' IT, INC.               ",422629,6.02E+15,18824 SMOKEY POINT BLVD STE B ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234261,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160325,2532369284,0,0
GREEN PLACE                                  ,415512,6.03E+15,18826 MARINE DRIVE            ,                         ,STANWOOD                ,WA,SNOHOMISH,982920000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170201,4256337515,0,0
LIVING WELL ENTERPRISES                      ,421812,6.03E+15,18850 103RD AVE SW UNIT 103   ,                         ,VASHON                  ,WA,KING,980705250,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161025,2062612916,0,0
KAHD HOLDING                                 ,421826,6.04E+15,18850 103RD AVE SW UNIT 105   ,                         ,VASHON                  ,WA,KING,980705250,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20161223,2068985900,0,0
GREEN LADY MARIJUANA                         ,422579,6.04E+15,18905 33RD AVE W STE 109      ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364736,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170411,3607898891,0,0
BRIGHTON BAY 2                               ,422414,6.04E+15,18905 33RD AVE W STE 109-A    ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364715,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170510,2063999999,0,0
GREEN LADY MARIJUANA                         ,422578,6.04E+15,18905 33RD AVE W STE 111      ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364716,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170411,3607898891,0,0
RIU420                                       ,415045,6.03E+15,1905 JOHNSON RD               ,STE A                    ,CENTRALIA               ,WA,LEWIS,985311926,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,3602813921,0,0
HIGH END MARKET PLACE                        ,413550,6.03E+15,1906 BROADWAY                 ,                         ,VANCOUVER               ,WA,CLARK,986630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161019,3606953612,0,0
CANNABIS COUNTRY STORE                       ,414970,6.03E+15,1910 W MAIN ST SUITE 101      ,                         ,BATTLE GROUND           ,WA,CLARK,986040000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161208,3607987194,0,0
LOCAL ROOTS MARIJUANA                        ,415425,6.03E+15,1912 201ST PLACE SE #202      ,                         ,BOTHELL                 ,WA,SNOHOMISH,980120000,MARIJUANA RETAILER                 ,CLOSED (TEMPORARY),20170713,4259495389,0,0
SMUGGLER BROTHERS                            ,413762,6.03E+15,1912 STATE ROUTE 20           ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982840000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,3606473437,0,0
CASCADE KROPZ                                ,413819,6.03E+15,19129 SMOKEY POINT BLVD STE B ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234258,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161219,3606595422,0,0
THE GREEN NUGGET                             ,412490,6.03E+15,1919 E FRANCIS AVE SUITE A    ,                         ,SPOKANE                 ,WA,SPOKANE,992082747,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170417,5093092130,0,0
THE KUSHERY                                  ,415513,6.04E+15,19258 15TH AVE NE STE B       ,                         ,LAKE FOREST PARK        ,WA,KING,981552315,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170718,4252098924,0,0
TIMBER TREATS                                ,420567,6.04E+15,1930 N WENATCHEE AVE          ,                         ,WENATCHEE               ,WA,CHELAN,98801,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151016,5096690007,0,0
HERBAL NATION                                ,413683,6.03E+15,19302 BOTHELL EVERETT HWY     ,                         ,BOTHELL                 ,WA,SNOHOMISH,980127113,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170412,4254861111,0,0
A GREENER TODAY MARIJUANA                    ,422044,6.03E+15,19315 BOTHELL EVERETT HWY #1  ,UNIT 1                   ,BOTHELL                 ,WA,SNOHOMISH,980127112,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161221,2066877877,0,0
CANNABIS COAST                               ,420123,6.02E+15,193161 HWY 101                ,STE 201                  ,FORKS                   ,WA,CLALLAM,983319206,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161201,3603744020,0,0
GREEN THEORY                                 ,425068,6.03E+15,1940 124TH AVE NE STE A-101   ,STE A-101                ,BELLEVUE                ,WA,KING,980050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170614,4252562662,0,0
VELA                                         ,415534,6.03E+15,1944 1ST AVE S #100           ,                         ,SEATTLE                 ,WA,KING,981341406,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170221,2069728500,0,0
GREENBRIAR NW LLC                            ,421710,6.03E+15,1944 1ST AVE S STE 600        ,                         ,SEATTLE                 ,WA,KING,981341406,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160105,2069728500,0,0
BELLA SOLE                                   ,420290,6.03E+15,19501 STATE ROUTE 127         ,                         ,LACROSSE                ,WA,WHITMAN,991438709,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151013,2064913992,0,0
EUPHORIUM                                    ,84130,6.03E+15,19525 BOTHELL EVERETT HWY A   ,                         ,BOTHELL                 ,WA,SNOHOMISH,980127116,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,9168359616,0,0
GREEN FIRE CANNABIS                          ,350641,6.03E+15,1956 1ST AVE S                ,                         ,SEATTLE                 ,WA,KING,981341406,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170512,2066233792,0,0
BLOWIN SMOKE                                 ,422202,6.03E+15,1967 HIGHWAY 395 S STE C      ,                         ,CHEWELAH                ,WA,STEVENS,991099708,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170320,5099357420,0,0
THE BAKE SHOP                                ,413426,6.03E+15,19705 N GRIFFIN RD            ,                         ,PROSSER                 ,WA,BENTON,993500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170628,5097782512,0,0
"HERB-N-CARE, LLC                             ",413934,6.03E+15,19906 AURORA AVE N            ,                         ,SHORELINE               ,WA,KING,981333526,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160323,2069207778,0,0
SWEET GREENS NORTHWEST                       ,413847,6.03E+15,19943 OLD HWY 99 SW           ,                         ,ROCHESTER               ,WA,THURSTON,985798689,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170110,3608587630,0,0
SECRET HERB SHOP                             ,413994,6.02E+15,2 COLUMBIA DR                 ,STE A                    ,KETTLE FALLS            ,WA,FERRY,991419461,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20170418,5096844420,0,0
EMERALD CITY CRONICS                         ,424633,6.04E+15,20 RADAR HILL RD              ,                         ,OTHELLO                 ,WA,FRANKLIN,993440000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151027,2067908124,0,0
BUD HUT                                      ,422781,6.04E+15,200 SUZANNE LANE STE D        ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739514,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170320,3606681111,0,0
GREEN THEORY                                 ,413390,6.03E+15,2000 124TH AVE NE STE B106    ,                         ,BELLEVUE                ,WA,KING,980052117,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170228,2063999999,0,0
LING DROST                                   ,422884,6.03E+15,20000 BOTHELL WAY NE          ,                         ,BOTHELL                 ,WA,KING,980112364,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2063699597,0,0
NICE GUYS                                    ,80023,6.04E+15,2001 SPIRIT LAKE HIGHWAY      ,                         ,CASTLE ROCK             ,WA,COWLITZ,986110000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160408,3605846621,0,0
GREEN2GO TOKIO                               ,422655,6.03E+15,2008 N DURRY RD UNIT 2        ,                         ,SPRAGUE                 ,WA,ADAMS,990329621,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170505,5095917100,0,0
RENGAR LLC                                   ,422811,6.04E+15,20112 137TH AVE NE  STE B     ,                         ,WOODINVILLE             ,WA,KING,980728711,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2083403970,0,0
2020 SOLUTIONS                               ,415470,6.03E+15,2018 IRON ST STE A            ,                         ,BELLINGHAM              ,WA,WHATCOM,982264212,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170322,3603938697,0,0
SHADE'S GREEN EMPORIUM                       ,415521,6.03E+15,202 AVE D                     ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982902745,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140107,4256337515,0,0
B & M                                        ,424193,6.04E+15,202 AVE D STE C               ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982902745,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,4252098924,0,0
GREEN PLACE                                  ,416248,6.03E+15,202 AVENUE D STE B            ,STE B                    ,SNOHOMISH               ,WA,SNOHOMISH,982902745,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170301,4256337515,0,0
420 HOLIDAY                                  ,415526,6.03E+15,2028 10TH AVE                 ,                         ,LONGVIEW                ,WA,COWLITZ,986324007,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161115,3607033103,0,0
THE GRASSHOPPER CANNABIS DEPOT               ,422037,6.03E+15,20291 SR 20 UNIT 2            ,                         ,BURLINGTON              ,WA,SKAGIT,941409316,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170413,2062097254,0,0
THE GRASSHOPPER CANNABIS DEPOT               ,422166,6.03E+15,20291 STATE ROUTE 20 UNIT C   ,                         ,BURLINGTON              ,WA,SKAGIT,982238727,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160610,2062097254,0,0
GRASS                                        ,415531,6.03E+15,205 W STEWART RD              ,SUITE 107                ,MOUNT VERNON            ,WA,SKAGIT,982735411,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161220,3604738393,0,0
KING CRONIC                                  ,422012,6.04E+15,20639 OLD HIGHWAY 99 SW UNIT B,UNIT B                   ,CENTRALIA               ,WA,THURSTON,985318613,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161208,3608587142,0,0
THE VAULT                                    ,413926,6.03E+15,207 E SPRAGUE AVE UNIT 213    ,                         ,SPOKANE                 ,WA,SPOKANE,992020000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170207,4252488559,0,0
WALLA WALLA WEEDERY                          ,414011,6.03E+15,207 S 9TH AVE                 ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993622700,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170727,5098764279,0,0
"RYAN'S REAL SOLUTIONS, LLC                   ",422701,6.04E+15,209 E 4TH ST SUITE B          ,                         ,SPRAGUE                 ,WA,LINCOLN,99032,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160329,2534051918,0,0
YOGA'S GREEN TIKI                            ,422443,6.02E+15,20917 NE 72ND AVE STE 102     ,STE 102                  ,BATTLE GROUND           ,WA,CLARK,986045227,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160912,3607106475,0,0
RED CANYON                                   ,414500,6.03E+15,20925 CYPRESS WAY STE C 103   ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980360000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170602,9168359616,0,0
L & M MANAGEMENT LLC                         ,421565,6.03E+15,21 SHINE RD                   ,                         ,PORT LUDLOW             ,WA,JEFFERSON,983659509,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170720,3607102503,0,0
NIRVANA CANNABIS COMPANY                     ,422498,6.03E+15,210 CHARDONNAY AVE STE D      ,                         ,PROSSER                 ,WA,BENTON,993509529,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170518,5098082361,0,0
SCOTT ALAN RASCHE                            ,415305,6.02E+15,210 S CONKLIN RD              ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,990378971,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,5098694375,0,0
NORTH BAY MARIJUANA                          ,413407,6.03E+15,211 E NORTH BAY RD            ,STE B                    ,ALLYN                   ,WA,MASON,985240000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161108,3608014269,0,0
BUDEEZ                                       ,420661,6.04E+15,2111 E 11TH ST                ,                         ,BREMERTON               ,WA,KITSAP,983104810,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,3606207114,0,0
EUPHORIUM                                    ,414495,6.03E+15,21127 STATE ROUTE 9 SE        ,                         ,WOODINVILLE             ,WA,SNOHOMISH,980729703,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170711,2063352683,0,0
EUPHORIUM LYNNWOOD                           ,414496,6.03E+15,21127 STATE RT 9 SE           ,UNIT B                   ,WOODINVILLE             ,WA,SNOHOMISH,980729703,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160701,9168359616,0,0
HERBAL LEGENDS                               ,413702,6.03E+15,2118 JAMES ST                 ,                         ,BELLINGHAM              ,WA,WHATCOM,982254140,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,3605941738,0,0
THE JOINT                                    ,420800,6.03E+15,2119 LINCOLN STREET           ,                         ,BELLINGHAM              ,WA,WHATCOM,982254147,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,3603251201,0,0
THE HERBERY                                  ,84045,6.03E+15,212 NE 164TH AVE STE 11       ,                         ,VANCOUVER               ,WA,CLARK,986840000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161208,3609490319,0,0
LOCAL ROOTS MARIJUANA                        ,415222,6.03E+15,"212 W WINESAP RD STE 101, 102 ",                         ,BOTHELL                 ,WA,SNOHOMISH,980129210,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170707,4256737420,0,0
REEFER DEN                                   ,404933,6.03E+15,2123 W SIMS WAY APT 1         ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983680000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170420,3603020393,0,0
ONE LOVE COLLECTIVE                          ,422107,6.03E+15,21236 84TH AVE S              ,                         ,KENT                    ,WA,KING,980320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170404,2062278088,0,0
PHAT SACKS CORP                              ,414473,6.03E+15,21236 84TH AVE S              ,                         ,KENT                    ,WA,KING,980301967,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160805,7206063746,0,0
THE CANNABIS OASIS                           ,423372,6.03E+15,2128 S 37TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984097445,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170724,2532250200,0,0
"GREEN SOLUTION PLACE PRELUDIO MANAGEMENT, LLC",422569,6.02E+15,21412 HIGHWAY 99              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267748,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2532370770,0,0
CANNABIS STATION                             ,422570,6.03E+15,21412 HIGHWAY 99  STE A       ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267748,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170411,3039577942,0,0
GREEN2GO                                     ,422572,6.03E+15,214307 E SR 397               ,                         ,KENNEWICK               ,WA,BENTON,993377198,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,5095917100,0,0
APEX CANNABIS                                ,422447,6.03E+15,21502 E GILBERT RD            ,                         ,OTIS ORCHARDS           ,WA,SPOKANE,990279241,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170713,5094990646,0,0
THE GRASS STATION                            ,424877,6.04E+15,216 ROYAL ANNE DR SW          ,                         ,GEORGE                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170711,3609298637,0,0
PRIMO CANNABIS                               ,423885,6.03E+15,21630 E GILBERT RD            ,                         ,OTIS ORCHARDS           ,WA,SPOKANE,992079241,MARIJUANA RETAILER                 ,PENDING (ISSUED),20161201,2595765196,0,0
MBER CORP                                    ,422897,6.03E+15,21635 PACIFIC HWY S STE C     ,                         ,DES MOINES              ,WA,KING,981987703,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2063559355,0,0
TROVE CANNABIS                               ,414871,6.03E+15,218 N SAMISH WAY STE #103     ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161220,3603933459,0,0
THE GALLERY SPANAWAY                         ,413420,6.03E+15,21802 MOUNTAIN HWY E  STE 1   ,                         ,SPANAWAY                ,WA,PIERCE,983870000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160908,3052988577,0,0
FWEEDOM CANNABIS                             ,415031,6.03E+15,21911 64TH AVE W   STE D      ,STE D                    ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980430000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161128,4259540640,0,0
BUD HUT                                      ,422792,6.04E+15,2200 TALLEY WAY  STE A        ,SUITE A                  ,KELSO                   ,WA,COWLITZ,986265511,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170317,3606681111,0,0
RAINIER CANNABIS                             ,423224,6.03E+15,22002 64TH AVE W STE 2A       ,SUITE 2A                 ,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980430000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170724,4255100546,0,0
20AFTER4                                     ,422632,6.03E+15,2211 46TH AVE                 ,                         ,LONGVIEW                ,WA,COWLITZ,986325013,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170620,2068180966,0,0
BOYDEN INVESTMENT GROUP                      ,415241,6.03E+15,2215 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981341516,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160707,5202508988,0,0
DIEGO PELLICER                               ,423754,6.03E+15,2215 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981341516,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170308,2064553045,0,0
FORBIDDEN CANNABIS CLUB                      ,420520,6.03E+15,22308 HWY 410 E UNIT B        ,                         ,BONNEY LAKE             ,WA,PIERCE,983914073,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160920,2532241442,0,0
CARLTON CANNABIS                             ,421507,6.04E+15,2256 WA-153 STE B            ,                         ,CARLTON                 ,WA,OKANOGAN,988149004,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170704,3607853843,1,Manual Validation
PHAT SACKS CORP                              ,423536,6.03E+15,22624 MERIDIAN AVE S          ,STE B                    ,BOTHELL                 ,WA,SNOHOMISH,980218358,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170322,2062618206,0,0
SWEETEST RELIEF                              ,422251,6.04E+15,22834 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,981987262,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170213,3602861348,0,0
