(first) scrape,ID#,straindescription,Cannabinoid,Genetics,Intoxication,Look,Medical,Smell Flavor,Wellness,Commoditization
154,4718,"Blueberry x AK-47 --- Produced by Driftboat, a cross between Blueberry and Ak-47",0,1,0,0,0,0,0,0
184,2973,"Blueberry- Noble Farms --- A true A-List cannabis strain. Blueberrys legendary status soared to new heights after claiming the High Times Cannabis Cup 2000 for Best Indica. The long history of the stain is traced back to the late 1970s when American breeder DJ Short was working with a variety of exotic landrace strains. However, throughout the decades of Blueberrys cultivation the genetics have been passed around, due in large part to DJ Short working with multiple seed banks and breeders. The sweet flavors of fresh blueberries combine with relaxing effects to produce a long-lasting sense of euphoria. Many medical patients appreciate Blueberry for its ability to suppress pain and relieve stress, while connoisseurs and growers admire the strain for its colorful hues and high THC content. ",0,1,1,1,1,1,1,0
154,4599,"Blueboy by Sweet As! --- 23.9%-27.9% THC 0.0% CBD Blue Boy is a cross of Blue Dream and Northern Lights #5. Originally from WA state, this strain provides a focused, cerebral effect that is a great choice for daytime use. Potent strain, incredible experience.",1,1,0,0,0,0,1,0
227,11375,Blueroots: Adak --- Limited edition drop!!! Sativa dominant,0,0,0,0,0,0,0,0
227,12289,Blueroots: Chiquita Banana --- Topshelf 50/50 hyrbid,0,1,0,0,0,0,0,0
154,12989,"Bluniverse 3 Rosin - JV Ranch --- Rosin refers to an extraction process that utilizes a combination of heat and pressure to nearly instantaneously squeeze resinous sap from your initial starting material. The term ""rosin"" originated as a method of making a product used to lubricate violin bows. With cannabis, this method is incredibly versatile in that it can either be used with flowers or to clean up hash and kief into a full-melt hash oil. The result is a translucent, sappy, and sometimes shatter-like product. If executed correctly, rosin can rival the flavor, potency, and yield of other solvent-based extraction products.",0,0,0,1,0,1,0,0
154,12884,Bluniverse 3 Value Bag - JV Ranch --- 3 grams for $15,0,0,0,0,0,0,0,0
154,13846,"Bluniverse 3- JV Ranch --- Bluniverse, also called Blue Universe, is a 50/50 hybrid strain bred by Dynasty Seeds. Mothered by Blue Magoo and fathered by Ms. Universe, Bluniverse inherits a complex flavor profile of blueberry, cherry, and vanilla spice. Its initial effects focus themselves cerebrally, with high-flying euphoria that tapers into pacifying relaxation over time. This hybrid may express one of three different phenotypes, one that takes after Blue Magoo, another taking after Ms. Universe, and a third that exhibits a balance of each parents characteristics.",0,1,1,0,0,1,1,0
227,9687,"Bluniverse Shatter - Cascadia Gardens --- Even hybrid Bluniverse [Blue Magoo x Miss Universe] crafted into a beautiful, stable shatter.",0,1,0,1,0,0,0,0
227,10772,"Blurple --- Produced by Footprint Bioscience Blurple, also known as Blue Dream Purple, is a balanced hybrid cross between Blue Dream and Mendocino Purps. Its effects position themselves cerebrally at first, with gentle body relaxation that keeps you feeling light and free of tension. Drawing from both sides of the family, Blurple carries a sweet, dessert-like berry and grape aroma that comes to life on the inhale. This strain earns its name as bluish purple hues swirl throughout Blurples green buds.",0,1,0,1,0,1,1,0
184,14213,"Bob Barker by Jackpot Seaweed --- 16.0%-20.0% THC 0%-1.0% CBD A sweet, citrusy head high that'll get you energized for your next game show appearance!",1,0,1,0,0,0,0,0
184,7454,Bob Barker by Jackpot Seaweed --- 16.5%-20.5% THC 0%-1.0% CBD,1,0,0,0,0,0,0,1
154,6129,Bodhi High - God's Gift --- 81.82% Indica,1,0,0,0,0,0,0,1
242,11692,Bogart: Preroll: CBD AC/DC 1g --- 0.7% THC 15.2% CBD,1,0,0,0,0,0,0,1
127,12309,"Boggle Dragon (THE JOINT VENTURE) --- Thought to have originated in California, Blue Dragon is a cross of two classic strains, the indica-dominant Blueberry and sativa-dominant Sour Diesel. The flowers of this hybrid often turn dark purple and are covered in bright orange pistils and white trichomes. Sometimes measuring over 24% THC, Blue Dragon is very potent, giving users an intensely euphoric feeling and heavy body buzz. Its aroma and flavor are what you might expect given its lineage: equal parts sour fuel and sweet berry with an expansive smoke.",1,1,1,1,0,1,0,0
127,6871,Boggle Gum (Panacea) --- 25.5% THC | 0.1% CBD,1,0,0,0,0,0,0,1
127,14664,Boggle Gum Wax --- 1g Boggle Gum hybrid wax from Dab Dudes (67.8% THC).,1,0,0,0,0,0,0,1
154,712,"Boggle Gum by Sweet As! --- 23.1%-27.1% THC 0%-2.0% CBD Bogglegum is the award-winning, indica-heavy offspring of Northern Lights #5 and BOG Bubble, both strong indica strains. Ironically, the dominant effects of Bogglegum may owe more to its sativa genes: a boost of creativity, a shot of energy, a dose of euphoria, and intense happiness, along with a deeply calming sensation. This strain may be beneficial to treat anxiety, low mood, chronic pain, stress, and migraines and other headaches. Bogglegum took home the 2011 San Francisco Cannabis Cup in the best indica division. Bogglegum produces a sweet, musky aroma reminiscent of soil and a sweet, earthy flavor with hints of flowers.
Genetics: Northern Lights #5 x BOG Bubble
40/60 ~ S/I",1,1,1,0,1,1,1,0
227,8190,"Boggle Gum by Vodis --- 32.8% THC 0.6% CBD Warning: This product has intoxicating effects and may be habit forming. Marijuana can impair concentration, coordination, and judgment. Do not operate a vehicle or machinery under the influence of this drug. There maybe health risks associated with consumption of this products. Products may only be purchased or possessed by adults 21+. Keep out of reach of children",1,0,1,0,1,0,1,0
227,13225,"Boggy Boon 9Ib Hammer --- Produced by Seven Hills. 9Ib Hammer is an 80% indica strain that crosses Gooberry, Hells OG, and Jack the Ripper. These dense buds are coated in resin, offering sweet grape and lime flavors. True to its indica dominance, effects are heavy and long-lasting, useful for pain and stress relief.",0,1,0,1,1,1,1,0
227,9291,"Boggy Boon Chemdawg --- Produced by Seven Hills. Cannabis newbies be warned: Chemdawg tends to be very potent. Depending on grow conditions, this strain tends to have THC levels of 15-20%. Consumers can expect to have a very cerebral experience, coupled with a strong heavy-bodied feeling.",1,0,0,0,0,0,0,1
184,12787,"Boggy Boon Chemmy Jones --- Produced by Sticky Budz.
Chemmy Jones manages to induce a functional, high-energy buzz that allows you to stay productive. Diesel flavors are counterbalanced by a floral sweetness, inviting the senses before you even indulge in the invigorating effects this sativa-dominant strain has to offer.",0,0,1,0,0,1,1,0
184,13278,"Boggy Boon Skywalker OG --- Skywalker OG is a potent indica-dominant hybrid strain that may just take you to a galaxy far, far away. No Sith genetics herethis plant is a cross between Skywalker and OG Kush and has the strong aroma characteristic to kush strains that includes a spicy herbal scent tinged with jet fuel. This strain makes relaxation your only mission, and some users report strong body effects that include mild tingling and numbness. If pain and physical limitations are the issue, Skywalker OG is here to rescue you. The galaxy also holds a sativa dominant variety of Skywalker that is also often referred to as Skywalker OG or Sativa OG.",0,1,0,0,1,1,1,0
227,9394,"Boggy Boon Super Lemon Haze --- Produced by Seven Hill. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.",0,0,0,1,0,1,1,0
242,10077,Bold Goddess Shatter By Doc Croc --- Hybrid THC 77.81% CBD 0.14% Total 89.74%,1,0,0,0,0,0,0,1
215,1095,Bolumbian Gold ---  Sativa cross of Pre 98' Bubba and Columbian Gold produced by Khush Kush ,0,1,0,0,0,0,0,0
184,13419,Bolumbian Gold by Khush Kush --- 23.6%-27.6% THC 0.0% CBD Colombian Gold x Pre '98 Bubba Kush makes a great middle of the line hybrid from two killer strains,1,1,0,0,0,0,0,0
184,13386,Bong of Ice and Fire Caviar Cherry Pie by Leaph --- 31.2%-35.2% THC 0%-0.7% CBD,1,0,0,0,0,0,0,1
227,8274,Boss Banner by Ketura --- 19.2% THC 0.1% CBD Boss Banner is Bruce Banner #3 cross back to the sour strawberry cut. It's a really good creeper weed as in you can take three for bong hits and progressively get higher for about 30 minutes without having to smoke more.,1,1,1,0,0,1,0,0
227,14215,Boss Banner by Ketura Cannabis Company --- 19.2% THC 0.1% CBD 19.3% Total,1,0,0,0,0,0,0,1
154,12783,Botanimax - Blue Dream Rosin (Half Gram) --- 67.0% THC 0.2% CBD ,1,0,0,0,0,0,0,1
101,4381,Boulder Buds (flower + wax + kief) - Silica Phoenix --- Total cannabinoids testing above 62%!!!,1,0,0,0,0,0,0,1
154,14614,Boy Scout Cookies --- By HangRoots | 60% Indica | 18-25% THC | 0.08% CBD,1,0,0,0,0,0,0,1
215,11781,Boy Scout Cookies 1g Honeycomb (Sticky Budz) --- 62.8% THC 0.6% CBD ,1,0,0,0,0,0,0,1
227,10876,Boy Scout Cookies Wax by Weed Bunny --- 70.0%-80.0% THC,1,0,0,0,0,0,0,1
154,14677,"Boy Scout Cookies by Grow State 1 --- 18.5%-22.5% THC 0%-2.0% CBD Boy Scout Cookie, or BSC, is a hybrid cannabis strain that follows in the footsteps of its Girl Scout Cookies parent, but named for the youthful scouting group's male equivalant. With potent effects that hug the mind and body in tranquil euphoria BSC introduces deep, heavy relaxation throughout the body, but not before making your head reel with calm and happy thoughts. The cerebral buzz tapers down into a foggy daze that helps you abandon worries and slide into a low-key afternoon or a restful nights sleep. Putting your nose in a jar of BSC isnt altogether unlike stealing a smell from the cookie jar in your kitchen as sweet, earthy aromas burst forth with subtle notes of woody pine.
Genetics: Girl Scout Cookie Pheno
40/60 ~ S/I",1,1,1,0,0,1,1,0
154,1018,"Boy Scout Cookies by Lopez And Orr Co --- 17.8%-21.8% THC 0%-2.2% CBD Boy Scout Cookie, or BSC, is a hybrid cannabis strain that follows in the footsteps of its Girl Scout Cookies parent, but named for the youthful scouting group's male equivalant. With potent effects that hug the mind and body in tranquil euphoria BSC introduces deep, heavy relaxation throughout the body, but not before making your head reel with calm and happy thoughts. The cerebral buzz tapers down into a foggy daze that helps you abandon worries and slide into a low-key afternoon or a restful nights sleep. Putting your nose in a jar of BSC isnt altogether unlike stealing a smell from the cookie jar in your kitchen as sweet, earthy aromas burst forth with subtle notes of woody pine.
Genetics: Girl Scout Cookie Pheno
40/60 ~ S/I",1,1,1,0,0,1,1,0
245,11401,Boysenberry Creme Brulee by Lifted --- 24.0%-30.0% THC Wedding Cake X Guava Dawg,1,1,0,0,0,0,0,0
227,9771,"Brainwreck --- Sativa 60/40 The Brainwreck high comes on pretty quickly with an incredibly energizing onset that lifts your spirits and infuses you with a sense of wellbeing, calming you limbs without impeding your building sense of energy.",0,0,1,0,0,0,1,0
215,7292,Brandywine by Doc &amp; Yeti --- 20.9%-24.9% THC 0%-0.6% CBD,1,0,0,0,0,0,0,1
184,4178,Brandywine by Khush Kush --- 19.8%-23.8% THC 0.0% CBD This Khush Kush exclusive has a beautiful orange color and a superbly relaxing high.,1,0,1,1,0,0,1,0
242,8292,"Brandywine by Khush Kush --- 23.9% THC 0.0% CBD Brandywine by Dungeons Vault Genetics is a pleasant indica strain with a calming buzz. Created by crossing Pink Champagne and Grandpas Breath, Brandywine emits a delicate tea aroma with notes of hops and Chardonnay grapes. The effects are reminiscent of Granddaddy Purple, with relaxing physical attributes that dismiss stress without being overly sedative. Anticipate squinted eyes and a touch of appetite stimulation as well. Enjoy this strain in smaller, controlled doses to maximize its medical benefits. Brandywine won 1st Place Indica at the 2017 Dope Awards in Seattle, WA. - Leafly",1,1,1,0,1,1,1,0
184,3315,Brazil Amazonia --- Serenity Gardens - Inidca dominated hybrid with a relaxing body high good for anxiety and sleep. Has a sweet perfume like scent with a sweet and sour citrus taste.,0,0,1,0,0,1,1,0
215,11942,Brazil Amazonia by Sasquatch --- 76.0% THC 5.1% CBD,1,0,0,0,0,0,0,1
101,3183,"Brother's Keeper - (Crescomax,LLC) --- Crescomax,LLC - Indica-dominant hybrid
THC: 21.47%
Available in 2g for $28",1,0,0,0,0,0,0,1
154,4694,"Brother's Keeper Wax 1g --- 74.6% THC 0.0% CBD Emotions: Calm, relaxed, at-ease. Paranoia: No
Energy level: Moderate  a little on the sluggish side
Smell: Pungent, slight pine, possible berry notes after grinding.
Relieves: Body aches, big time. great all-over pain relief.
Positives: Love the body feel  very relaxing. Theres also a little bit of a Headband-like tingle with this one.",1,0,0,0,1,1,1,0
215,7714,Bruce Banner #3 (by Cedar Creek Cannabis) --- 25.8%-29.2% THC; 0.0%-0.3% CBD,1,0,0,0,0,0,0,1
242,13531,"Bruce Banner #3 - Heavenly Buds --- <p>Aroma: Intoxicating sweet citrus and pine. Flavor: Light Diesel accompanied by fruit candied sweetness. EXTREMELY potent and succulent, straight to the head and settles into a relaxing and creative high.</p> <p>80% Sativa / 20% Indica - Sativa Dominant Hybrid</p>",0,0,1,0,0,1,1,0
215,14511,"Bruce Banner #3 86.06% by Om Shiv --- One of the popular phenotypes of the Bruce Banner strain, you probably won't turn into the Hulk, but you will experience an immediate burst of euphoria before easing into relaxation.",1,0,1,0,0,0,1,0
184,12583,Bruce Banner #3 BHO --- 81.71% Total - Heavenly - Sativa Hybrid,1,0,0,0,0,0,0,1
154,13503,Bruce Banner #3 Kief 1g - Heavenly Buds --- 53.7% THC 0.0% CBD ,1,0,0,0,0,0,0,1
245,9951,"Bruce Banner #3 Shatter Shatter by Doc Croc --- 87.7% THC OG Kush X Strawberry Diesel, Sativa Hybrid",1,1,0,0,0,0,0,0
242,8492,Bruce Banner #3 Shatter by Heavenly Buds --- 70.0% THC 0.6% CBD BHO Shatter,1,0,0,0,0,0,0,1
215,14981,"Bruce Banner #3 Shatter by Heavenly Buds --- 72.2% THC 0.7% CBD OG Kush x Strawberry Diesel, Sativa Hybrid",1,1,0,0,0,0,0,0
215,10840,Bruce Banner #3 Wax by Ninja Gardens ---  58.7% THC 0.3% CBD ,1,0,0,0,0,0,0,1
242,10838,Bruce Banner #3 by Heavenly Buds --- 22.0% THC 0.0% CBD 26.1% Total,1,0,0,0,0,0,0,1
227,7808,Bruce Banner #3 by Northwest Finest --- 20.6% THC 0.3% CBD Huckleberry Cream 7g,1,0,0,0,0,0,0,1
154,5013,"Bruce Banner #3- Heavenly Buds --- Bruce Banner (probably better-known as the alter ego of comic book superhero The Incredible Hulk) is one of three phenotypes of the Bruce Banner strain and has proven to be a popular one. Effects come on quickly to provide an immediate burst of euphoria before easing into relaxation that may be good for creative pursuits. Delta9 Labs bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones.",0,1,1,0,0,1,1,0
245,8524,Bruce Banner - (1.0g) - Elevate Cannabis --- 21.2% THC 0.0% CBD Sativa Hybrid,1,0,0,0,0,0,0,1
154,13753,Bruce Banner - Elevate Cannabis Co. --- This green beast is true to its namesake packing a serious punch. A sativa dominate hybrid testing at 25.9% total THC.,1,0,0,1,0,0,0,0
184,13269,Bruce Banner - Elevate Cannabis Co. --- This green beast is true to its namesake packing a serious punch. A sativa dominate hybrid testing at 31.99% total THC.,1,0,0,1,0,0,0,0
215,8893,Bruce Banner - {Canna Organix} --- 29.65%THC.07%CBD  Bruce Banner takes nicely after both parents- bred from OG Kush and Strawberry Diesel- Banner produces dense hulky light green buds heavily frosted with trichomes. Buds impart a fuel skunky aroma balanced nicely by notes of spicy sweetness.,1,1,0,1,0,1,0,0
215,10192,Bruce Banner ---  29.65%THC.07%CBD      Bruce Banner takes nicely after both parents- bred from OG Kush and Strawberry Diesel- Banner produces dense hulky light green buds heavily frosted with trichomes. Buds impart a fuel skunky aroma balanced nicely by notes of spicy sweetness. ,1,1,0,1,0,1,0,0
227,10142,Bruce Banner --- 16.5%-16.7% THC 0.0%-0.2% CBD Sativa 60/40 Bruce delivers an intensely euphoric head high with a whole-body mood boost. A great start to all of your creative endeavors!,1,0,1,0,0,0,1,0
184,7239,Bruce Banner --- 24.04% THC,1,0,0,0,0,0,0,1
215,7908,"Bruce Banner 85% by Orgrow ---  The odds are that you will not turn into a giant green monster after smoking this, but you should feel happy and relaxed. Its a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation. ",0,0,1,0,0,0,1,0
184,6839,Bruce Banner Live Resin by Dabstract --- 65.7% THC 1.2% CBD,1,0,0,0,0,0,0,1
184,1896,Bruce Banner Number Three by Cedar Creek Cannabis --- 23.3%-27.3% THC 1.3% CBD,1,0,0,0,0,0,0,1
215,8057,"Bruce Banner Shatter by Doc Croc --- 57.1% THC 5.3% CBD OG Kush X Strawberry Diesel, Sativa Hybrid",1,1,0,0,0,0,0,0
227,13720,"Bruce Banner Wax by Oleum --- 72.0% THC 0.8% CBD Bruce Banner might be best known as the alter-ego of comic book hero The Incredible Hulk, but maybe he wouldnt be such a stressed out ball of anger if he just had some of his namesake strain. This green monster also has hidden strength and features dense nugs that pack the power of very high THC content. Its a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation and pain relief that make it an appropriate daytime medication for some. Dark Horse Genetics bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones. Plants flower at 8 to 10 weeks. This strain does have three main phenotypes, one of which is Bruce Banner #3. - Leafly",1,1,1,1,1,1,1,0
184,15179,"Bruce Banner by Dream City --- 19.1% THC 1.0% CBD Bruce Banner might be best known as the alter-ego of comic book hero The Incredible Hulk, but maybe he wouldnt be such a stressed out ball of anger if he just had some of his namesake strain. This green monster also has hidden strength and features dense nugs that pack the power of very high THC content. Its a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation and pain relief that make it an appropriate daytime medication for some. Delta9 Labs bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones. Plants flower at 8 to 10 weeks. This strain does have three main phenotypes, one of which is Bruce Banner #3.",1,1,1,1,0,0,1,0
215,13576,"Bruce Banner by Dream City --- 20.0% THC 1.0% CBD Bruce Banner might be best known as the alter-ego of comic book hero The Incredible Hulk, but maybe he wouldnt be such a stressed out ball of anger if he just had some of his namesake strain. This green monster also has hidden strength and features dense nugs that pack the power of very high THC content. Its a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation and pain relief that make it an appropriate daytime medication for some. Delta9 Labs bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones. Plants flower at 8 to 10 weeks. This strain does have three main phenotypes, one of which is Bruce Banner #3.
""https://www.leafly.com/hybrid/bruce-banner""",1,1,1,1,1,1,1,0
215,1479,"Bruce Banner by Dream City --- 20.0% THC 1.0% CBD Bruce Banner might be best known as the alter-ego of comic book hero The Incredible Hulk, but maybe he wouldnt be such a stressed out ball of anger if he just had some of his namesake strain. This green monster also has hidden strength and features dense nugs that pack the power of very high THC content. Its a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation and pain relief that make it an appropriate daytime medication for some. Delta9 Labs bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones. Plants flower at 8 to 10 weeks. This strain does have three main phenotypes, one of which is Bruce Banner #3.
https://www.leafly.com/hybrid/bruce-banner",1,1,1,1,1,1,1,0
154,2334,Bruce Banner by Northwest Cannabis Solutions --- 78.1% THC 0.0% CBD NWCS Bruce Banner Sugar Wax 1g,1,0,0,0,0,0,0,1
242,10822,Bruce Banner by Ridgeview Farms --- 17.2% THC 0.3% CBD Bruce Banner 7g,1,0,0,0,0,0,0,1
242,12240,Bruce Banner- Fire House --- Hybrid.,0,0,0,0,0,0,0,0
127,12638,"Bruce Banner- Triple T Farms --- Bruce Banner might be best known as the alter-ego of comic book hero The Incredible Hulk, but maybe he wouldnt be such a stressed out ball of anger if he just had some of his namesake strain. This green monster also has hidden strength and features dense nugs that pack the power of very high THC content. Its a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation and pain relief that make it an appropriate daytime medication for some.",0,0,1,1,1,1,1,0
215,11836,Bruce Banner-Elevate Terp Sauce --- Hybrid by Orgrow.,0,1,0,0,0,0,0,0
227,11786,Bruces Animal Cookies Wax by My Weed Bunny --- 69.4%-73.4% THC 0.4% CBD,1,0,0,0,0,0,0,1
154,13181,Bubba --- Full gram of Bubba wax from Kush Valley packaged in plastic container testing at 64.94 THC,1,0,0,0,0,0,0,1
184,7368,"Bubba Afghani --- Hootie Hooo
Total THC: 16.49%
Total Cannabinoids: 18.34%",1,0,0,0,0,0,0,1
184,14447,"Bubba Berry - 23% --- Bubba Berry is an indica dominant hybrid (80% indica/20% sativa) strain created through crossing the delicious Raspberry Cough X Black Domina X Bubba Kush strains. This bud gets its name from its delicious berry kush tastes that pulls mouth-watering flavors from all three of its infamous parents for an amazing taste that you wont soon forget. Bubba Berry has a sweet berry taste immediately as you inhale with a pungent hazy exhale that has a touch of spicy musk. The aroma is slightly pungent with an earthy berry overtone accented by fruity haze and rich musky dank. Bubba Berry buds have conical dark olive green nugs with dark reddish orange hairs and a thick coating of layers upon layers of tiny crystal milky trichomes. The Bubba Berry high will leave you stoned for hours on end in both mind and body, giving it an edge in helping you unwind at the end of a long day or kick back on the weekend. The high starts with a slight euphoric lift that boosts your mood without affecting your energy level. Youll become incredibly introspective, although uncontrollably giggly, as your mind succumbs to a heavy cerebral stone. ",1,1,1,1,0,1,0,0
184,349,"Bubba Diesel by THCBD --- 23.8% THC 50% indica/50% sativa of Bubba Kush X Sour Diesel strains. A quick onset of a relaxed, light-headed euphoric head high within a few minutes of smoking. This is followed by a slowly creeping body high that leaves you with a mild sense of couch-lock and a feeling of ease that is ideal for day use. The head high is slightly more overpowering than the body high. Treats body aches, muscle spasms, depression, and hypertension. A sweet, fresh scent with a hint of sour lemon and a taste that is an earthy berry that sweetens upon exhale. ",1,1,1,0,1,1,1,0
227,11338,Bubba Diesel by THCBD --- 26.5% THC 50/50,1,0,0,0,0,0,0,1
101,14252,"Bubba Goo 23.48%THC --- Our Bubba Goo we carry is a gross of Affgoo and bubba kush.  Bubba Goo is a very nice heavy indica strain.  Bubba Goo's parents may lend some uplifting, creative qualities, but this strain undoubtedly takes after its indica parent as it primarily delivers relaxing, sleepy effects alongside its earthy pine flavor.  Available in 1 gram for $9.00 out the door!!!",1,1,0,0,0,0,1,0
184,12916,Bubba Kush #3 by The Cannabis Company --- 13.9%-21.9% THC 0%-0.6% CBD,1,0,0,0,0,0,0,1
227,9005,"Bubba Kush ( 83% THC ) by Millennium Extracts --- 1g BHO/PHO Concentrate // THC 76% , CBD 0.77%, THC Total 83% //",1,0,0,0,0,0,0,1
127,13031,Bubba Kush (Aurum Farms) --- Aurum Farms - (S/I 20:80) THC 23.53%,1,0,0,0,0,0,0,1
127,13357,"Bubba Kush (WA GROWER) --- ubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple.",0,0,1,1,0,1,1,0
127,6734,Bubba Kush - 20.7% THC --- Bubba Kush by GrowState 1 gram,1,0,0,0,0,0,0,1
215,10778,"Bubba Kush - 21% ---  Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple. ",0,0,1,0,0,1,1,0
127,441,Bubba Kush - Cascadia Gardens --- A 24.1% THC Indica from Cascadia Gardens,1,0,0,0,0,0,0,1
101,5366,Bubba Kush - Happy Valley Farms --- Vendor: Happy Valley,0,0,0,0,0,0,0,0
227,12286,Bubba Kush --- Cowlitz County Cannabis Hybrid BHO 68.53%,1,0,0,0,0,0,0,1
154,1629,"Bubba Kush --- Produced by Virginia Company. Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple.",0,0,1,1,0,1,1,0
242,9418,"Bubba Kush / Sky Standard Gardens --- ""Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple. Bubbas stocky plant stature and bulky bud structure suggestAfghanidescent, but its genetic origins arent certain. The breeder whom this strain was named after states that Bubba Kush emerged just after 1996, when anOG Kushhybrid pollinated an unknown indica strain obtained in New Orleans. The mother plant was supposedlyNorthern Lights, but the genetically ambiguous indica was simply called Bubba. Bubba Kush has flourished from its California roots ever since."" https://www.leafly.com/indica/bubba-kush",0,1,1,1,0,1,1,0
215,9553,"Bubba Kush 1g Cartridge --- 83.6% THC 0.0% CBD Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple. Bubbas stocky plant stature and bulky bud structure suggest Afghani descent, but its genetic origins arent certain. The breeder whom this strain was named after states that Bubba Kush emerged just after 1996, when an OG Kush hybrid pollinated an unknown indica strain obtained in New Orleans. The mother plant was supposedly Northern Lights, but the genetically ambiguous indica was simply called Bubba. Bubba Kush has flourished from its California roots ever since. *https://www.leafly.com/indica/bubba-kush*",1,1,1,1,0,1,1,0
242,7759,"Bubba Kush 2.0 by Nw Nectar --- 25.2% THC 0.1% CBD Bubba Kush 2.0 cannabis strain is an Indica dominant hybrid by Humboldt Seed Org. Purple laced buds grow compact and short with dark, broad and webbed leaves. The flavour is filled with peppery, sharply sweet nuances and has a sour coffee theme. Hailing from the Hindu Kush mountains of Afghanistan, this strain is moderately potent. It can treat insomnia and pain. Ideal for evening usage. Type of High : Bubba Kush 2.0 cannabis strain's high has long-lasting effects that are both cerebral and couch-locking, lacing users in a comfortable numbness and intense relaxation. (Cannasos.com)",1,0,1,1,1,1,1,0
215,11157,Bubba Kush 7g Solstice ---  19.5% THC 0.0% CBD ,1,0,0,0,0,0,0,1
215,10773,"Bubba Kush :: Sugarleaf ---  Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods ",0,0,1,0,0,1,1,0
184,13940,"Bubba Kush :: Sugarleaf --- Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods",0,0,1,0,0,1,1,0
154,499,"Bubba Kush Bubble Hash Rosin Ball by Sunshine Co-op --- Testing at 74.56% THC, 0.2% CBD",1,0,0,0,0,0,0,1
