ID#,straindescription,Cannabinoid,Genetics,Intoxication,Look,Medical,Smell Flavor,Wellness,Commoditization
5221,Cowlitz County - 9lb Hammer --- Indica Hybrid 21.1%,1,0,0,0,0,0,0,1
6727,"Cowlitz County - Bubble Gum Wax --- Indica 
81.91%",1,0,0,0,0,0,0,1
6267,Cowlitz County - Dark Rose --- Sativa Hybrid 28.1%,1,0,0,0,0,0,0,1
1649,"Crack Sap by Fireline Cannabis --- 27.5% THC 0.0% CBD A unique strain with distinct features of the Green Crack parent, this sports a more aerated bud structure with spindly orange hairs and light, tan colored kief.",1,1,0,1,0,0,0,0
1463,Craft Elixirs Shark Shock CBD RSO 1g ---  <strong>THC:</strong>31.5% <strong>CBD:</strong>48.4% <strong>CBD Hybrid</strong> <strong>Tank</strong> ,1,0,0,0,0,0,0,1
4338,Crater Lake #1 By Doc Croc ---  THC 23.1% CBD 0.1% Total 27.3% ,1,0,0,0,0,0,0,1
1127,Crater Lake --- a cross between Huckleberry and Super silver haze. THC is 21.21%,1,1,0,0,0,0,0,0
2440,"Crater Lake 26.04% THC (DFS) ---  By |Daddy Fat Sacks. Terpenes: Pine, Wood, Citrus, and Pepper. Toke and Vote: Daddyfatsacks.com ",1,0,0,0,0,1,0,0
13643,"Crater Lake By Cowlitz Gold --- Indica Dominant Hybrid
THCA 26.9%
THC 0.7%
Total THC 24.29%
Total Cannabinoids 24.29%",1,0,0,0,0,0,0,1
6805,Crater Lake by Cowlitz Gold --- 18.5%-22.5% THC 0%-1.1% CBD,1,0,0,0,0,0,0,1
7665,Crazy Eighths A-Train 3.5g  Life Gardens --- 15.1% THC 0.2% CBD,1,0,0,0,0,0,0,1
6445,Crazy Eighths Tsi Fly 3.5g Life Gardens --- 14.3% THC 0.0% CBD,1,0,0,0,0,0,0,1
5855,Crazy Train --- Sativa hybrid with a THC of 68.96%,1,0,0,0,0,0,0,1
7643,Crimson Crush --- 21.96% Total - Triple Crown - Indica Hybrid,1,0,0,0,0,0,0,1
4217,"Crimson Pepper Shatter by Doc Croc --- 73.3% THC 0.3% CBD Old Alfie x LA Confidential, Indica Hybrid ",1,1,0,0,0,0,0,0
3062,Critical + - 19% --- Critical Plus is a balanced hybrid cross between Skunk and Big Bud. This sativa dominant hybrid provides you with an uplifting and happy effect while still keeping you relaxed. ,1,1,0,0,0,0,1,0
2446,"Critical Cure 29.20% by Deepwater --- The indica influence in CBD Critical Cure gives rise to deeply relaxing effects delivered alongside a sweet, earthy flavor. This flower is hydroponically grown.",1,0,0,0,0,1,1,0
5092,Critical Cure 3.5g (Marley Natural) --- 11.8% THC 14.2% CBD,1,0,0,0,0,0,0,1
13678,"Critical Haze --- Produced by Serenity Gardens
This hybrid inherits the sweet citrus smell from a Haze ancestor, an ultra-sativa strain that tends to induce cerebrally-focused psychoactivity. Critical Hazes effects, however, are balanced by its indica genetics which pull in a heavier full-body relaxation. The bridled buzz of Critical Haze makes this hybrid a great choice for anyone who typically gets anxious or paranoid. Patients treating muscle tension, multiple sclerosis, or appetite loss may also benefit from Critical Hazes even but potent effects.",0,1,1,0,1,1,1,0
4437,Critical Haze Vape Cartridge - Nectar Craft --- 1 Full Gram in a pre loaded vape cartridge ,0,0,0,0,0,0,0,0
6798,"Critical Jack --- Farmer J's
Pre-Roll: $10",0,0,0,0,0,0,0,0
216,"Critical Kush - 15% --- Critical Kush from Barneys Farm is a mostly indica strain that blends together two famed cannabis staples, Critical Mass and OG Kush. Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body.",1,1,0,0,0,1,1,0
1395,"Critical Kush --- Critical Kush from Barneys Farm is a mostly indica strain that blends together two famed cannabis staples, Critical Mass and OG Kush. Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body. Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD, making this strain a perfect nighttime medication for pain, stress, insomnia, and muscle spasms. ",0,1,0,0,1,1,1,0
5209,Critical Kush RSO 1g by Double Delicious --- 65.8% THC 0.0% CBD ,1,0,0,0,0,0,0,1
2379,"Critical Kush Wax by Altus --- 75.6% THC 0.3% CBD Critical Kush from Barneys Farm is a mostly indica strain that blends together two famed cannabis staples, Critical Mass and OG Kush. Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body. Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD, making this strain a perfect nighttime medication for pain, stress, insomnia, and muscle spasms. Growers cultivating this strain indoors will wait 50 to 60 days for Critical Kush to complete its flowering cycle.",1,1,0,0,1,1,1,0
2051,"Critical Kush Wax by Kush Valley --- 62.4% THC 0.7% CBD Critical Kush from Barneys Farm is a mostly indica strain that blends together two famed cannabis staples, Critical Mass and OG Kush. Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body. Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD.  Growers cultivating this strain indoors will wait 50 to 60 days for Critical Kush to complete its flowering cycle.",1,1,0,0,0,1,1,0
2630,Critical Mass (CBD) ---  Dream City Total THC: 6.50% Total CBD: 10.20% Total Cannabinoids: 17.70% ,1,0,0,0,0,0,0,1
181,"Critical Mass - Salish Sativa --- This wonderful CBD heavy strain is perfect for all your full body relaxation needs. Testing at 7.27% THC, 11.23% CBD.",1,0,0,0,0,0,1,0
4339,Critical Mass --- Critical Mass by Joint Venture Farms 22.3% THC 13.4% CBD,1,0,0,0,0,0,0,1
3988,"Critical Mass --- Critical Mass has a sweet earthy flavor with a happy, relaxed, and euphoric high. ",0,0,1,0,0,1,1,0
4971,Critical Mass --- High cbd-a indica strain with mysterious origins from Flordia. Beautiful flower at a great price.,0,1,0,1,0,0,0,0
12835,Critical Mass Refill - Avitas --- Critical Mass is a combination of Afghani and Skunk #1,0,1,0,0,0,0,0,0
1460,"Critical Mass Shatter --- 47.5% THC 24.5% CBD An indica dominant hybrid (80% indica/20% sativa) of Afghani X Skunk #1 strains. This bud gets its name from the tendency of branches to break under the weight of the insanely dense buds. Treats chronic pain from illnesses, such as cancer and multiple sclerosis, as well as anxiety and panic disorders. With a sweet and earthy smell and an herbal taste. Smoking small amounts leads to feelings of creativity and euphoria, followed by laziness, couch-lock, and sleepiness. This strain would be ideal to smoke during a lazy afternoon where you want to relax, but still need to be functional. ",1,1,1,1,1,1,1,0
463,"Critical Mass by Dream City --- 6.3% THC 10.7% CBD Critical Mass is a combination of Afghani and Skunk #1 that originated from the breeder Mr. Nice Seed Bank. With a large ""critical mass"" of production, branches tend to snap from the weight of these dense buds. Flowering time is approximately 6-8 weeks, with a heavy leaf to flower ratio. However, due to the large production of flowering, this strain is susceptible to mold which can be reduced by growing indoors to reduce humidity. THC levels of this strain may reach 19-22%.
-https://www.leafly.com/indica/critical-mass",1,1,0,1,0,0,0,0
2999,"Critical Mist (Moon Bay) --- 
Critical Kali Mist from Delicious Seeds was bred to be brilliant. Its genetics are a pairing of Critical Mass, an indica known for its growth of large sticky buds, and Kali Mist, a multi-award winning sativa. The result is a powerful and resinous sativa that produces large, dense flowers after about 70 days. With earthy and pine flavors, this bud provides uplifting effects and endless fits of laughter.",0,1,1,1,0,1,1,0
13113,Critical Mist 7g - Golden Tree Productions --- 20.6% THC 0.0% CBD,1,0,0,0,0,0,0,1
1972,"Critical Mist Wax by Dab Dudes --- 75.45% THC, 0.28% CBD; 79.07% total cannabinoids",1,0,0,0,0,0,0,1
3322,Critical Plus - Buddy Boy Farms --- Critical Plus - Buddy Boy Farms ,0,0,0,0,0,0,0,0
5303,Critical Plus ---  Hybrid by 420 Gold. ,0,0,0,0,0,0,0,0
3888,Critical Plus --- Critical Plus is a balanced hybrid cross between Skunk and Big Bud.,0,1,0,0,0,0,0,0
145,"Critical Plus by Avitas --- 15.1%-19.1% THC 0.0% CBD 1g Hybrid by Avitas - 17% THC, 0.1% CBD",1,0,0,0,0,0,0,1
3518,Critical Purple Kush Cartridge Refill by Dawg Star --- 72.5% THC 0.2% CBD,1,0,0,0,0,0,0,1
5486,Critical Purple Kush by Dawg Star --- 81.0% THC 1.6% CBD,1,0,0,0,0,0,0,1
3109,"Critical Purple Kush by Dawg Star --- 81.0% THC 1.6% CBD UW is a marijuana strain that comes with its own superhero origin story. Popular rumor has it that a clone plant was stolen from a certain Pacific Northwest university's medical research lab in the early ninetiesin some versions by a rogue graduate studentand has since been a popular top shelf indica. These buds show their university pride with purple coloring, and the dense, sticky buds are at the top of the class when it comes to potency. Almost entirely indica, this strains powerful high is sedative and popular for pain relief and insomnia. A mix of tropical fruit and a little spice, the aroma also earns high marks.",1,1,0,1,1,1,1,0
4586,"Critical Purple Kush- 24.84% THC (DS) ---  by | Dawgstar Private Reserve 
 Ciritical Purple Kush, also known as Critical Purple, is an indica dominant strain created through a selective breeding process that crossed Critical Kush with Purple Kush. The result is a high that numbs the entire body from head to toe and elevates the mind into the stratosphere. This strain exhibits beautiful purple hues that are truly a delight for the eyes, nose, and tastebuds. ",1,1,1,1,0,0,0,0
6747,Critical plus wax --- Sativa Hybrid with a THC of 63.35%,1,0,0,0,0,0,0,1
742,"Croc Tears by Doc Croc ---  THC 49.06% 
 CBD 24.31% 
 Total 98.16% ",1,0,0,0,0,0,0,1
3278,"Crooked Nuken BHO Live Resin 1g --- 79.9% THC 0.0% CBD 
The mostly indica Nuken is a Canadian strain bred by combining genetics from Kish (a cross of two Shishkaberry parents) and God Bud. Her even-keeled effects are delivered alongside a sweet, earthy aroma of fresh herbs and grass. While undeniably strong, Nuken typically leaves you functional enough to still enjoy hobbies and the company of friends. Nuken blooms with rounded, dense buds covered in a blanket of crystal resin veiling its sage hues.",1,0,0,1,0,1,0,0
662,Crouching Tiger Hidden Alien by Natural Mystic Farms --- 27.0%-35.0% THC 0%-1.0% CBD Powerful Indica that sneaks up on you and knocks you out at night,1,0,0,0,0,0,0,0
719,Crumble Sour Grapes by WA Grower ---  72.0% THC 0.4% CBD WAG Crumble Sour Grapes 1g ,1,0,0,0,0,0,0,1
13241,"Crystal Clear --- Pure THC Distillate
Strawberry Total THC: 93.05%
Blueberry Total THC: 93.05%
Green Apple Total THC: 90.95%
Tangerine Total THC: 93.05%",1,0,0,0,0,0,0,1
2283,Crystal Mountain Kush - 75% --- Crystal Mountain Kush is a hybrid strain produced by crossing OG Kush and Chem Dawg.,1,1,0,0,0,0,0,0
2202,Cthulhu --- 11.54% - 14.32% CBD and 2.36% - 2.71% THC - Sunshine Farms - CBD Hybrid,1,0,0,0,0,0,0,1
2760,"Cush Terp Sugar - Bodhi High --- ""Everything starts with quality Cannabis Material Production and dedication to our original intent.  We collaborate with material producers who offer the quality synonymous with our goal in final product.  Advancements in extraction technology have enabled the use of exact temperate control and extraction process in a proprietary and safe closed loop double extraction process. With a careful hand we attend to the heat, moisture, and high terpene content to give the texture Bodhi High quality Shatter is known for.""

You can find out more about Bodhi High at their website 
http://www.bodhihigh.com/",0,0,0,0,0,1,0,0
5260,Cush Wax by Bodhi High --- 59.6% THC 0.9% CBD,1,0,0,0,0,0,0,1
7159,Cuvee 3.5g (Suspended) --- 22.0% THC 0.5% CBD,1,0,0,0,0,0,0,1
12557,Cycling Frog Raw Distillate 1g - Circanna --- 85.3% THC 0.4% CBD,1,0,0,0,0,0,0,1
2249,"DARK ANGEL by (GRANDS GREENERY) --- Dark Angel has a great balance of Sativa and Indica. This is an excellent strain for relaxing at home and letting your mind wander. With a CBD count of about 1.10%, this strain is also good for relieving pain. (MOANI NATURALS - GRANDS GREENERY) / POTENCY ANALYSIS (TOTAL - ) (50% SATIVA / 50% INDICA)",1,0,0,0,1,0,1,0
12574,DC: Dabulator Wi Fi Og: H: 0.25g: Oil --- 77.0% THC 0.0% CBD,1,0,0,0,0,0,0,1
7392,DH Bubble Gum 3.5g --- 20.3% THC 0.1% CBD Bubble Gum 3.5g,1,0,0,0,0,0,0,1
13165,"DJ Short Blueberry (DAMA) --- DJ Short Blueberry is a living legend. This is, was, and forever will be the west coast Blueberry varietal. The strain is sought after and has been spliced into many different hybridized strains. DSBs genetics stem from DJ Shorts travels through Central America and Southeast Asia, where he gathered robust landrace genetics that would later blossom into some of the most legendary cannabis strains on the planet. Finding a true cut of DSB is harder than it sounds, but if you do, savor it. You are literally igniting a piece of cannabis history. Expect beautiful sedative effects that are second only to the incredible berry flavor of this flower. ",0,1,0,0,0,`,`,0
2902,"DJ Short Blueberry --- Delicious blueberry flavor with a euphoric and lasting high.
2g price:  $27
4g price:  $49",0,0,1,0,0,1,0,0
225,"DJ Short Blueberry --- From Dama - Indica - THC 23.7%, CBD .17%, CBG .24",1,0,0,0,0,0,0,1
579,"DJ Short Blueberry by Dama --- This strain is available in a 1g ($16.00) package, provided by Dama. 19%THC *PRICE LISTED AFTER TAX*",1,0,0,0,0,0,0,1
754,DJ Short Blueberry by Dutchy --- 19.8%-23.8% THC 0.5% CBD This iconic strain has a super uplifting and insanely happy head high with a lethargic body high.,1,0,1,0,0,0,1,0
3828,DJ Short Blueberry by Liberty Reach Sun Grown --- 14.6%-18.6% THC 0%-1.0% CBD,1,0,0,0,0,0,0,1
1546,"DJ Short's Blueberry by Golden Tree --- 23.7% THCA, 0.1% CBD; 24.1% total cannabinoids",1,0,0,0,0,0,0,1
2060,DJ Shorts Flo 23.29% --- Available in 1 gram for $12 or 7 grams for $80 out the door!!!,1,0,0,0,0,0,0,0
3523,DL - Indica Mix Shatter 1g (Blue Roots) --- 71.1% THC 0.8% CBD,1,0,0,0,0,0,0,1
6212,DL-Spaceberry 1g Shatter --- 71.0%-71.2% THC 0.1%-0.3% CBD,1,0,0,0,0,0,0,1
3712,"DOPE'N Cartridge by Dawg Star --- Provided by Dawg Star.
Flavors: Pineapple, Strawberry Cheesecake, and Watermelon
34% THC
*TAX INCLUDED",1,0,0,0,0,1,0,0
782,DOPE'N Watermelon Cartridge --- This strain is available in a .75g ($50.00) pre filled vape cartridge. Provided by DOPEN. 34% THC *PRICE LISTED AFTER TAX*,1,0,0,0,0,0,0,1
3932,DP - Mixed - Vape Cart Kit - 1g --- 40.9% THC 0.1% CBD,1,0,0,0,0,0,0,1
4337,"DPG Budz ---  Seattles Private Reserves teams up with DPG to create incredibly potent DPG Budz. Made with top-shelf flower infused with perfectly extracted concentrates, this heavy-hitting strain will have you ridin, slipin, and slidin right into bed.  ",0,0,0,0,0,0,1,0
7100,DSTR: Dog Walker - 3.5g --- 25.6% THC 0.1% CBD ,1,0,0,0,0,0,0,1
6275,Da Coma Wax --- 83.04% Total - HiGuys - Indica Hybrid,1,0,0,0,0,0,0,1
12396,Dab - ATF BHO 1g - Green Vault --- 80.5% THC 0.5% CBD,1,0,0,0,0,0,0,1
13070,Dab - Amnesia Lemon Haze BHO 1g pkg - Sticky Budz --- 69.7% THC 0.0% CBD,1,0,0,0,0,0,0,1
4627,Dab - Black Mountain OG 1g (H) Slab Mechanix --- 75.8% THC 0.0% CBD,1,0,0,0,0,0,0,1
3948,Dab - Blueberry Kush 1g unit (Shatter) - Lopez &amp; Orr --- 68.9% THC 0.6% CBD,1,0,0,0,0,0,0,1
12341,Dab - Double Dutch 1g - Doc Croc --- 79.2% THC 0.0% CBD,1,0,0,0,0,0,0,1
12408,Dab - Head Cheese 1g - Torch Wax --- 71.5% THC 0.5% CBD,1,0,0,0,0,0,0,1
823,Dab - New York City Diesel BHO 1g - Sasquatch --- 72.4% THC 0.1% CBD,1,0,0,0,0,0,0,1
12486,Dab - Og Kush 1g - Doc Croc --- 77.4% THC 0.0% CBD,1,0,0,0,0,0,0,1
4509,Dab - Ogre Kush Sugar Resin 1g - Oleum --- 77.2% THC 0.4% CBD,1,0,0,0,0,0,0,1
12358,Dab - Okanogan Sunset Wax - Okanogan --- 86.4% THC 0.3% CBD,1,0,0,0,0,0,0,1
12555,Dab - PBB x SSS 1g (H) Slab Mechanix --- 77.4% THC 0.0% CBD,1,0,0,0,0,0,0,1
12607,Dab - White Fire Clear 1g - Green Vault --- 90.9% THC 0.4% CBD,1,0,0,0,0,0,0,1
12650,Dab - White Widow Rosin - American Hash Maker --- 68.8% THC 0.0% CBD,1,0,0,0,0,0,0,1
13685,Dab Daddy Rosin - (1g) - Daddy Fat Sacks --- 64.6% THC 0.1% CBD,1,0,0,0,0,0,0,1
3858,"Dab Dudes Gorilla glue #4 --- Produced by Cowlitz County Cannabis Company.
a potent hybrid strain that delivers heavy-handed euphoria and relaxation, leaving you feeling glued to the couch. Its chunky, resin-covered buds fill the room with pungent earthy and sour aromas inherited from its parent strains, Chems Sister, Sour Dubb, and Chocolate Diesel. ",0,1,1,1,0,1,1,0
1480,"Dabstract: Back High Potency Extract (HTE) --- Indica. High Terpene Extract. 
THC% 38.9, CBD% 0.53, Terp% 14.65, Total% 40.16",1,0,0,0,0,1,0,1
4774,"Dabstract: Chernobyl Essential Sugar --- This nug run sugar oil has the most beautiful caramel hue, with a consistency similar to that of maple butter
THCA%: 85.89, THC%: 4.70, Total Cannabinoid%: , Total Terpene%: 1.8",1,0,0,1,0,1,0,0
3652,"Dabstract: God Bud Purple Essential Sugar --- This nug run sugar oil has moderate stability and a maple wax texture.
THCA%: 66.3, THC%: 7.80, CBD%: 0.73, Total Cannabinoid%: 66.0, Total Terpene%: 4.66",1,0,0,0,0,1,0,0
32,"Dabstract: Green God Essential Sugar --- This nug run sugar oil has the consistency of a soft peanut butter spread throughout
THCA%: 73.70, THC%: 10.10, CBD%: 0.74, Total Cannabinoid%: 88.40 , Total Terpene%: 3.50",1,0,0,1,0,0,0,0
2358,Dabstract: Holy Banana Select Sugar --- Potency Analysis: THC 73.0% CBD 0.40% Potency Analysis: 84.9%,1,0,0,0,0,0,0,1
1524,"Dabstract: Sherbert Essential Sugar --- Total Cannabinoids 77.4%
THCA 64.3%
THC 9.78%
CBD .41%
Total Terpenes 3.45%",1,0,0,0,0,1,0,1
13197,"Dabstract: Skord's Frozen Tangie Select Sugar --- This nug run sugar oil has perfect stability and a clean wax texture.
THCA%: 80.00, THC%: 3.32, Total Cannabinoid%: 73.48, Total Terpene%: 1.8",1,0,0,0,0,1,0,0
169,"Dabstract: Skord's Somango Select Sugar --- This nug run sugar oil has a deep caramel coloring, as well as a stable wax consistency with maple ribboning throughout
THCA%: 74.09, THC%: 3.54, Total Cannabinoid%: 69.03 , Total Terpene%: 2.97",1,0,0,1,0,0,0,0
2640,Dabstract: Taffy Chem Select Sugar --- Potency Analysis: THC 65.0% CBD 0.42% Total Potency: 75.5%  ,1,0,0,0,0,0,0,1
7588,"Dabstract: The Purps --- 12.8% THC
.1% CBD
2.67% Terpenes",1,0,0,0,0,0,0,1
9391,"Daddy Chedda- 17.6% THC (DFS) ---  by | Daddy Fat Sacks. 
 Toke and Vote: Daddyfatsacks.com ",1,0,0,0,0,0,0,1
14373,"Daddy Chedda- 17.6% THC (DFS) --- by | Daddy Fat Sacks.
Toke and Vote: Daddyfatsacks.com",1,0,0,0,0,0,0,1
7278,Dairy Queen by emerald jane's --- 24.8%-28.8% THC 0%-0.7% CBD,1,0,0,0,0,0,0,1
1681,"Dalai Lima G13 Hash --- 66.2% THC 0.4% CBD  Blue Dream crossed with Super Silver Haze x S.A.G.E..  Dalai Lima has the characteristics of a pure sativa,although it is a sativa dominant hybrid.  
The smell is spicy, sweet and skunky.  
Taste is spicy, flowery, earthy.  
Effects are clear, alert, with a head buzz.
Type of high:  head high
Harshness:  Smooth
Dalai Lima is a wonderful social smoke with a great head rush.
G13 is a very strong strain of cannabis indica.",1,1,1,1,0,1,1,0
1105,"Dalai Lima Hash - 54% --- This may not be the Dalai Lama himself, but this tasty bud will definitely leave you feeling deeply introspective and at peace. The Dalai Lima high starts with a cerebral boost of energy that builds in a slow manner, not overwhelming the user in the slightest.",1,0,1,0,0,1,1,0
3130,"Dama Premium Oil Indica 73.4% THC --- Available in a half a gram of premium oil syringe for $40, and 1 gram for $70 out the door! This oil is good to use in your favorite brownie or cookie batter mix or put it in your own tank and smoke it. With fabulous Indica effects it will make your midnight snack so much more enjoyable.",1,0,1,0,0,0,0,0
1724,Dan's Daydream - Smokey Point Productions --- A 22.0% THC Hybrid from Smokey Point Productions,1,0,0,0,0,0,0,1
1521,Dance Hall - Puffin Farms --- 25.5% CBD : 1% THC - sativa dominant hybrid ,1,0,0,0,0,0,0,1
6181,Dance World (High CBD) --- Dance World from Origin 9.0%THC 13.6%CBD,1,0,0,0,0,0,0,1
5907,"Dance World --- From Origin Cannabis - CBD 15.1%, THC 10.1% ",1,0,0,0,0,0,0,1
4034,"Dance World --- From Origin Cannabis - Sativa - Total 21.3%, THC 7.62%, CBD 12.8%",1,0,0,0,0,0,0,1
7672,Dance World 1g Wax by Om Shiv --- 37.6% THC 43.1% CBD,1,0,0,0,0,0,0,1
5566,Dance World 7g - Origin --- 7.6% THC 12.8% CBD,1,0,0,0,0,0,0,1
6039,Dancehall by Puffin Farm --- 7.9%-11.9% THC 54.0%-55.0% CBD,1,0,0,0,0,0,0,1
4741,"Dancehall by Walden --- 20.2%-24.2% THC 0.0% CBD This strain has roots all over the world, with Mexican, Afghani, and Spanish ancestry. Dancehall is aptly named; its a social and creative strain that will get those feet moving. Well balanced between body and mind, spicy and sweet, this strain is best suited to lively gatherings with friends.",1,1,0,0,0,1,1,0
5174,Dark Cherry Diesel by Ninja Gardens --- 18.8%-19.2% THC 0.1%-0.5% CBD,1,0,0,0,0,0,0,1
7541,Dark Matter (Avitas) --- | Total THC: 19% | CBD: 0.11% |,1,0,0,0,0,0,0,1
3250,Dark Matter by Avitas --- 17.0%-21.0% THC 0%-1.1% CBD A relaxed sensation throughout the body accompanied by a heavy cerebral calm.,1,0,0,0,0,0,1,0
66,Dark Matter by Avitas --- 19.0% THC 0.1% CBD A relaxed sensation throughout the body accompanied by a heavy cerebral calm.,1,0,0,0,0,0,1,0
3498,Dark Shadow Haze - Sub X --- Vendor: Sub-X. Available in 2g bags for $23.,1,0,0,0,0,0,0,1
6630,Dark Shadow Haze --- Hybrid - Sativa dominant 70-30,0,0,0,0,0,0,0,0
4057,"Dark Side of The Moon - 26% --- 
From Exotic Genetix comes Dark Side of the Moon, an indica strain that pays homage to the legendary 1973 Pink Floyd album. A cross between Spirit in the Sky and Green Ribbon, Dark Side of the Moon flowers bloom with a starry coat of crystal trichomes wreathed by dark purple leaves, giving the strain an almost celestial appearance. Earthy, hashy flavors lead the way with full, sweet fruity notes to follow.",1,1,0,1,0,1,0,0
3493,"Dark Star --- Cross between Purple Kush and Mazar-I-Sharif.
Aromatic and dense, this bud is ornamented with
crystals and copper hairs.",0,1,0,1,0,0,0,0
970,"Darkstar by Natural Mystic Farms --- 18.1% THC 0.0% CBD Dark Stars true indica effects are as spacey as its name suggests: a deep, relaxed sensation throughout the body accompanied by a heavy cerebral calm. Though celestial in its effects, the strain is more likely homage to the Grateful Deads song Dark Star. A cross between Purple Kush and Mazar-I-Sharif, this dark--almost bluish--strain was first bred indoors by TH Seeds, and comes as a challenge to many growers with its slow, 10-week flowering period. Its sour-smelling buds are dense and compact, ornamented with crystals and copper hairs.",1,1,0,1,0,1,1,0
3830,"Darth Vader --- Produced by Lit Fuse Nursery.
Darth Vader OG is a heavy indica marijuana strain that truly shows its Dark Side with its violet and forest green flowers. This strains true force comes through in its effects, which provide complete body relaxation and sleepiness. Ideal for treating insomnia, this strain may not knock you out immediately, but it will definitely quiet the mind and put all major productive plans on hold. A true purple strain, Darth Vader OG has a sweet grape smell but a comparatively subdued taste.",0,0,0,1,0,1,1,0
3709,"Darth Vader OG --- Produced by Footprint Biosciences. 
Darth Vader OG is a heavy indica marijuana strain that truly shows its Dark Side with its violet and forest green flowers. This strains true force comes through in its effects, which provide complete body relaxation and sleepiness. Ideal for treating insomnia, this strain may not knock you out immediately, but it will definitely quiet the mind and put all major productive plans on hold. A true purple strain, Darth Vader OG has a sweet grape smell but a comparatively subdued taste.",0,0,0,1,0,1,1,0
2562,"DawgFather (Cedar Creek) --- The Dawgfather is a sativa heavy hybrid that has both the mind-numbing cerebral high of the Chemdawg D and the body-numbing powerful stone of Sin City Kush. Her flavors at first tastes of skunky fuel and bold earthiness and then upon exhale you get flavors of musk, coffee, and leather. Also available in 2 grams for $33.00",0,1,1,0,0,1,0,0
936,"Dawgstar Smallies ---  Available in Girl Scout Cookies, Lemon Drop or Star Killer ",0,0,0,0,0,0,0,0
4902,"Day Tripper By Cowlitz Gold ---  Sativa Hybrid 
 CBDA 0.10% 
 THCA 27.80% 
 THC 1.00% 
 Total Cannabinoids 25.47% ",1,0,0,0,0,0,0,1
6981,Day Tripper by Cowlitz Gold --- 23.7%-27.7% THC 0.1% CBD,1,0,0,0,0,0,0,1
12367,Daytime Mix Crumble by From The Soil --- 74.2% THC 0.2% CBD,1,0,0,0,0,0,0,1
646,Dbl Aurora Borealis by Walden --- 16.3% THC 0.0% CBD Walden Dbl Aurora Borealis - 3.5 grams,1,0,0,0,0,0,0,1
2151,"Dc Purps by Dream City --- 22.7% THC 1.2% CBD ""We unmasked a Harlequin and found some Purps!"" Originally thought to be Harlequin, this indica-dominant hybrid reveals itself with the aromas of earth and pine to make for a happy, heavy, and uplifting high."" - Dream City Packaging",1,0,1,0,0,1,1,0
5465,Deadhead OG --- 23.03% Total - Serinity - Indica,1,0,0,0,0,0,0,1
1155,"Deadhead OG BHO 1g 81.93% by Sasquatch ---  A modern West Coast classic, Deadhead OG was created by master breeder Skunk VA of Cali Connection Seeds by crossing two already legendary strains, Chemdawg 91 and the SFV OG Kush. Most users describe the high as cerebral and stimulating but with a relaxed body feel. ",1,1,1,0,0,0,1,0
7129,Death Star (Kouchlock Productions) --- THC:20.20% - CBD:.19%,1,0,0,0,0,0,0,1
345,Death Star - Boogy Boon ---  This cross of Sensi star and Sour Diesel is super mellow and skunky. Testing at 25.7% ,1,1,0,0,0,1,0,0
13866,"Death Star --- Produced by Lit Fuse Nursery
Death Star is the potent cross of Sensi Star and Sour Diesel and has the shared sativa and indica effects of its parents. It has a mixed taste that combines sweet, skunk, and fuel aromas into a very potent fragrance that isnt easy to hide. This strain may not have the ability to destroy planets, but it does have quite the powerful buzz. Effects can be slow to onset, but once they do, Death Star takes away all cares and replaces them with a state of relaxed euphoria. Great for daytime or nighttime use, this Ohio native now has fans throughout the galaxy.",0,1,1,0,0,1,1,0
12434,Death Star 24.5% --- Available in 7 grams for $75 out the door!!!,1,0,0,0,0,0,0,1
321,Death Star Curd Distillate Tanker --- 50.37% Total and 9.11% Total CBD - Oleum - Indica,1,0,0,0,0,0,0,1
3603,"Death Star Trim by Dream City --- 24.1%-28.1% THC 0.0% CBD Absolutely beautiful. Death Star is a cross of Sensi Star and Sour Diesel. The flavors are a mix of sweet, skunk and fuel. This strain may not have the power to destroy planets, but it does have a powerful buzz!",1,1,1,0,0,1,0,0
4364,"Death Star by Boggy Boon --- Death Star is the potent cross of Sensi Star and Sour Diesel and has the shared sativa and indica effects of its parents. It has a mixed taste that combines sweet, skunk, and fuel aromas into a very potent fragrance that isnt easy to hide. 
 26.38%!!!! ",1,1,0,0,0,1,0,0
3497,Death Star by Buddah Cannabis --- 23.9%-27.9% THC 0.0% CBD 3.5g flower in poly bag,1,0,0,0,0,0,0,1
3516,"Death Star by Buddha --- 27.7% THC 0.1% CBD Sensi Star x Sour Diesel, Indica ",1,1,0,0,0,0,0,0
874,"Death Star by Buddha Cannabis --- 25.8% THCA, 0.0% CBD; 23.626% total cannabinoids",1,0,0,0,0,0,0,1
